GO	[-7.27 -0.76]	[-0.76 -0.25]	[-0.25 -0.07]	[-0.07 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.10]	[0.10 0.35]	[0.35 0.84]	[0.84 8.92]
chrYp11 chrYp11	-1.331	-3.631	-3.631	2.498	6.055	1.273	2.498	1.273	-4.726	-1.011	-3.637
chrXq27 chrXq27	-0.576	-1.196	-3.273	-0.244	1.595	1.595	4.719	0.748	-2.323	-0.841	-1.199
chr13q31 chr13q31	0.576	-1.706	-2.990	1.541	-0.676	0.997	4.324	-0.676	-1.706	-0.324	0.278
chr16q22 chr16q22	-0.446	4.694	1.771	0.363	-2.120	-1.170	-1.755	-0.446	0.752	0.752	-2.126
MT MT	-1.532	0.614	1.332	1.788	-1.532	-1.532	-1.532	1.332	0.614	0.359	-0.861
chr7q34 chr7q34	0.262	-0.759	-3.634	-0.594	1.505	3.884	1.743	-0.344	-0.956	-0.456	-0.960
chr15q15 chr15q15	-0.975	2.137	1.573	-0.975	-1.579	-2.449	-1.249	-0.301	3.138	0.301	0.413
chr5p15 chr5p15	-0.501	-1.872	-0.285	1.634	0.832	1.879	2.420	-0.285	-0.818	-2.248	-1.877
chrXp21 chrXp21	0.763	-1.361	-2.859	0.539	0.763	1.029	2.063	-1.361	-1.361	-0.251	0.538
chrXq21 chrXq21	-0.252	-1.283	-0.969	0.356	0.859	5.186	1.082	-0.719	-1.283	-1.283	-0.523
chr2q22 chr2q22	0.373	-1.924	-1.924	-0.605	1.727	3.006	0.560	-0.908	-0.908	0.560	-0.241
chr1p35 chr1p35	-0.624	0.519	2.127	-0.829	-1.762	-1.762	-2.213	1.297	0.860	1.067	0.517
chr21q21 chr21q21	0.439	-1.053	-1.784	1.477	0.312	-1.053	2.767	0.775	-0.790	-1.784	0.772
chrXq23 chrXq23	1.277	-0.576	-2.323	-0.244	2.333	1.277	0.539	-0.244	-1.673	-0.841	-0.578
chr8q11 chr8q11	-0.959	-0.421	-0.959	-0.959	0.342	4.407	0.997	-0.959	-0.263	-0.959	0.735
chr13q22 chr13q22	0.499	-2.527	0.316	-0.470	1.688	0.728	0.316	1.325	-0.287	-0.737	-1.678
chr2q23 chr2q23	0.334	-0.471	0.334	1.512	-2.029	2.928	-0.270	-1.258	-0.471	-0.270	-0.472
