GO	[-2.86 -0.23]	[-0.23 -0.14]	[-0.14 -0.09]	[-0.09 -0.05]	[-0.05 -0.02]	[-0.02 0.02]	[0.02 0.06]	[0.06 0.10]	[0.10 0.15]	[0.15 0.23]	[0.23 1.86]
GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN	1.429	2.532	1.763	0.868	-0.301	-0.461	-2.547	-1.863	-1.355	-0.678	-0.466
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_16H_DN GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_16H_DN	-0.789	-0.789	-0.789	-0.789	-0.325	-0.325	0.279	0.610	0.610	4.825	-0.792
GSE14308_TH1_VS_NATURAL_TREG_UP GSE14308_TH1_VS_NATURAL_TREG_UP	2.069	-0.551	-1.123	-1.123	0.646	-0.260	0.646	-0.260	-1.123	-1.123	2.059
GSE17301_CTRL_VS_48H_ACD3_ACD28_IFNA2_STIM_CD8_TCELL_DN GSE17301_CTRL_VS_48H_ACD3_ACD28_IFNA2_STIM_CD8_TCELL_DN	-1.374	0.757	0.453	0.453	-0.736	1.591	2.699	-0.736	-1.374	-0.736	-0.741
GSE4984_UNTREATED_VS_GALECTIN1_TREATED_DC_UP GSE4984_UNTREATED_VS_GALECTIN1_TREATED_DC_UP	-1.098	0.431	0.239	-1.836	1.006	-1.836	1.006	0.239	1.819	-1.098	0.682
GSE29617_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_2008_UP GSE29617_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_2008_UP	-0.899	-2.216	-0.559	3.768	0.696	-1.409	0.456	0.456	-0.333	0.271	0.268
GSE26495_NAIVE_VS_PD1HIGH_CD8_TCELL_UP GSE26495_NAIVE_VS_PD1HIGH_CD8_TCELL_UP	2.162	-0.351	-0.351	-0.831	0.256	-0.831	-0.831	-0.351	0.256	2.888	-0.834
GSE17721_CTRL_VS_PAM3CSK4_1H_BMDC_UP GSE17721_CTRL_VS_PAM3CSK4_1H_BMDC_UP	0.687	0.431	-1.836	-0.374	0.687	0.687	2.308	-1.836	-1.098	0.431	-0.658
GSE26912_TUMORICIDAL_VS_CTRL_MACROPHAGE_DN GSE26912_TUMORICIDAL_VS_CTRL_MACROPHAGE_DN	0.573	2.484	1.374	0.302	-1.207	-1.207	-1.207	-0.300	0.573	-0.612	-0.616
GSE24292_WT_VS_PPARG_KO_MACROPHAGE_DN GSE24292_WT_VS_PPARG_KO_MACROPHAGE_DN	-0.626	-2.343	-0.383	4.078	-0.383	0.398	-0.626	0.232	-0.626	1.204	-0.387
GSE22886_IGA_VS_IGM_MEMORY_BCELL_UP GSE22886_IGA_VS_IGM_MEMORY_BCELL_UP	0.510	-1.290	-0.342	-0.342	-0.674	0.264	-0.342	-0.674	3.595	-1.290	1.242
GSE21360_SECONDARY_VS_QUATERNARY_MEMORY_CD8_TCELL_DN GSE21360_SECONDARY_VS_QUATERNARY_MEMORY_CD8_TCELL_DN	-0.653	0.431	0.687	-1.836	-1.836	2.308	0.239	1.384	-0.653	-0.374	0.236
GSE17721_CTRL_VS_LPS_6H_BMDC_DN GSE17721_CTRL_VS_LPS_6H_BMDC_DN	-1.374	-1.374	-1.374	1.591	0.757	-0.386	0.757	0.453	-0.736	1.137	0.228
GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_24H_UP GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_24H_UP	-2.131	1.429	0.301	-0.301	0.500	2.305	-1.339	-0.516	-0.516	0.755	-0.849
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_48H_CD4_TCELL_UP GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_48H_CD4_TCELL_UP	2.700	-1.123	-1.123	-1.123	0.646	0.347	-0.551	-0.551	1.037	0.347	-0.262
GSE360_DC_VS_MAC_B_MALAYI_LOW_DOSE_DN GSE360_DC_VS_MAC_B_MALAYI_LOW_DOSE_DN	-0.551	4.569	-1.668	0.529	-0.301	-0.301	-0.963	-0.301	0.529	-0.301	-0.556
GSE1432_CTRL_VS_IFNG_24H_MICROGLIA_DN GSE1432_CTRL_VS_IFNG_24H_MICROGLIA_DN	-1.374	-1.374	0.453	-0.736	0.757	0.453	-0.386	-0.736	2.699	-0.386	0.752
GSE360_L_DONOVANI_VS_M_TUBERCULOSIS_DC_UP GSE360_L_DONOVANI_VS_M_TUBERCULOSIS_DC_UP	2.465	1.092	-1.030	0.477	-0.602	-0.602	-1.030	0.268	-1.030	1.492	-1.036
GSE37301_CD4_TCELL_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_DN GSE37301_CD4_TCELL_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_DN	-0.997	3.127	-0.576	-0.576	-0.997	0.502	-1.710	0.502	0.502	-0.318	0.782
GSE3982_BASOPHIL_VS_CENT_MEMORY_CD4_TCELL_UP GSE3982_BASOPHIL_VS_CENT_MEMORY_CD4_TCELL_UP	-1.316	-0.893	-0.376	0.389	0.585	-0.376	2.216	-1.912	0.237	-0.590	2.201
