GO	[-6.06 -0.65]	[-0.65 -0.15]	[-0.15 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.33]	[0.33 0.98]	[0.98 4.64]
MENSE_HYPOXIA_UP MENSE_HYPOXIA_UP	0.528	-0.378	-0.872	2.050	-0.378	0.235	2.050	-0.872	0.235	-0.872	-0.879
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	-1.290	-0.673	-0.342	0.840	0.510	0.510	0.510	2.289	-1.290	0.264	-1.301
LIN_MELANOMA_COPY_NUMBER_UP LIN_MELANOMA_COPY_NUMBER_UP	0.567	0.256	-0.830	-0.830	4.601	-0.830	-0.351	-0.351	-0.351	-0.351	0.252
ZAMORA_NOS2_TARGETS_DN ZAMORA_NOS2_TARGETS_DN	2.747	-0.872	-0.378	-0.872	-0.872	0.235	-0.378	0.235	-0.872	0.933	0.924
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM2 SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM2	0.256	-0.351	0.256	0.256	-0.830	-0.351	-0.830	2.163	-0.830	-0.830	2.145
SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_UP SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_UP	2.050	0.235	-0.378	-0.872	0.933	-0.872	-0.872	0.235	1.444	-0.378	-0.879
SILIGAN_BOUND_BY_EWS_FLT1_FUSION SILIGAN_BOUND_BY_EWS_FLT1_FUSION	-0.456	-0.456	1.151	-0.456	2.760	-0.456	-0.456	0.579	0.187	-0.456	-0.460
ZHAN_MULTIPLE_MYELOMA_SUBGROUPS ZHAN_MULTIPLE_MYELOMA_SUBGROUPS	0.434	1.494	-0.581	1.494	-0.581	-0.581	0.894	-0.199	-0.581	-0.581	-0.586
RASHI_RESPONSE_TO_IONIZING_RADIATION_6 RASHI_RESPONSE_TO_IONIZING_RADIATION_6	-0.539	0.970	0.477	-0.539	2.381	-0.539	0.477	-0.539	-0.539	-0.176	-0.544
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	-0.414	2.990	0.211	0.641	0.641	-0.414	-0.414	-0.414	-0.414	-0.414	-0.418
KEGG_CITRATE_CYCLE_TCA_CYCLE KEGG_CITRATE_CYCLE_TCA_CYCLE	0.211	4.090	-0.414	0.211	-0.414	-0.414	-0.414	-0.414	0.211	-0.414	0.209
LIU_BREAST_CANCER LIU_BREAST_CANCER	3.258	-0.373	-0.373	-0.373	0.713	-0.373	-0.373	-0.373	0.239	0.239	-0.376
COLLER_MYC_TARGETS_UP COLLER_MYC_TARGETS_UP	3.970	-0.290	0.312	-0.290	0.312	-0.290	-0.290	-0.290	-0.290	-0.290	-0.292
BIOCARTA_MAL_PATHWAY BIOCARTA_MAL_PATHWAY	-0.290	-0.290	-0.290	0.312	-0.290	0.312	-0.290	3.970	-0.290	-0.290	-0.292
