GO	[-18.86 -0.77]	[-0.77 -0.33]	[-0.33 -0.14]	[-0.14 -0.01]	[-0.01 0.00]	[0.00 0.00]	[0.00 0.14]	[0.14 0.36]	[0.36 0.59]	[0.59 1.10]	[1.10 19.61]
GSE36392_TYPE_2_MYELOID_VS_MAC_IL25_TREATED_LUNG_DN GSE36392_TYPE_2_MYELOID_VS_MAC_IL25_TREATED_LUNG_DN	-3.028	1.792	2.041	1.792	-8.022	-5.702	0.650	1.144	-0.388	-0.646	2.039
GSE28737_FOLLICULAR_VS_MARGINAL_ZONE_BCELL_UP GSE28737_FOLLICULAR_VS_MARGINAL_ZONE_BCELL_UP	-0.671	0.927	6.537	0.496	-5.777	-6.790	0.496	0.927	-1.547	-1.043	2.241
MEK_UP.V1_UP MEK_UP.V1_UP	3.823	-0.827	-0.301	0.396	-3.587	-6.750	-0.398	0.636	-0.516	-0.301	4.543
GSE20151_CTRL_VS_FUSOBACT_NUCLEATUM_NEUTROPHIL_UP GSE20151_CTRL_VS_FUSOBACT_NUCLEATUM_NEUTROPHIL_UP	-1.345	0.767	1.533	1.115	-4.589	-3.901	-0.547	-0.700	-0.421	2.576	2.288
GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_20H_UP GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_20H_UP	1.983	-0.309	0.766	0.766	-3.086	-5.777	0.293	0.496	-1.857	0.293	3.438
GSE13306_RA_VS_UNTREATED_TCONV_UP GSE13306_RA_VS_UNTREATED_TCONV_UP	0.406	0.650	1.559	1.792	-3.556	-3.556	0.406	-0.813	-2.567	0.962	2.039
GSE46025_WT_VS_FOXO1_KO_KLRG1_LOW_CD8_EFFECTOR_TCELL_UP GSE46025_WT_VS_FOXO1_KO_KLRG1_LOW_CD8_EFFECTOR_TCELL_UP	0.301	0.515	-0.301	2.357	-3.249	-4.519	-0.673	0.301	-0.301	-0.301	3.968
GO_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES GO_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	1.351	0.329	-0.381	-1.427	-1.132	-2.198	-0.681	-2.198	-0.381	4.281	2.782
XU_GH1_AUTOCRINE_TARGETS_DN XU_GH1_AUTOCRINE_TARGETS_DN	0.491	-0.352	-0.866	2.055	-3.507	-3.507	-0.866	1.493	0.821	-0.352	2.053
LINDVALL_IMMORTALIZED_BY_TERT_UP LINDVALL_IMMORTALIZED_BY_TERT_UP	1.153	0.446	-0.731	-0.314	-2.142	-1.064	0.446	-3.068	-0.314	0.878	3.551
GSE19825_NAIVE_VS_DAY3_EFF_CD8_TCELL_UP GSE19825_NAIVE_VS_DAY3_EFF_CD8_TCELL_UP	0.386	0.293	-0.527	-2.620	-1.547	-0.309	-2.213	-0.309	0.496	2.243	4.127
chr17q25 chr17q25	0.753	0.604	0.604	0.269	-1.758	-2.547	0.753	-3.038	0.269	0.363	3.235
CYCLIN_D1_UP.V1_UP CYCLIN_D1_UP.V1_UP	1.191	0.402	-0.688	0.402	-3.479	-1.360	0.301	-0.876	-0.688	1.639	2.749
GO_BRUSH_BORDER GO_BRUSH_BORDER	0.998	0.771	-1.276	-0.324	-2.262	-1.708	-0.324	0.279	-0.475	0.412	3.851
GSE40666_UNTREATED_VS_IFNA_STIM_CD8_TCELL_90MIN_UP GSE40666_UNTREATED_VS_IFNA_STIM_CD8_TCELL_90MIN_UP	0.908	0.588	-0.261	-3.319	0.346	-1.008	-0.261	-0.620	1.097	-1.554	2.947
GO_SEMAPHORIN_RECEPTOR_BINDING GO_SEMAPHORIN_RECEPTOR_BINDING	0.491	1.357	-0.911	-0.406	-0.911	-0.911	-0.406	0.217	0.217	-0.911	3.337
GO_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY GO_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY	0.419	0.278	-1.004	-1.004	-1.004	0.278	-0.710	-1.899	1.644	0.807	2.766
GSE2706_R848_VS_LPS_8H_STIM_DC_UP GSE2706_R848_VS_LPS_8H_STIM_DC_UP	1.282	-0.365	-1.279	0.446	-0.633	-1.279	-1.923	-0.812	0.722	0.889	2.906
