GO	[-2.64 -0.21]	[-0.21 -0.13]	[-0.13 -0.08]	[-0.08 -0.05]	[-0.05 -0.01]	[-0.01 0.01]	[0.01 0.05]	[0.05 0.09]	[0.09 0.13]	[0.13 0.22]	[0.22 1.47]
GSE7568_IL4_VS_IL4_AND_TGFB_TREATED_MACROPHAGE_24H_DN GSE7568_IL4_VS_IL4_AND_TGFB_TREATED_MACROPHAGE_24H_DN	0.346	2.727	0.543	-0.696	-0.696	0.791	-1.622	-1.073	2.727	-1.073	-1.631
GSE13547_2H_VS_12_H_ANTI_IGM_STIM_BCELL_UP GSE13547_2H_VS_12_H_ANTI_IGM_STIM_BCELL_UP	-0.815	-0.815	-1.304	-2.089	-1.304	-0.286	0.317	0.523	1.478	1.902	1.890
GSE20198_UNTREATED_VS_IFNA_TREATED_ACT_CD4_TCELL_DN GSE20198_UNTREATED_VS_IFNA_TREATED_ACT_CD4_TCELL_DN	-0.680	0.657	2.763	0.965	-1.878	-1.878	0.965	-0.680	0.225	0.225	-0.685
GSE369_PRE_VS_POST_IL6_INJECTION_SOCS3_KO_LIVER_UP GSE369_PRE_VS_POST_IL6_INJECTION_SOCS3_KO_LIVER_UP	-0.228	-1.166	1.284	-1.166	-0.228	-0.413	-0.706	-1.920	0.389	0.389	3.840
GSE27786_NEUTROPHIL_VS_MONO_MAC_UP GSE27786_NEUTROPHIL_VS_MONO_MAC_UP	0.453	-1.374	-1.374	-0.736	-0.386	0.757	-1.374	0.453	0.230	2.112	1.130
GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_MONOCYTE_DN GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_MONOCYTE_DN	-0.228	-1.920	-0.706	1.284	0.628	-0.413	-1.166	1.697	-0.413	1.697	-1.172
GSE360_DC_VS_MAC_B_MALAYI_HIGH_DOSE_UP GSE360_DC_VS_MAC_B_MALAYI_HIGH_DOSE_UP	0.301	-0.301	-0.516	-1.339	2.814	-0.516	0.500	1.429	-0.843	0.500	-2.141
GSE11961_MEMORY_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_UP GSE11961_MEMORY_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_UP	-1.064	-0.355	-0.627	2.939	-0.355	1.437	0.719	-1.794	-0.355	0.454	-1.070
GSE17721_CPG_VS_GARDIQUIMOD_4H_BMDC_DN GSE17721_CPG_VS_GARDIQUIMOD_4H_BMDC_DN	-1.234	-0.760	-0.453	0.351	-2.005	2.522	-0.453	1.191	0.351	1.191	-0.766
GSE15330_HSC_VS_PRO_BCELL_UP GSE15330_HSC_VS_PRO_BCELL_UP	1.237	-1.963	1.639	0.600	-1.200	0.370	-0.733	-0.733	0.370	1.237	-1.207
