GO	[-6.83 -0.56]	[-0.56 -0.44]	[-0.44 -0.20]	[-0.20 -0.09]	[-0.09 -0.00]	[-0.00 0.00]	[0.00 0.06]	[0.06 0.15]	[0.15 0.31]	[0.31 0.78]	[0.78 5.58]
WP_CELL_DIFFERENTIATION_INDEX_EXPANDED WP_CELL_DIFFERENTIATION_INDEX_EXPANDED	-1.295	-0.810	-0.810	-2.076	-0.492	16.280	1.885	-0.810	-2.076	-2.076	-0.818
WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK	-3.102	-3.102	0.683	3.321	2.223	-3.924	1.094	1.094	2.566	-1.168	-5.079
WP_ALZHEIMERS_DISEASE WP_ALZHEIMERS_DISEASE	-1.843	-0.402	-0.925	-1.482	-0.714	14.982	2.411	-0.925	-1.482	-0.542	-1.865
WP_MRNA_PROCESSING WP_MRNA_PROCESSING	-2.846	-3.530	0.647	3.099	4.753	-1.129	0.826	0.647	0.647	-1.129	-4.421
WP_CELL_CYCLE WP_CELL_CYCLE	-1.966	-2.489	0.854	1.867	1.069	-5.090	-0.354	5.022	0.502	0.365	-2.512
WP_ROLE_OF_OSX_AND_MIRNAS_IN_TOOTH_DEVELOPMENT WP_ROLE_OF_OSX_AND_MIRNAS_IN_TOOTH_DEVELOPMENT	0.381	-0.829	-0.829	-1.493	-0.453	11.690	0.381	-1.493	-0.453	-0.453	-1.502
WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	-2.742	-0.555	1.207	0.717	2.182	-3.746	0.363	0.523	2.569	-0.793	-2.056
WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	-1.147	-1.519	2.175	0.434	1.842	-1.987	-0.301	1.008	1.842	-0.438	-4.444
WP_EGFEGFR_SIGNALING_PATHWAY WP_EGFEGFR_SIGNALING_PATHWAY	-1.188	-1.815	2.506	1.924	-0.318	-5.572	0.386	1.419	0.386	0.386	-0.582
WP_STEROL_REGULATORY_ELEMENTBINDING_PROTEINS_SREBP_SIGNALLING WP_STEROL_REGULATORY_ELEMENTBINDING_PROTEINS_SREBP_SIGNALLING	-1.489	-1.040	-0.471	1.193	0.302	-0.711	1.874	2.268	-0.471	0.667	-3.054
WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS	0.454	0.254	-0.625	-1.784	-0.625	4.144	0.717	-1.784	-0.625	-0.625	1.033
WP_GENES_RELATED_TO_PRIMARY_CILIUM_DEVELOPMENT_BASED_ON_CRISPR WP_GENES_RELATED_TO_PRIMARY_CILIUM_DEVELOPMENT_BASED_ON_CRISPR	-0.678	-2.272	0.413	2.222	0.578	-2.272	0.775	1.003	0.279	1.003	-2.292
WP_TRANSLATION_FACTORS WP_TRANSLATION_FACTORS	-2.201	-0.893	0.272	0.272	2.629	-0.893	0.693	0.456	2.149	-1.399	-0.902
WP_MONOAMINE_GPCRS WP_MONOAMINE_GPCRS	0.453	2.098	-0.733	-1.368	-0.385	0.453	0.755	-1.368	-1.368	-0.733	2.084
WP_PROTEASOME_DEGRADATION WP_PROTEASOME_DEGRADATION	-1.787	-1.787	-0.527	1.939	1.554	-1.787	0.910	0.910	0.910	-0.527	-0.821
WP_DEVELOPMENT_OF_URETERIC_COLLECTION_SYSTEM WP_DEVELOPMENT_OF_URETERIC_COLLECTION_SYSTEM	1.229	1.229	-0.729	-1.951	-0.729	0.370	-1.951	-0.729	-0.241	0.599	2.058
WP_PEPTIDE_GPCRS WP_PEPTIDE_GPCRS	0.277	1.434	0.622	-2.185	-2.185	2.161	0.429	-1.552	-0.327	-0.506	0.842
WP_PHOTODYNAMIC_THERAPYINDUCED_UNFOLDED_PROTEIN_RESPONSE WP_PHOTODYNAMIC_THERAPYINDUCED_UNFOLDED_PROTEIN_RESPONSE	-1.202	-0.610	-0.610	-0.610	0.930	-1.202	1.368	0.930	1.882	0.303	-1.209
WP_GASTRIC_CANCER_NETWORK_1 WP_GASTRIC_CANCER_NETWORK_1	-1.202	-1.202	-0.610	1.368	0.930	0.303	-0.299	1.882	0.573	-0.610	-1.209
WP_AMINO_ACID_METABOLISM WP_AMINO_ACID_METABOLISM	-0.572	-1.129	-2.071	-0.257	1.175	-2.071	1.784	1.175	1.175	-0.257	-0.398
WP_NUCLEOTIDE_METABOLISM WP_NUCLEOTIDE_METABOLISM	-0.787	-0.787	-0.787	1.616	0.609	-0.787	1.616	-0.324	0.609	0.279	-0.792
WP_INTERACTOME_OF_POLYCOMB_REPRESSIVE_COMPLEX_2_PRC2 WP_INTERACTOME_OF_POLYCOMB_REPRESSIVE_COMPLEX_2_PRC2	-0.704	-0.704	-0.704	1.824	1.824	0.332	-0.272	0.332	-0.704	0.332	-0.708
