GO	[-6.10 -0.92]	[-0.92 -0.56]	[-0.56 -0.34]	[-0.34 -0.21]	[-0.21 -0.00]	[-0.00 0.03]	[0.03 0.27]	[0.27 0.57]	[0.57 1.19]	[1.19 2.11]	[2.11 9.04]
HP_INCREASED_SERUM_LACTATE HP_INCREASED_SERUM_LACTATE	4.449	9.129	5.265	0.293	0.391	-5.467	-1.347	-1.093	-3.344	-3.344	-5.538
HP_Y_LINKED_INHERITANCE HP_Y_LINKED_INHERITANCE	-0.272	-0.704	-0.704	-0.704	-0.704	11.953	-0.272	-0.704	-0.272	-0.704	-0.712
HP_ABNORMAL_GLYCOSYLATION HP_ABNORMAL_GLYCOSYLATION	-0.300	-0.550	4.537	-0.300	0.823	-0.300	-0.960	2.084	-1.662	-1.662	-1.679
HP_WIDE_MOUTH HP_WIDE_MOUTH	-0.830	0.767	0.606	0.606	0.606	-2.490	0.949	3.917	-0.640	-0.640	-4.461
HP_MULTIPLE_CAFE_AU_LAIT_SPOTS HP_MULTIPLE_CAFE_AU_LAIT_SPOTS	-1.648	0.521	1.379	-0.452	1.046	-0.273	2.636	1.046	-1.648	-1.648	-2.524
HP_DELAYED_MYELINATION HP_DELAYED_MYELINATION	0.642	1.845	2.110	1.845	0.508	-2.825	0.508	-0.309	-1.347	-2.374	-2.027
HP_ABNORMAL_MACROPHAGE_MORPHOLOGY HP_ABNORMAL_MACROPHAGE_MORPHOLOGY	-0.734	-0.734	-1.370	-1.370	-0.734	-1.370	0.231	1.135	1.135	3.330	0.744
HP_ORGANIC_ACIDURIA HP_ORGANIC_ACIDURIA	0.717	2.396	1.608	0.717	0.329	-2.046	0.717	-0.669	-1.431	-1.431	-1.454
HP_DYSOSTOSIS_MULTIPLEX HP_DYSOSTOSIS_MULTIPLEX	-0.829	-0.829	-0.829	-0.829	0.994	-0.829	0.994	-0.351	3.689	0.256	-0.356
HP_GOWERS_SIGN HP_GOWERS_SIGN	-1.436	-1.436	-0.348	0.950	-0.348	-0.923	0.950	-2.247	1.284	0.667	1.640
HP_MALIGNANT_GENITOURINARY_TRACT_TUMOR HP_MALIGNANT_GENITOURINARY_TRACT_TUMOR	-1.078	1.585	3.529	-0.520	-0.240	-1.078	0.372	0.372	-0.520	-1.078	-0.528
HP_TOXEMIA_OF_PREGNANCY HP_TOXEMIA_OF_PREGNANCY	-1.037	-1.037	-1.037	0.728	-0.491	0.728	-1.037	0.398	2.932	-0.491	0.718
HP_ANTERIOR_PITUITARY_DYSGENESIS HP_ANTERIOR_PITUITARY_DYSGENESIS	0.574	-1.203	-1.203	0.574	-1.203	2.475	-1.203	0.931	-0.299	0.303	0.297
HP_MEDULLOBLASTOMA HP_MEDULLOBLASTOMA	-0.663	0.363	-0.247	-0.663	0.763	-0.247	4.538	-0.663	-0.663	-0.247	-0.670
HP_YELLOW_WHITE_LESIONS_OF_THE_RETINA HP_YELLOW_WHITE_LESIONS_OF_THE_RETINA	1.004	-1.829	-1.093	-0.651	-0.651	0.687	-1.093	0.240	2.832	-0.373	0.986
HP_ANTERIOR_CHAMBER_SYNECHIAE HP_ANTERIOR_CHAMBER_SYNECHIAE	-0.621	-0.621	-0.621	-0.621	-0.621	1.389	-0.621	-0.223	0.397	0.397	2.854
HP_BIFID_SCROTUM HP_BIFID_SCROTUM	-0.797	0.682	-1.453	-0.797	-0.797	1.035	0.404	-0.430	-0.430	-0.430	3.733
HP_CNS_DEMYELINATION HP_CNS_DEMYELINATION	1.135	1.135	0.503	0.787	-0.993	-0.318	-1.703	0.787	-1.703	0.503	-1.007
HP_VENTRICULAR_FIBRILLATION HP_VENTRICULAR_FIBRILLATION	-0.411	-1.161	-0.411	-1.161	0.390	-0.227	-0.411	-1.912	2.152	0.925	1.665
HP_ENCHONDROMA HP_ENCHONDROMA	0.763	-0.247	3.571	-0.247	0.363	-0.663	-0.663	-0.663	-0.663	-0.663	0.358
HP_ABNORMAL_BLOOD_GAS_LEVEL HP_ABNORMAL_BLOOD_GAS_LEVEL	-0.995	-0.462	-0.462	-0.462	-0.462	2.369	-0.462	-0.462	-0.995	1.218	1.732
HP_HYPOPLASIA_OF_THE_PONS HP_HYPOPLASIA_OF_THE_PONS	0.640	0.417	1.241	1.241	-1.471	-1.471	0.417	0.246	-2.289	-0.365	0.627
HP_HEAT_INTOLERANCE HP_HEAT_INTOLERANCE	-0.247	-0.663	0.363	2.706	-0.663	-0.663	-0.247	0.363	1.295	-0.663	-0.670
HP_HEMATOCHEZIA HP_HEMATOCHEZIA	-0.199	-0.580	-0.580	-0.199	-0.199	-0.580	4.024	-0.580	0.435	-0.580	0.429
HP_PROGRESSIVE_EXTRAPYRAMIDAL_MOVEMENT_DISORDER HP_PROGRESSIVE_EXTRAPYRAMIDAL_MOVEMENT_DISORDER	-0.373	3.253	-0.373	-0.373	-0.373	0.713	-0.373	-0.373	0.713	-0.373	-0.376
HP_PERSISTENT_BLEEDING_AFTER_TRAUMA HP_PERSISTENT_BLEEDING_AFTER_TRAUMA	0.187	-0.455	-0.455	-0.455	-0.455	0.579	0.187	-0.455	-0.455	0.187	3.750
HP_METAPHYSEAL_STRIATIONS HP_METAPHYSEAL_STRIATIONS	3.253	-0.373	0.240	-0.373	-0.373	-0.373	0.240	-0.373	0.713	-0.373	-0.376
