GO	[-1.00 -0.57]	[-0.57 -0.17]	[-0.17 0.14]	[0.14 0.34]	[0.34 0.50]	[0.50 0.65]	[0.65 0.79]	[0.79 0.91]	[0.91 0.98]	[0.98 1.00]	[1.00 1.00]
MIR3064_3P MIR3064_3P	-0.399	-1.439	-2.476	0.476	-0.570	-0.570	0.476	0.334	-0.270	-0.270	5.466
ATF_B ATF_B	4.660	-0.857	1.698	-0.608	-0.857	-0.608	0.866	-0.608	-1.180	-0.279	-1.169
MIR3118 MIR3118	-0.766	-0.408	0.215	2.013	-0.766	-1.411	1.513	0.427	1.513	-1.411	-0.760
MIR134_5P MIR134_5P	-0.734	-0.385	0.230	2.095	-0.734	-1.369	1.579	0.230	1.579	-1.369	-0.729
MIR5087 MIR5087	0.379	-1.539	-0.399	-0.399	-0.646	-2.368	-0.399	0.379	2.346	0.379	1.919
MIR3152_3P MIR3152_3P	-0.301	-0.959	-1.660	1.596	1.596	-1.660	0.527	0.301	-0.959	0.527	0.532
MIR222_5P MIR222_5P	-0.370	0.861	-0.723	-2.786	-0.524	0.355	0.665	-1.684	-0.370	0.861	3.016
MIR514A_3P_MIR514B_3P MIR514A_3P_MIR514B_3P	1.459	-1.037	0.362	-1.575	0.564	-0.248	-1.037	-0.669	1.849	-1.575	1.472
MIR3166 MIR3166	1.644	-1.154	-0.490	-0.301	-1.154	0.478	0.301	-1.716	2.482	0.972	-1.145
MIR4795_5P MIR4795_5P	-0.219	-0.219	-0.798	0.680	1.031	-1.452	-0.431	-0.798	-0.431	3.749	-0.792
CDX1_TARGET_GENES CDX1_TARGET_GENES	-0.829	-0.351	-0.351	-0.351	2.150	-0.351	-0.829	-0.829	0.256	-0.351	2.882
MIR181A_2_3P MIR181A_2_3P	-1.860	-0.862	-0.862	-0.567	3.679	-0.862	0.604	0.249	-0.360	0.405	1.145
MIR20B_3P MIR20B_3P	-0.798	-0.798	-1.452	1.031	-0.219	-0.219	-0.219	1.451	-0.219	1.936	-1.445
MIR6727_3P MIR6727_3P	-1.459	-0.455	-1.015	-0.455	1.917	-1.459	0.481	-0.690	0.689	2.753	-0.284
CAGCCTC_MIR4855P CAGCCTC_MIR4855P	-0.578	-1.202	-0.383	-0.844	-0.578	-2.333	0.749	0.366	0.996	0.749	2.786
MIR3925_3P MIR3925_3P	-1.520	-1.520	-0.619	0.300	-0.619	0.300	-0.619	-0.619	1.004	1.253	3.345
