GO	[-23.88 -0.93]	[-0.93 -0.53]	[-0.53 -0.28]	[-0.28 -0.18]	[-0.18 0.00]	[0.00 0.00]	[0.00 0.25]	[0.25 0.59]	[0.59 1.22]	[1.22 2.19]	[2.19 10.00]
GSE22886_UNSTIM_VS_IL15_STIM_NKCELL_DN GSE22886_UNSTIM_VS_IL15_STIM_NKCELL_DN	3.245	29.810	5.013	-0.457	-1.973	-6.992	-3.233	-1.652	-5.120	-3.776	-7.009
GSE31082_DN_VS_DP_THYMOCYTE_UP GSE31082_DN_VS_DP_THYMOCYTE_UP	4.264	15.897	9.547	-2.339	-1.652	-8.318	0.560	-3.233	-2.339	-5.967	-5.984
GSE411_100MIN_VS_400MIN_IL6_STIM_MACROPHAGE_DN GSE411_100MIN_VS_400MIN_IL6_STIM_MACROPHAGE_DN	12.361	11.791	8.127	-3.204	-1.352	-5.930	-1.352	-2.730	-2.730	-5.930	-5.100
GSE21927_GMCSF_IL6_VS_GMCSF_GCSF_TREATED_BONE_MARROW_DN GSE21927_GMCSF_IL6_VS_GMCSF_GCSF_TREATED_BONE_MARROW_DN	3.245	15.265	5.013	-0.350	-0.264	-8.318	0.693	-5.967	-3.233	-5.120	-5.136
GSE22886_NEUTROPHIL_VS_DC_DN GSE22886_NEUTROPHIL_VS_DC_DN	2.359	12.267	10.600	-1.652	-0.264	-8.318	-1.128	-0.738	-2.757	-5.120	-5.136
GSE7568_IL4_VS_IL4_AND_TGFB_TREATED_MACROPHAGE_24H_DN GSE7568_IL4_VS_IL4_AND_TGFB_TREATED_MACROPHAGE_24H_DN	6.105	12.256	5.262	-1.701	0.458	-5.518	-2.435	-1.701	-1.405	-4.696	-5.533
GSE16451_IMMATURE_VS_MATURE_NEURON_CELL_LINE_WEST_EQUINE_ENC_VIRUS_DN GSE16451_IMMATURE_VS_MATURE_NEURON_CELL_LINE_WEST_EQUINE_ENC_VIRUS_DN	8.199	13.040	3.654	-2.289	-0.333	-6.912	-1.094	-2.703	-2.703	-2.703	-3.187
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_8H_UP GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_8H_UP	3.612	9.115	5.875	-2.730	-0.342	-8.276	0.264	-0.446	-1.631	-2.730	-5.100
GSE15271_CXCR4_POS_VS_NEG_GC_BCELL_UP GSE15271_CXCR4_POS_VS_NEG_GC_BCELL_UP	7.027	9.046	3.328	-1.712	0.786	-5.963	-1.712	-0.717	-2.493	-4.997	-2.990
GSE22589_HEALTHY_VS_HIV_AND_SIV_INFECTED_DC_UP GSE22589_HEALTHY_VS_HIV_AND_SIV_INFECTED_DC_UP	2.391	5.875	7.651	-0.724	-0.573	-6.952	1.637	-0.902	-3.204	-3.204	-5.100
GSE27786_LIN_NEG_VS_MONO_MAC_UP GSE27786_LIN_NEG_VS_MONO_MAC_UP	4.311	11.233	3.284	-1.950	0.572	-3.745	0.264	-1.631	-2.730	-2.730	-5.946
GSE17322_CD103_POS_VS_CD11B_HIGH_LUNG_DC_DN GSE17322_CD103_POS_VS_CD11B_HIGH_LUNG_DC_DN	3.954	7.651	7.651	-1.352	-1.352	-5.930	-1.631	0.350	-1.111	-3.745	-3.216
GSE7400_CTRL_VS_CSF3_IN_VIVO_TREATED_PBMC_UP GSE7400_CTRL_VS_CSF3_IN_VIVO_TREATED_PBMC_UP	10.686	7.188	1.418	-2.730	-1.111	-5.085	0.453	-0.573	-1.950	-3.745	-1.959
GSE3982_NEUTROPHIL_VS_TH2_DN GSE3982_NEUTROPHIL_VS_TH2_DN	2.744	10.318	3.364	-1.077	0.278	-6.872	-0.550	-0.427	-2.264	-5.014	-1.322
GSE3920_UNTREATED_VS_IFNG_TREATED_ENDOTHELIAL_CELL_DN GSE3920_UNTREATED_VS_IFNG_TREATED_ENDOTHELIAL_CELL_DN	2.326	3.578	0.951	-2.330	0.293	-7.649	5.490	0.784	-2.772	-3.281	-1.622
GSE17721_POLYIC_VS_CPG_8H_BMDC_DN GSE17721_POLYIC_VS_CPG_8H_BMDC_DN	2.673	2.673	6.738	-1.631	-0.724	-5.930	0.572	0.708	-2.314	-2.730	-1.360
GSE21678_WT_VS_FOXO1_FOXO3_KO_TREG_DN GSE21678_WT_VS_FOXO1_FOXO3_KO_TREG_DN	8.876	3.703	1.037	-1.425	-0.263	-4.034	0.343	-1.166	-1.425	-3.434	-0.761
GSE35543_IN_VIVO_NTREG_VS_CONVERTED_EX_ITREG_UP GSE35543_IN_VIVO_NTREG_VS_CONVERTED_EX_ITREG_UP	6.803	3.964	0.426	0.326	-0.977	-1.203	-0.483	-4.100	-0.620	-1.203	-0.983
GSE23114_WT_VS_SLE2C1_MOUSE_PERITONEAL_CAVITY_B1A_BCELL_DN GSE23114_WT_VS_SLE2C1_MOUSE_PERITONEAL_CAVITY_B1A_BCELL_DN	2.044	-0.505	-4.166	0.406	-1.010	0.963	-3.558	-0.505	0.309	1.345	2.297
GSE16385_ROSIGLITAZONE_IL4_VS_IL4_ALONE_STIM_MACROPHAGE_12H_DN GSE16385_ROSIGLITAZONE_IL4_VS_IL4_ALONE_STIM_MACROPHAGE_12H_DN	2.391	-0.446	-0.342	-4.366	0.453	-4.366	-0.446	0.708	1.215	0.860	0.702
GSE29614_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_UP GSE29614_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_UP	2.475	-1.148	-2.043	1.056	-0.451	1.056	-3.404	-0.928	-0.583	0.352	2.756
