GO	[-4.40 -0.46]	[-0.46 -0.22]	[-0.22 -0.12]	[-0.12 -0.04]	[-0.04 0.00]	[0.00 0.00]	[0.00 0.09]	[0.09 0.22]	[0.22 0.44]	[0.44 0.92]	[0.92 6.79]
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	-0.436	-2.165	-3.378	-3.378	0.714	39.768	-3.378	-3.378	-2.709	-1.045	-0.312
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS	0.328	-2.949	-2.949	-2.037	-2.037	39.955	-2.949	-2.949	-2.037	-0.668	-0.670
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	-3.876	0.531	9.003	16.818	-0.469	-4.995	-0.469	-1.144	-3.876	-3.060	-5.000
REACTOME_MRNA_SPLICING REACTOME_MRNA_SPLICING	-4.022	1.946	10.663	4.903	1.060	-4.721	1.060	0.582	-4.721	-6.547	-7.860
REACTOME_ANTIMICROBIAL_PEPTIDES REACTOME_ANTIMICROBIAL_PEPTIDES	0.290	-2.235	-2.962	-3.992	0.795	23.481	-2.235	-1.683	-2.962	-1.683	1.903
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS	-3.307	1.687	1.687	6.628	2.298	-5.288	2.999	-1.005	-2.106	-4.147	-5.294
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	1.940	-3.703	-4.323	-2.691	4.825	1.940	-1.914	-3.703	-1.321	2.473	3.383
REACTOME_S_PHASE REACTOME_S_PHASE	-2.178	2.528	6.494	2.847	0.825	-4.575	1.213	-0.925	-1.451	-3.813	-3.182
REACTOME_MITOCHONDRIAL_TRANSLATION REACTOME_MITOCHONDRIAL_TRANSLATION	-2.235	3.047	6.604	1.290	0.595	-3.992	0.795	-0.920	-0.920	-2.235	-3.996
REACTOME_TRNA_PROCESSING REACTOME_TRNA_PROCESSING	-1.653	3.038	6.362	2.295	-0.952	-3.531	0.251	0.512	-0.952	-2.137	-3.536
REACTOME_HDACS_DEACETYLATE_HISTONES REACTOME_HDACS_DEACETYLATE_HISTONES	6.307	6.905	-0.607	0.324	-0.418	-2.135	-1.178	-0.855	-2.135	-2.135	-0.857
REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL	-2.490	0.520	4.208	4.208	0.520	-1.643	-0.715	0.757	-1.094	-2.490	-2.493
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	3.398	-0.893	-1.576	-1.576	-0.500	-0.893	-0.266	-0.893	-1.576	-0.266	7.197
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	2.424	-0.982	-1.871	-1.871	-0.313	-1.366	-2.551	-0.982	0.435	2.424	4.770
REACTOME_PROTEIN_LOCALIZATION REACTOME_PROTEIN_LOCALIZATION	-1.834	1.882	1.882	1.168	1.624	-4.649	0.969	1.168	-1.834	-1.494	-1.838
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	-2.844	-2.005	-0.326	-0.901	-0.901	-2.844	2.275	3.868	2.275	-0.561	1.096
REACTOME_MUSCLE_CONTRACTION REACTOME_MUSCLE_CONTRACTION	2.836	-1.048	-2.636	-2.227	-0.529	-1.868	-0.846	-0.529	1.520	1.110	4.163
REACTOME_RAC1_GTPASE_CYCLE REACTOME_RAC1_GTPASE_CYCLE	-0.525	0.301	-0.675	1.369	-1.600	-7.641	1.369	0.802	0.650	0.973	0.513
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	0.269	-0.599	-1.742	-1.742	1.480	2.994	-1.024	-1.742	-0.599	0.749	1.478
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	-1.502	0.233	0.397	0.233	0.613	-2.324	0.613	1.554	2.903	-0.978	-2.326
