GO	[-5.07 -0.98]	[-0.98 -0.44]	[-0.44 -0.08]	[-0.08 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.07]	[0.07 0.40]	[0.40 0.93]	[0.93 4.44]
GSE13485_DAY1_VS_DAY21_YF17D_VACCINE_PBMC_DN GSE13485_DAY1_VS_DAY21_YF17D_VACCINE_PBMC_DN	-1.233	0.574	-2.003	2.030	1.585	0.574	-1.233	1.585	-0.759	-0.452	-1.254
GSE3039_NKT_CELL_VS_ALPHABETA_CD8_TCELL_UP GSE3039_NKT_CELL_VS_ALPHABETA_CD8_TCELL_UP	-1.302	-0.285	-0.285	1.904	3.463	0.788	-0.494	-0.285	-0.494	-1.302	-2.114
GSE27241_CTRL_VS_DIGOXIN_TREATED_RORGT_KO_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_UP GSE27241_CTRL_VS_DIGOXIN_TREATED_RORGT_KO_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_UP	1.285	-0.705	1.699	0.390	1.285	-1.919	-0.227	-0.705	-1.919	-1.164	0.907
GSE17721_CTRL_VS_CPG_12H_BMDC_DN GSE17721_CTRL_VS_CPG_12H_BMDC_DN	-0.601	3.034	-1.751	0.478	0.269	0.269	1.093	-1.751	0.754	-1.029	-0.614
GSE27786_CD8_TCELL_VS_NKTCELL_UP GSE27786_CD8_TCELL_VS_NKTCELL_UP	0.574	-2.003	-0.255	-0.255	-0.452	-1.233	-0.255	0.855	-2.003	1.585	1.994
GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_48H_DN GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_48H_DN	0.697	-0.898	0.697	-2.214	-0.898	3.196	-0.332	0.990	0.457	-0.898	-0.917
GSE37301_GRANULOCYTE_MONOCYTE_PROGENITOR_VS_RAG2_KO_NK_CELL_UP GSE37301_GRANULOCYTE_MONOCYTE_PROGENITOR_VS_RAG2_KO_NK_CELL_UP	-1.919	-1.164	0.629	0.629	2.682	-1.164	-0.412	1.285	-0.227	0.390	-1.184
GSE3920_UNTREATED_VS_IFNA_TREATED_ENDOTHELIAL_CELL_DN GSE3920_UNTREATED_VS_IFNA_TREATED_ENDOTHELIAL_CELL_DN	0.756	1.067	1.067	0.302	0.501	-2.129	0.501	-1.337	-2.129	-0.515	0.737
GSE27859_DC_VS_CD11C_INT_F480_HI_MACROPHAGE_UP GSE27859_DC_VS_CD11C_INT_F480_HI_MACROPHAGE_UP	2.219	-0.375	1.440	0.390	0.390	-0.892	-0.589	-0.589	1.440	-1.910	-1.941
GSE12839_CTRL_VS_IL12_TREATED_PBMC_DN GSE12839_CTRL_VS_IL12_TREATED_PBMC_DN	-0.298	-0.747	-0.747	-0.298	1.133	-0.747	3.207	0.657	0.304	-0.747	-0.756
GSE14308_TH17_VS_INDUCED_TREG_UP GSE14308_TH17_VS_INDUCED_TREG_UP	1.052	-0.453	-0.453	-2.510	-0.273	-1.102	0.522	1.052	-1.102	2.659	-0.283
GSE13484_12H_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_UP GSE13484_12H_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_UP	-2.467	-1.072	-0.435	-0.695	0.544	1.088	-0.695	0.544	3.245	-0.435	0.335
GSE37416_CTRL_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_UP GSE37416_CTRL_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_UP	-1.692	-0.743	-1.131	0.501	-0.472	0.316	1.344	1.016	3.089	-1.131	-0.761
GSE3982_NEUTROPHIL_VS_TH2_UP GSE3982_NEUTROPHIL_VS_TH2_UP	0.522	-0.453	-0.719	0.331	-0.719	-2.510	-0.273	-0.719	1.052	3.711	-0.283
GSE15330_WT_VS_IKAROS_KO_LYMPHOID_MULTIPOTENT_PROGENITOR_UP GSE15330_WT_VS_IKAROS_KO_LYMPHOID_MULTIPOTENT_PROGENITOR_UP	0.287	-0.316	-2.172	-0.870	-0.536	0.479	1.028	3.282	-1.372	0.479	-0.326
GSE42021_CD24HI_VS_CD24INT_TREG_THYMUS_UP GSE42021_CD24HI_VS_CD24INT_TREG_THYMUS_UP	-1.541	-0.864	-0.864	1.808	0.617	1.345	-0.249	0.947	0.360	-0.477	-1.561
GSE21927_BALBC_VS_C57BL6_MONOCYTE_TUMOR_UP GSE21927_BALBC_VS_C57BL6_MONOCYTE_TUMOR_UP	0.302	-0.551	-1.667	0.530	2.636	0.530	-0.300	-0.962	-0.962	1.612	-0.979
GSE45365_CD8A_DC_VS_CD11B_DC_DN GSE45365_CD8A_DC_VS_CD11B_DC_DN	1.385	-0.653	0.239	-1.096	4.081	-1.096	0.432	-0.373	-1.096	0.239	-0.667
GSE3982_DC_VS_NEUTROPHIL_LPS_STIM_UP GSE3982_DC_VS_NEUTROPHIL_LPS_STIM_UP	0.928	-0.227	1.285	1.699	0.390	-1.164	-0.705	0.928	-0.705	-1.919	-1.184
GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_DN GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_DN	-0.788	0.279	-0.788	0.279	3.042	-0.788	-0.788	1.062	0.279	-0.788	0.273
