GO	[-3.28 -0.32]	[-0.32 -0.20]	[-0.20 -0.13]	[-0.13 -0.07]	[-0.07 -0.03]	[-0.03 0.02]	[0.02 0.06]	[0.06 0.12]	[0.12 0.19]	[0.19 0.32]	[0.32 2.54]
GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP	3.502	0.265	0.265	0.414	0.414	0.265	0.414	-3.189	-1.599	-1.599	0.810
GSE23568_CTRL_VS_ID3_TRANSDUCED_CD8_TCELL_DN GSE23568_CTRL_VS_ID3_TRANSDUCED_CD8_TCELL_DN	3.344	0.410	-1.130	0.410	-1.130	1.759	-0.392	-1.877	-0.392	-1.130	0.399
GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP	3.800	0.544	0.544	-0.435	0.347	-0.260	-0.695	-1.620	-1.620	-1.620	1.062
GSE21063_WT_VS_NFATC1_KO_8H_ANTI_IGM_STIM_BCELL_UP GSE21063_WT_VS_NFATC1_KO_8H_ANTI_IGM_STIM_BCELL_UP	3.080	-0.390	0.373	-0.609	0.373	0.373	0.373	-2.849	-0.390	-1.947	1.049
GSE14415_NATURAL_TREG_VS_TCONV_DN GSE14415_NATURAL_TREG_VS_TCONV_DN	3.887	0.329	0.720	-0.439	-1.439	0.503	-0.439	-0.995	-0.672	-2.057	0.953
VAN_DEN_BIGGELAAR_PBMC_PREVNAR_9MO_INFANT_STIMULATED_VS_UNSTIMULATED_8MO_UP VAN_DEN_BIGGELAAR_PBMC_PREVNAR_9MO_INFANT_STIMULATED_VS_UNSTIMULATED_8MO_UP	4.554	0.363	-0.247	-0.663	-0.663	-0.663	-0.247	-0.663	-0.247	-0.663	0.753
GSE45365_WT_VS_IFNAR_KO_CD11B_DC_MCMV_INFECTION_DN GSE45365_WT_VS_IFNAR_KO_CD11B_DC_MCMV_INFECTION_DN	2.820	0.372	-0.240	-0.521	0.687	-1.080	-0.521	-1.080	-0.521	-1.080	1.567
GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_UP GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_UP	2.250	0.448	1.172	0.448	-0.737	0.448	-0.490	-1.534	-0.314	-3.104	0.432
GSE27241_CTRL_VS_DIGOXIN_TREATED_RORGT_KO_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_UP GSE27241_CTRL_VS_DIGOXIN_TREATED_RORGT_KO_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_UP	2.165	0.629	-1.164	-0.227	0.928	-1.164	0.390	-1.919	-1.164	0.928	-0.235
GSE5679_CTRL_VS_RARA_AGONIST_AM580_TREATED_DC_UP GSE5679_CTRL_VS_RARA_AGONIST_AM580_TREATED_DC_UP	2.518	0.417	1.247	0.245	0.245	0.417	-0.955	-2.298	-0.603	-1.478	0.404
GSE3982_DC_VS_MAC_DN GSE3982_DC_VS_MAC_DN	2.804	-0.704	0.247	-1.331	0.798	-0.704	-0.363	-1.331	-0.363	0.247	1.172
GOLDRATH_NAIVE_VS_EFF_CD8_TCELL_DN GOLDRATH_NAIVE_VS_EFF_CD8_TCELL_DN	2.525	-0.759	-0.452	0.855	-0.759	0.855	0.352	-1.233	0.574	-2.003	-0.264
