GO	[-10.12 -0.93]	[-0.93 -0.56]	[-0.56 -0.30]	[-0.30 -0.08]	[-0.08 0.00]	[0.00 0.00]	[0.00 0.12]	[0.12 0.38]	[0.38 0.73]	[0.73 1.74]	[1.74 23.61]
GOCC_IMMUNOGLOBULIN_COMPLEX GOCC_IMMUNOGLOBULIN_COMPLEX	-3.596	-4.341	-6.487	-5.263	-5.263	14.514	59.391	-6.487	-6.487	-5.263	-3.581
GOCC_T_CELL_RECEPTOR_COMPLEX GOCC_T_CELL_RECEPTOR_COMPLEX	-2.607	-3.906	-4.795	-3.906	-3.906	24.025	12.629	-3.906	-2.118	-2.607	1.208
GOBP_MITOCHONDRIAL_TRANSLATION GOBP_MITOCHONDRIAL_TRANSLATION	4.630	14.592	3.785	-0.363	-3.547	-5.568	-0.885	-0.499	-2.307	-5.568	-5.552
GOBP_REGULATION_OF_TRANSLATION_NCRNA_MEDIATED GOBP_REGULATION_OF_TRANSLATION_NCRNA_MEDIATED	-1.078	-3.694	-1.078	-1.477	-2.696	25.187	4.433	-2.696	-0.771	-1.477	-3.683
GOCC_KERATIN_FILAMENT GOCC_KERATIN_FILAMENT	-2.198	-2.198	-1.651	-3.944	-0.642	19.707	7.900	-2.920	-2.198	-2.920	-0.443
GOMF_ODORANT_BINDING GOMF_ODORANT_BINDING	-2.288	-1.788	-2.914	-1.383	-1.056	25.332	4.437	-3.715	-2.914	-1.383	-0.413
GOBP_VIRAL_GENE_EXPRESSION GOBP_VIRAL_GENE_EXPRESSION	-0.563	6.363	3.999	4.732	-2.293	-8.242	0.583	-0.437	-1.096	-1.612	-5.035
GOBP_TRNA_PROCESSING GOBP_TRNA_PROCESSING	2.495	8.537	3.211	0.533	-3.405	-5.402	-0.610	0.533	-1.064	-2.734	-5.385
GOCC_CHROMOSOME_CENTROMERIC_REGION GOCC_CHROMOSOME_CENTROMERIC_REGION	-3.687	-0.699	0.892	2.183	-1.591	-8.201	-1.079	3.364	8.275	0.736	-4.285
GOCC_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX GOCC_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	3.006	8.557	1.029	1.488	-2.063	-5.902	-1.657	-0.609	-1.318	0.380	-5.884
GOMF_HORMONE_ACTIVITY GOMF_HORMONE_ACTIVITY	-1.187	-0.496	-3.123	-2.478	16.368	1.563	-0.905	-1.957	-0.496	-0.677	0.257
GOMF_CATALYTIC_ACTIVITY_ACTING_ON_DNA GOMF_CATALYTIC_ACTIVITY_ACTING_ON_DNA	-0.447	-0.343	0.571	4.311	-0.574	-8.284	0.263	1.417	3.284	-0.447	-6.936
GOCC_SPLICEOSOMAL_COMPLEX GOCC_SPLICEOSOMAL_COMPLEX	-1.771	-0.371	1.848	2.374	-0.785	-5.636	0.543	4.328	2.103	-1.205	-6.619
GOMF_PEPTIDE_RECEPTOR_ACTIVITY GOMF_PEPTIDE_RECEPTOR_ACTIVITY	0.388	-1.235	-1.544	-3.461	8.226	1.226	-2.342	-2.853	-0.436	0.513	2.287
GOCC_PRERIBOSOME GOCC_PRERIBOSOME	1.997	4.271	1.638	1.638	-0.820	-3.236	-0.559	0.243	-1.171	-3.236	-3.227
GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE	-1.657	-0.801	-2.547	-0.801	5.943	5.470	-0.801	-3.834	0.274	-1.035	1.257
