GO	[-22.21 -0.73]	[-0.73 -0.20]	[-0.20 -0.01]	[-0.01 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.03]	[0.03 0.28]	[0.28 0.73]	[0.73 24.45]
GO:0003735 structural constituent of ribosome	-6.840	0.268	8.678	-1.846	-6.840	-6.840	-6.840	-0.451	39.530	-2.243	-4.651
GO:0005681 spliceosomal complex	-6.135	2.109	37.891	-4.037	-6.135	-6.135	-6.135	-0.283	2.734	-1.447	-3.314
GO:0006260 DNA replication	-3.217	7.722	26.031	-4.617	-6.799	-5.557	-5.557	-0.580	3.767	-1.197	-6.796
GO:0000775 chromosome, centromeric region	-4.001	4.265	31.275	-3.283	-4.001	-6.093	-6.093	-0.884	4.265	-3.283	-3.999
GO:0008168 methyltransferase activity	-3.956	8.969	12.849	-4.647	-6.458	-4.647	-4.647	-2.849	8.969	0.270	-2.011
GO:0042393 histone binding	-2.124	1.379	30.012	-4.164	-4.164	-4.164	-3.325	-2.124	4.999	-2.124	-2.660
GO:0006897 endocytosis	-2.624	-0.478	13.071	-2.624	-5.168	-7.422	-7.422	-0.788	14.952	0.564	-0.362
GO:0042254 ribosome biogenesis	-4.143	6.742	16.816	-3.101	-4.143	-4.143	-4.143	-0.360	3.649	-2.360	-4.142
GO:0006417 regulation of translation	-1.206	-0.395	22.605	-2.388	-5.678	-5.678	-3.643	-0.937	8.975	-0.937	-2.387
GO:0042787 protein ubiquitination involved in ubiquitin-dependent protein catabolic process	-2.388	2.208	22.605	-2.953	-5.678	-4.510	-4.510	-0.538	4.008	-0.717	-2.387
GO:0006457 protein folding	-2.350	0.560	21.204	-4.025	-4.800	-4.025	-4.800	-0.276	6.391	0.560	-3.373
GO:0005814 centriole	-4.848	3.912	17.899	-2.313	-3.744	-2.940	-4.848	-0.596	4.354	-1.811	-1.810
GO:0005085 guanyl-nucleotide exchange factor activity	-0.818	2.137	7.924	-3.181	-7.505	-6.222	-5.242	-5.242	6.508	1.631	1.878
GO:0008022 protein C-terminus binding	-1.653	2.250	12.358	-1.653	-7.712	-5.427	-6.419	-1.110	7.560	0.606	-0.711
GO:0006888 ER to Golgi vesicle-mediated transport	-2.163	0.395	12.423	-1.773	-6.716	-5.479	-4.544	-0.720	9.482	1.667	-1.772
GO:0051726 regulation of cell cycle	-1.061	0.396	15.798	-3.395	-4.240	-4.240	-5.388	-1.365	5.330	1.860	-1.733
GO:0005741 mitochondrial outer membrane	-1.485	0.786	11.602	-3.217	-4.617	-3.217	-6.799	-1.197	9.858	0.629	-0.749
GO:0006486 protein glycosylation	-1.078	2.474	6.258	-4.093	-4.093	-5.830	-4.873	-0.858	12.693	-0.394	-0.394
GO:0006470 protein dephosphorylation	-1.941	1.790	11.969	-4.543	-5.353	-1.941	-3.858	-1.322	7.704	0.781	-1.321
GO:0031902 late endosome membrane	-1.944	-0.424	4.712	-3.289	-4.351	-3.289	-4.351	-1.118	12.794	1.862	-0.290
GO:0006368 transcription elongation from RNA polymerase II promoter	-3.936	0.816	10.569	-2.193	-2.193	-3.936	-2.914	0.816	7.246	-0.895	-2.192
GO:0070469 respiratory chain	-2.609	-0.315	4.483	-1.746	-2.609	-2.609	-2.609	-0.315	14.650	-0.315	-2.608
GO:0000502 proteasome complex	-2.692	-0.546	14.186	-1.817	-2.692	-1.817	-2.692	0.875	4.293	-0.834	-2.691
GO:1903231 mRNA binding involved in posttranscriptional gene silencing	-0.980	-5.222	-2.598	3.404	1.437	2.320	3.807	2.320	-5.222	-3.254	-1.630
GO:0016241 regulation of macroautophagy	-1.391	0.342	4.977	-1.996	-2.899	-2.899	-2.899	-0.421	10.584	0.519	-1.995
GO:0035578 azurophil granule lumen	-3.729	-1.503	4.343	-2.728	-2.028	-3.729	-1.503	-0.554	7.794	3.390	-0.247
