gene_name	log2FoldChange
TSPAN6	-0.178224413135251
TNMD	0
DPM1	0.0614934461091784
SCYL3	0.328406540400035
C1orf112	0.0795751920594202
FGR	0.520404897300696
CFH	2.35616236984374
FUCA2	0.432022304667714
GCLC	0.402577037959446
NFYA	-0.111646928752129
STPG1	-0.223255648153422
NIPAL3	0.28293390527986
LAS1L	-0.260741813401909
ENPP4	0.399098914791263
SEMA3F	0.0803602254417339
CFTR	-1.58557868904691
ANKIB1	-0.265449900929613
CYP51A1	0.0217171680315561
KRIT1	-0.158633686896721
RAD52	0.262816045423966
MYH16	0
BAD	0.0417396654573157
LAP3	0.13199494731197
CD99	0.132987869038884
HS3ST1	1.66750476310775
AOC1	0.132024433412831
WNT16	0
HECW1	0.516944525334237
MAD1L1	-0.1784951998918
LASP1	0.164393540843644
SNX11	0.292559492190208
TMEM176A	0
M6PR	0.137546068539904
KLHL13	-0.0121930822969879
CYP26B1	0.194511996865673
ICA1	0.39733436565171
DBNDD1	-1.817348915107
ALS2	0.176045861007612
CASP10	-0.132918201694064
CFLAR	0.235979231954259
TFPI	0.187092245221586
NDUFAF7	-0.305248061759015
RBM5	0.0619838811206896
MTMR7	1.48759171759074
SLC7A2	-0.126570601714679
ARF5	0.0850284423502213
SARM1	0.0454724847988346
POLDIP2	-0.113763949418237
PLXND1	0.354874612646063
AK2	-0.0852077329192609
CD38	0.281776863882713
FKBP4	0.109721259901428
KDM1A	-0.197808538825022
RBM6	-0.151409036374906
CAMKK1	0.272931329912346
RECQL	-0.248487880683867
VPS50	-0.514056181106448
HSPB6	-0.660596160228799
ARHGAP33	-0.122057047290148
NDUFAB1	0.0299564400430194
PDK4	1.0616726099425
SLC22A16	-0.00353462463460037
ZMYND10	0.9299320559793
ABCB5	-0.56702072459984
ARX	0
SLC25A13	-0.293228379659291
ST7	-0.303733854443139
CDC27	-0.0496897471837453
SLC4A1	1.96722769023863
CALCR	0
HCCS	0.0401104942820805
DVL2	0.382391896503406
PRSS22	0
UPF1	-0.297668968217265
SKAP2	0.0451900002997727
SLC25A5	0.0921041029526429
MCUB	0.0494037921101841
HOXA11	0.213346984139672
POLR2J	0.169503289810061
DHX33	-0.334953929316671
MEOX1	0
THSD7A	1.67072496800187
LIG3	-0.372706617184905
RPAP3	0.146669187169261
ACSM3	0.531545398978979
REXO5	0.0675631517414052
CIAPIN1	0.173649343628473
SPPL2B	-0.250879282821778
FAM214B	0.0446740074882493
COPZ2	1.86004023585532
PRKAR2B	-0.372384441347152
MSL3	0.347791407725122
CREBBP	0.0501490640539408
TSPOAP1	-0.539585239815366
MPO	1.79500975758698
PON1	0
GCFC2	-0.0936025094591948
WDR54	0.166277851868921
CROT	-0.273572836039978
ABCB4	0.984881048640518
KMT2E	-0.0434502772721711
RHBDD2	1.69487508724662
SOX8	0
IBTK	-0.0422726594784563
ZNF195	-0.0211563751826328
MYCBP2	0.319371887973329
FBXL3	-0.036615354262764
ITGAL	-0.146054784941265
PDK2	-0.372473794145678
ITGA3	0.963439706842047
ZFX	-0.0507232080356427
LAMP2	0.241099706773898
ITGA2B	0.228152936591108
ASB4	1.29309936302297
GDE1	0.0997621410088694
REX1BD	0.632558391124089
CRLF1	1.92849008940348
OSBPL7	-0.11288170602645
TMEM98	-0.933495335594175
YBX2	0
KRT33A	0
MAP3K14	-0.658384080874461
ABCC8	0.670431781652932
CACNG3	0
TMEM132A	1.20552568209489
AP2B1	-0.5092012426949
TAC1	0
ZNF263	0.0380516622917513
CX3CL1	-0.255721470701593
SPATA20	0.897704210775337
CACNA1G	2.0612532313397
TNFRSF12A	0.345189409033525
DLX6	1.49402463506782
MAP3K9	-0.882657751633781
RALA	-0.163936367350838
BAIAP2L1	1.44798156401513
KDM7A	0.659286754025594
ETV1	1.86341678489289
AGK	0.612074580946249
ALDH3B1	0.203609833153361
TTC22	1.14276651186957
PHTF2	0.15923009669114
CCL26	0
FARP2	-0.474191639934893
USH1C	0
GGCT	-0.0499405700769152
DBF4	-0.225309976820295
TBXA2R	0.829549747517944
IFRD1	-0.0840336842891035
LGALS14	0
COX10	-0.296674924071524
GTF2IRD1	-0.286383695496688
PAF1	0.587875196054215
VPS41	0.0493862289391729
ARHGAP44	-1.13447602627083
ELAC2	-0.0132868897341279
SCIN	0.489299411635435
ARSD	1.17443574139041
PNPLA4	-0.509482087528487
MYH13	0
ADIPOR2	0.0303808401579163
CDKL3	0.780589113104711
UPP2	-0.489323225223406
PRSS21	0.322756816269019
MARK4	-0.394840762224772
PROM1	-1.27206732357307
CCDC124	-0.0950932273467245
CEACAM21	0.925110416642211
PAFAH1B1	-0.109315832435278
NOS2	-0.840265526253806
DNAH9	0.7342523435223
KIAA0100	-0.117770514268729
SLC13A2	0
GAS7	-0.172129945493325
TRAPPC6A	0.828598728826857
MATK	-0.468019901014409
CEACAM7	0
CD79B	0.151543159192533
SCN4A	0.177989754254194
ST7L	0.483293497801447
TKTL1	0.337248164588173
PAX6	-0.220991189328667
RPUSD1	0.091027182619016
RHBDF1	0.506588155816431
LUC7L	-0.101151165936342
CACNA2D2	0
BAIAP3	1.4139532725594
TSR3	0.0239082868810771
PIGQ	-0.26140992671936
CRAMP1	0.82129093196739
TEAD3	0.895049646198445
SELE	0
DNAJC11	0.0540895567085631
FMO3	-0.24206674126511
MYLIP	0.0953670152063954
NOX1	1.58915280507396
E2F2	-0.0441990363525411
PSMB1	0.0159310369571385
SYN1	0.679956622591412
JARID2	-0.108444193462834
CDKL5	-0.279793849491409
CAMK1G	0
CDK11A	0.149748293575859
NADK	0.0056222271796768
TFAP2B	0
TFAP2D	0
DLEC1	0.648426814263136
CYTH3	0.574760393531471
ADAM22	0.579633000026675
SYPL1	-0.153400876054491
CYB561	0.312278949349276
SPAG9	-0.0525424630061041
CELSR3	-0.00309954478031561
AASS	0.141567856957061
PLEKHG6	-0.0663284452865241
SS18L2	-0.146843986953728
MPND	0.000844560477068746
MGST1	0.337552404001144
CRY1	0.169380002863426
PGLYRP1	-2.00449800413152
NFIX	0.0161740503604302
ST3GAL1	0.153310624483869
MMP25	0.950741769736383
