gene_name	log2FoldChange
TSPAN6	0.10106318061969
TNMD	0
DPM1	-0.155719559728175
SCYL3	-0.0104364731916746
C1orf112	-0.20706339701555
FGR	-0.0345956388750879
CFH	-2.36102373255322
FUCA2	0.174516542753627
GCLC	0.224091762556186
NFYA	0.114929616011443
STPG1	-0.34384125346458
NIPAL3	0.151512805956313
LAS1L	0.075227203581241
ENPP4	-0.435622545088408
SEMA3F	-0.436746092129165
CFTR	-0.65647122694443
ANKIB1	-0.154302739304333
CYP51A1	0.0532265916533546
KRIT1	-0.198667341327338
RAD52	0.248666909281893
MYH16	-0.436681975128277
BAD	0.476595394099712
LAP3	0.156607108934722
CD99	-0.469558120501572
HS3ST1	-0.50188731785075
AOC1	0.584930862126419
WNT16	0
HECW1	0.213871614265461
MAD1L1	-0.18116369294226
LASP1	-0.151644530454156
SNX11	-0.0186128577207694
TMEM176A	-2.02683103281255
M6PR	0.108049720178512
KLHL13	-0.104772911625887
CYP26B1	0
ICA1	-0.921783999055395
DBNDD1	0.982839917879832
ALS2	-0.0356347395530674
CASP10	-0.173905499845198
CFLAR	-0.00365942882758765
TFPI	0.121327206971846
NDUFAF7	0.183208151425432
RBM5	-0.000679869657052597
MTMR7	-0.716123838981433
SLC7A2	0.0632264986312683
ARF5	0.0441270839663215
SARM1	1.15121383424893
POLDIP2	0.310547784611411
PLXND1	0.0824949491902098
AK2	-0.272624671101127
CD38	0.135177159356666
FKBP4	0.197147605581373
KDM1A	-0.0172816204116381
RBM6	-0.0795815974015668
CAMKK1	0.265744132762265
RECQL	-0.196341041348122
VPS50	0.0730829314718689
HSPB6	1.38672614231533
ARHGAP33	-1.8301442844231
NDUFAB1	-0.253772363093104
PDK4	0.52425885950366
SLC22A16	-0.0722983962779249
ZMYND10	-0.049438859372607
ABCB5	0.79623589988511
ARX	-0.769905719877339
SLC25A13	0.0990585462179465
ST7	0.120731631851002
CDC27	-0.0104450860740022
SLC4A1	-0.0598036342405741
CALCR	0
HCCS	0.399054350899733
DVL2	0.204132893633125
PRSS22	0
UPF1	-0.0307092136022769
SKAP2	-0.000187365244727481
SLC25A5	0.246496009546105
MCUB	0.215793627931715
HOXA11	0
POLR2J	-0.125443332952227
DHX33	-0.0240218878405593
MEOX1	0
THSD7A	-0.813919335235149
LIG3	-0.0213116202900267
RPAP3	0.00163609549274249
ACSM3	-0.118648125623486
REXO5	-0.160683499029884
CIAPIN1	-0.0793511690467705
SPPL2B	-0.169559345896597
FAM214B	-0.145444607124881
COPZ2	-1.5814852156771
PRKAR2B	-0.0173421658090131
MSL3	-0.213913175201247
CREBBP	2.21917980340668
TSPOAP1	0.515193619117991
MPO	-0.21304074501721
PON1	0
GCFC2	-0.127012789390085
WDR54	0.42970025542499
CROT	-0.509801968037038
ABCB4	-0.436779428196102
KMT2E	-0.240473887825779
RHBDD2	4.96392678419225
SOX8	0
IBTK	-0.0376434965067799
ZNF195	0.0601082719312307
MYCBP2	0.0024978520522435
FBXL3	-0.168720230347348
ITGAL	-0.560848410933279
PDK2	-0.799490862377014
ITGA3	-0.238952286863712
ZFX	-0.247793128902191
LAMP2	0.0736914173745735
ITGA2B	-0.729464112455763
ASB4	0.138723656857226
GDE1	0.046154346075969
REX1BD	0.846075998443075
CRLF1	0.622526821651613
OSBPL7	0.149522854027065
TMEM98	0.0404277981262903
YBX2	1.30737137713146
KRT33A	0
MAP3K14	0.403036418288305
ABCC8	-0.74252602397273
CACNG3	-0.436681810475203
TMEM132A	0.407191628861497
AP2B1	0.337229807803691
TAC1	0
ZNF263	0.0728364911186928
CX3CL1	-1.92535135729798
SPATA20	-1.23245871351661
CACNA1G	-0.436586797480916
TNFRSF12A	-0.343628637434328
DLX6	-0.436682822291051
MAP3K9	-0.00353966981843493
RALA	-0.168013311356377
BAIAP2L1	1.14051573762362
KDM7A	-0.564142081925798
ETV1	0.562531552611509
AGK	-0.361514787465538
ALDH3B1	0.0327980468883732
TTC22	0.235065660066711
PHTF2	-0.199207309467673
CCL26	0
FARP2	0.107347686725614
USH1C	-0.436646311128447
GGCT	0.033956939094682
DBF4	-0.217276690364285
TBXA2R	-0.0366761280630615
