	[-0.71 -0.56]	[-0.56 -0.44]	[-0.44 -0.20]	[-0.20 -0.08]	[-0.08 0.00]	[0.00 0.00]	[0.00 0.04]	[0.04 0.14]	[0.14 0.31]	[0.31 0.83]	[0.83 0.98]
GOBP_TRANSMISSION_OF_NERVE_IMPULSE	5.931	2.176	-0.585	-1.89	-1.89	1.0979999999999999	-0.884	-1.89	-0.585	-0.585	0.237
GOCC_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_MEMBRANE	3.364	4.2589999999999995	-2.537	-0.601	-1.95	-0.424	0.312	-2.537	-1.4880000000000002	0.312	1.2790000000000001
GOCC_VOLTAGE_GATED_SODIUM_CHANNEL_COMPLEX	3.361	1.821	0.332	-0.7040000000000001	-0.7040000000000001	-0.272	-0.272	-0.7040000000000001	-0.7040000000000001	-0.272	-0.7020000000000001
GOBP_PIRNA_METABOLIC_PROCESS	3.1830000000000003	-0.746	-0.746	-0.746	-0.746	-0.746	-0.298	0.655	0.304	1.128	-0.297
GOBP_SKELETAL_MUSCLE_THIN_FILAMENT_ASSEMBLY	3.057	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	1.012
GOCC_SODIUM_CHANNEL_COMPLEX	2.795	1.58	-0.24100000000000002	-1.077	-1.077	-0.24100000000000002	-0.52	-1.077	-1.077	0.371	0.6829999999999999
GOCC_MULTIVESICULAR_BODY_LUMEN	2.721	0.313	-0.29	-0.29	-0.29	0.894	-0.29	-0.29	-0.29	-0.29	-0.29
GOBP_DIGESTIVE_SYSTEM_DEVELOPMENT	2.6210000000000004	2.6210000000000004	-0.903	-4.446000000000001	-1.8730000000000002	0.46399999999999997	-0.687	-1.8730000000000002	0.611	-0.265	1.7109999999999999
GOBP_CALCIUM_INDEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	2.472	-0.434	-0.953	-0.953	-0.434	1.2819999999999998	-0.953	0.457	-0.953	-0.953	1.841
GOCC_PARANODAL_JUNCTION	2.4530000000000003	-0.331	0.273	-0.331	-0.331	-0.331	-0.331	-0.331	-0.331	1.528	-0.331
GOCC_ZONULA_ADHERENS	2.452	-0.331	-0.331	-0.331	-0.331	-0.331	-0.331	-0.331	0.795	-0.331	0.797
GOMF_CHEMOREPELLENT_ACTIVITY	0.34700000000000003	0.644	-0.55	-0.55	-1.119	-1.119	-1.119	-0.55	-0.26	0.34700000000000003	5.849
GOBP_CREATINE_METABOLIC_PROCESS	-0.331	0.273	-0.331	-0.331	-0.331	-0.331	0.273	-0.331	-0.331	-0.331	4.881
GOMF_CHLORIDE_ION_BINDING	-0.5379999999999999	-0.5379999999999999	-0.17600000000000002	-0.5379999999999999	0.47600000000000003	-0.17600000000000002	0.9670000000000001	-0.5379999999999999	-0.5379999999999999	-0.5379999999999999	3.2680000000000002
GOBP_DIACYLGLYCEROL_METABOLIC_PROCESS	0.727	-1.035	0.39799999999999996	-0.491	-1.035	-1.035	-0.222	-0.491	-0.222	0.727	2.911
GOBP_POSITIVE_REGULATION_OF_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY	-0.621	-0.621	-0.223	0.396	-0.621	-0.621	0.823	0.396	-0.223	-0.621	2.872
GOBP_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY	1.177	-0.9570000000000001	-0.3	0.528	-1.6569999999999998	-1.6569999999999998	-1.6569999999999998	0.302	0.302	0.82	2.593
GOBP_BENZENE_CONTAINING_COMPOUND_METABOLIC_PROCESS	1.15	-1.035	-0.222	-0.491	-1.035	-0.491	-1.035	0.727	-1.035	1.15	2.245
