	[-1.17 -0.88]	[-0.88 -0.51]	[-0.51 -0.25]	[-0.25 -0.03]	[-0.03 0.00]	[0.00 0.08]	[0.08 0.32]	[0.32 0.58]	[0.58 0.78]	[0.78 1.74]	[1.74 2.03]
GOBP_MITOCHONDRIAL_TRANSLATION	4.63	15.318	3.391	-0.363	-5.568	-1.8459999999999999	0.47700000000000004	-2.864	-3.5469999999999997	-5.568	-5.5520000000000005
GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME	3.7	8.677999999999999	4.074	0.26	-3.295	-0.782	0.7559999999999999	-1.2409999999999999	-4.71	-5.6579999999999995	-3.948
GOBP_TRNA_PROCESSING	2.495	8.537	3.6	0.395	-4.252	-1.74	0.5329999999999999	-1.064	-1.74	-2.734	-5.385
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY	2.385	6.68	2.765	1.138	-4.192	-3.1439999999999997	0.359	-1.38	-3.1439999999999997	-0.536	-4.203
GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_TRNA	2.127	9.264	4.445	0.8290000000000001	-5.111000000000001	-1.209	-1.209	-0.924	-1.5590000000000002	-2.51	-5.119
GOCC_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	3.37	8.002	1.0290000000000001	1.4880000000000002	-5.902	-2.5469999999999997	-0.8009999999999999	-0.609	-2.063	0.38	-5.8839999999999995
GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS	2.625	4.655	0.6629999999999999	0.6629999999999999	-2.545	-0.995	-0.995	-0.495	-0.8	-0.28600000000000003	-2.13
KEGG_ARGININE_AND_PROLINE_METABOLISM	2.092	3.0789999999999997	0.9490000000000001	-2.246	0.258	-0.9229999999999999	-0.579	-0.9229999999999999	0.436	-0.579	-1.4480000000000002
GOBP_PIRNA_METABOLIC_PROCESS	-0.298	-0.746	-0.298	-0.298	-0.746	-0.746	-0.746	-0.298	-0.746	2.4	4.067
GOBP_ACTIN_FILAMENT_BASED_MOVEMENT	0.541	-0.5529999999999999	-0.938	-2.79	-2.79	-0.413	-0.301	-0.5529999999999999	0.541	3.0039999999999996	3.716
GOBP_INTERLEUKIN_4_PRODUCTION	-0.385	0.45299999999999996	0.231	-1.367	-0.385	-1.367	-0.733	0.231	-0.733	2.093	2.6630000000000003
GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	0.738	-1.557	-1.261	-1.902	-0.7979999999999999	-3.325	-1.902	-0.621	2.0469999999999997	3.2889999999999997	6.1339999999999995
