	[-0.72 -0.55]	[-0.55 -0.28]	[-0.28 -0.14]	[-0.14 -0.03]	[-0.03 0.00]	[0.00 0.00]	[0.00 0.10]	[0.10 0.25]	[0.25 0.51]	[0.51 1.02]	[1.02 1.19]
GOMF_HORMONE_ACTIVITY	2.855	-3.944	-3.122	-3.944	2.855	5.4479999999999995	-0.677	-2.477	-3.122	0.364	2.501
GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT	2.229	-0.509	-1.976	-2.863	1.036	-0.845	0.318	-1.6230000000000002	-2.386	1.954	4.25
GOMF_CARGO_RECEPTOR_ACTIVITY	2.148	0.62	-1.5490000000000002	-2.18	-3.111	-1.091	-0.753	-0.753	0.851	1.12	3.485
GOMF_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	5.107	1.516	-0.41200000000000003	-0.888	-0.614	0.33899999999999997	-1.253	-2.399	0.502	-0.614	-0.41100000000000003
GOBP_PIRNA_METABOLIC_PROCESS	2.4	-0.745	0.304	-0.298	-0.745	-0.745	-0.745	-0.745	1.713	-0.745	1.129
GOBP_MUSCLE_FILAMENT_SLIDING	3.285	-0.525	-1.6159999999999999	-0.925	0.555	-0.28300000000000003	-0.525	-0.925	-0.925	1.226	0.8590000000000001
GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	1.307	-1.261	-2.3040000000000003	-2.3040000000000003	-1.261	-0.7979999999999999	-2.3040000000000003	-1.0090000000000001	-0.261	6.106	6.577000000000001
GOMF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1.0170000000000001	-0.435	-4.194	-0.435	0.38799999999999996	0.66	-1.5430000000000001	-2.852	-0.435	1.9809999999999999	4.018
GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION	1.395	-1.3730000000000002	-2.342	-1.6540000000000001	-0.7390000000000001	-1.6540000000000001	-0.7390000000000001	0.341	1.6119999999999999	1.01	4.638999999999999
GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_KINASE_ACTIVITY	0.7240000000000001	-0.865	-0.397	-2.363	-0.397	-0.865	-0.595	-2.363	0.353	2.695	4.115
GOMF_MONOOXYGENASE_ACTIVITY	1.406	-0.537	-1.0290000000000001	-1.381	0.359	0.359	-1.828	-1.0290000000000001	-1.381	1.137	5.038
GOBP_HEART_FORMATION	-0.61	-0.3	-0.3	-0.61	1.365	-1.2009999999999998	0.5720000000000001	-1.2009999999999998	-0.61	0.302	3.113
GOBP_REGULATION_OF_VASCULOGENESIS	-0.6629999999999999	-0.6629999999999999	-0.6629999999999999	-0.247	-0.6629999999999999	-0.247	-0.247	-0.247	0.36200000000000004	0.762	3.5580000000000003
