GO	[-9.50 -0.62]	[-0.62 -0.44]	[-0.44 -0.22]	[-0.22 -0.09]	[-0.09 -0.00]	[-0.00 0.00]	[0.00 0.05]	[0.05 0.15]	[0.15 0.33]	[0.33 0.87]	[0.87 15.11]
REACTOME_CD22_MEDIATED_BCR_REGULATION REACTOME_CD22_MEDIATED_BCR_REGULATION	-1.122	-1.677	-2.529	-2.529	-2.529	19.386	8.131	-2.529	-1.677	-2.529	-1.672
SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM	-3.764	-5.455	-0.301	3.560	6.039	-5.455	1.456	8.002	-0.409	-3.764	-5.442
REACTOME_MRNA_SPLICING REACTOME_MRNA_SPLICING	-4.003	-3.405	0.351	8.948	6.997	-4.003	0.351	2.473	0.351	-2.888	-7.802
PUJANA_XPRSS_INT_NETWORK PUJANA_XPRSS_INT_NETWORK	-4.778	-4.003	-0.269	2.910	10.113	-5.730	0.889	4.743	-0.486	-1.578	-5.716
CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN	-4.202	-5.744	-0.828	3.485	4.180	-5.744	1.321	7.056	1.765	-2.191	-4.896
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	-1.043	5.422	-0.311	-2.701	-5.357	10.459	2.887	-4.212	-1.713	-1.043	-1.706
RAMALHO_STEMNESS_UP RAMALHO_STEMNESS_UP	-1.860	-4.945	-0.528	1.983	5.684	-4.945	0.926	3.443	2.813	-2.216	-4.931
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_17 YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_17	-5.333	-4.523	-0.301	0.968	2.357	-5.333	1.584	4.344	2.648	0.514	-4.510
HAHTOLA_MYCOSIS_FUNGOIDES_CD4_DN HAHTOLA_MYCOSIS_FUNGOIDES_CD4_DN	-3.675	-2.877	-0.567	4.501	4.976	-4.774	-0.567	4.048	0.610	-1.358	-2.248
NOUZOVA_TRETINOIN_AND_H4_ACETYLATION NOUZOVA_TRETINOIN_AND_H4_ACETYLATION	-2.961	-2.961	1.379	3.240	6.816	-5.691	-0.283	1.144	0.439	-1.534	-2.386
REACTOME_DEFENSINS REACTOME_DEFENSINS	-1.328	0.498	-0.513	-2.114	-1.328	15.844	1.055	-1.328	-2.114	-1.328	-0.834
DING_LUNG_CANCER_EXPRESSION_BY_COPY_NUMBER DING_LUNG_CANCER_EXPRESSION_BY_COPY_NUMBER	-2.364	-3.107	-0.521	5.639	2.813	-3.107	0.707	1.165	1.740	-1.798	-4.141
REACTOME_CELLULAR_RESPONSE_TO_STARVATION REACTOME_CELLULAR_RESPONSE_TO_STARVATION	-3.628	-2.483	1.820	-0.268	1.327	-4.375	0.337	3.036	5.845	-0.839	-3.617
WP_CELL_DIFFERENTIATION_INDEX_EXPANDED WP_CELL_DIFFERENTIATION_INDEX_EXPANDED	-1.293	-1.293	-0.492	-2.073	-0.492	10.100	4.624	-0.492	-2.073	-2.073	-0.807
