GO	[-9.50 -0.62]	[-0.62 -0.44]	[-0.44 -0.22]	[-0.22 -0.09]	[-0.09 -0.00]	[-0.00 0.00]	[0.00 0.05]	[0.05 0.15]	[0.15 0.33]	[0.33 0.87]	[0.87 15.11]
NABA_ECM_GLYCOPROTEINS NABA_ECM_GLYCOPROTEINS	0.926	1.738	-0.843	-3.089	-3.622	0.622	-0.843	-1.548	0.386	0.496	5.297
CERVERA_SDHB_TARGETS_1_UP CERVERA_SDHB_TARGETS_1_UP	1.300	0.254	0.661	-1.532	-0.904	-2.477	-1.956	-1.956	0.254	1.563	5.460
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_UP TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_UP	1.510	0.293	0.293	-1.548	-1.860	-2.216	-1.044	-0.672	-0.528	1.299	6.129
NABA_ECM_AFFILIATED NABA_ECM_AFFILIATED	1.456	1.694	0.318	-2.385	-1.321	0.318	-0.661	-3.418	-0.661	0.423	3.879
SMID_BREAST_CANCER_RELAPSE_IN_BONE_UP SMID_BREAST_CANCER_RELAPSE_IN_BONE_UP	1.194	0.259	-0.714	-0.984	-0.984	-0.348	1.194	-1.768	-2.331	0.946	3.293
PLASARI_NFIC_TARGETS_BASAL_UP PLASARI_NFIC_TARGETS_BASAL_UP	1.432	0.607	0.978	-0.580	-1.160	-1.160	-1.160	-0.279	-1.160	-0.279	2.570
KORKOLA_YOLK_SAC_TUMOR KORKOLA_YOLK_SAC_TUMOR	0.627	0.627	0.422	-0.344	-2.695	0.262	-1.241	0.262	-1.819	0.262	3.757
OHGUCHI_LIVER_HNF4A_TARGETS_DN OHGUCHI_LIVER_HNF4A_TARGETS_DN	2.295	1.076	0.445	-0.486	-2.331	-0.813	-0.486	-1.280	-0.813	-0.813	3.609
KUNINGER_IGF1_VS_PDGFB_TARGETS_UP KUNINGER_IGF1_VS_PDGFB_TARGETS_UP	1.209	1.209	0.339	-1.739	-0.888	-0.266	-1.739	-0.266	-0.614	-0.614	3.081
MEBARKI_HCC_PROGENITOR_WNT_DN_BLOCKED_BY_FZD8CRD MEBARKI_HCC_PROGENITOR_WNT_DN_BLOCKED_BY_FZD8CRD	2.425	0.342	-0.264	-1.393	-1.393	-0.647	-0.422	-1.393	-0.264	0.737	2.019
