GO	[-31.63 -1.15]	[-1.15 -0.63]	[-0.63 -0.36]	[-0.36 -0.17]	[-0.17 -0.01]	[-0.01 0.00]	[0.00 0.08]	[0.08 0.26]	[0.26 0.52]	[0.52 1.09]	[1.09 7.74]
MIR4755_3P MIR4755_3P	-0.349	-1.073	-1.707	-0.477	2.266	-3.194	0.257	0.257	0.257	4.898	-0.352
MIR142_3P MIR142_3P	-2.102	-0.436	-0.436	0.770	1.563	-3.582	-0.926	0.619	3.292	1.129	-1.161
MIR337_3P MIR337_3P	0.530	-0.469	1.631	1.360	0.893	-3.053	-1.482	1.360	0.699	-1.482	-1.488
MIR143_5P MIR143_5P	0.882	0.696	-1.369	0.696	1.868	-1.369	-3.405	1.868	-0.448	0.396	-1.068
MIR657 MIR657	-3.028	-2.107	0.908	0.908	0.463	0.301	2.257	0.463	0.463	-1.038	-0.713
MIR433_3P MIR433_3P	-1.188	-0.525	-0.525	-1.511	3.297	-2.366	-0.702	2.257	0.956	0.330	0.328
MIR6752_3P MIR6752_3P	-0.637	-1.707	0.257	-1.073	0.257	-1.073	0.257	-0.834	5.813	1.200	0.255
MIR302A_5P MIR302A_5P	-1.488	0.416	0.532	1.825	1.167	-2.545	-0.494	-0.494	1.167	0.982	-2.153
MIR31_5P MIR31_5P	3.736	-0.553	0.301	-0.553	0.866	-3.394	-0.727	-0.413	-0.413	0.410	0.537
MIR4794 MIR4794	-0.536	-1.028	1.705	0.688	-1.028	-1.828	-0.250	0.688	1.407	1.138	-1.834
MIR6072 MIR6072	0.397	-0.540	-0.354	0.799	-0.540	-2.253	-2.253	2.049	0.579	1.057	0.252
MIR224_5P MIR224_5P	-0.479	0.441	-1.508	1.946	0.441	-3.134	-0.479	1.695	-0.269	0.868	-0.625
MIR152_5P MIR152_5P	0.673	1.422	0.337	-0.833	-0.268	-0.588	-1.151	-1.151	1.734	1.422	-2.104
MIR6768_5P MIR6768_5P	-0.873	-0.550	-0.873	-1.078	1.467	-3.150	0.368	1.259	0.737	0.894	0.888
