GO	[-1.96 -0.22]	[-0.22 -0.14]	[-0.14 -0.09]	[-0.09 -0.06]	[-0.06 -0.02]	[-0.02 0.02]	[0.02 0.05]	[0.05 0.09]	[0.09 0.15]	[0.15 0.23]	[0.23 3.36]
GSE4984_UNTREATED_VS_VEHICLE_CTRL_TREATED_DC_DN GSE4984_UNTREATED_VS_VEHICLE_CTRL_TREATED_DC_DN	0.826	3.231	1.612	-0.962	-1.666	0.530	-1.666	-0.300	-0.962	-0.300	-0.567
GOBP_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS GOBP_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS	-1.414	-0.767	-1.414	1.088	3.924	0.428	0.428	0.216	-0.407	-1.414	-0.211
HUANG_GATA2_TARGETS_UP HUANG_GATA2_TARGETS_UP	-0.477	-0.863	-0.477	0.360	-0.863	-1.540	-0.249	0.618	2.917	-1.540	2.286
GSE6674_UNSTIM_VS_PL2_3_STIM_BCELL_UP GSE6674_UNSTIM_VS_PL2_3_STIM_BCELL_UP	1.376	-1.205	-0.299	-1.205	-0.299	-1.205	-0.299	0.574	0.934	2.486	-1.226
RUBENSTEIN_SKELETAL_MUSCLE_T_CELLS RUBENSTEIN_SKELETAL_MUSCLE_T_CELLS	-2.975	-1.438	-2.056	0.720	-0.275	0.720	0.503	0.980	0.503	-0.439	1.945
GSE2706_LPS_VS_R848_AND_LPS_8H_STIM_DC_UP GSE2706_LPS_VS_R848_AND_LPS_8H_STIM_DC_UP	-0.273	-1.655	-0.718	0.523	-2.509	0.763	2.194	-0.718	-0.718	2.194	0.317
GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN	-0.601	-0.601	-0.601	-1.028	1.094	-1.750	-0.601	1.495	-0.601	3.652	0.258
GSE32255_WT_UNSTIM_VS_JMJD2D_KNOCKDOWN_4H_LPS_STIM_DC_UP GSE32255_WT_UNSTIM_VS_JMJD2D_KNOCKDOWN_4H_LPS_STIM_DC_UP	-2.129	0.302	-0.841	0.757	0.302	-0.300	1.431	-0.841	1.845	0.757	-2.165
MANNE_COVID19_ICU_VS_HEALTHY_DONOR_PLATELETS_DN MANNE_COVID19_ICU_VS_HEALTHY_DONOR_PLATELETS_DN	-0.663	-0.663	-0.663	1.951	-0.247	-0.663	-0.247	-0.663	0.765	-0.663	2.678
GSE8384_CTRL_VS_B_ABORTUS_4H_MAC_CELL_LINE_DN GSE8384_CTRL_VS_B_ABORTUS_4H_MAC_CELL_LINE_DN	-0.501	-0.896	0.587	-1.582	0.587	0.587	0.905	-1.582	2.819	-0.266	-0.917
GSE6259_CD4_TCELL_VS_CD8_TCELL_DN GSE6259_CD4_TCELL_VS_CD8_TCELL_DN	-0.431	-1.960	-0.732	0.891	-0.431	-0.732	-1.960	1.239	1.642	0.601	0.864
