GO	[-7.17 -0.71]	[-0.71 -0.34]	[-0.34 -0.15]	[-0.15 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.05]	[0.05 0.23]	[0.23 0.51]	[0.51 1.05]	[1.05 7.81]
HALLMARK_E2F_TARGETS HALLMARK_E2F_TARGETS	-0.437	32.629	11.303	0.463	-8.231	-8.231	-3.712	-0.711	-2.288	-5.889	-6.913
HALLMARK_MYC_TARGETS_V1 HALLMARK_MYC_TARGETS_V1	-1.767	10.819	18.952	4.699	-7.938	-7.938	-1.767	0.998	-4.800	-7.938	-7.942
GSE24634_TEFF_VS_TCONV_DAY5_IN_CULTURE_UP GSE24634_TEFF_VS_TCONV_DAY5_IN_CULTURE_UP	-1.926	26.075	14.215	0.359	-6.909	-8.231	-8.231	-0.887	-0.437	-2.288	-5.050
HALLMARK_G2M_CHECKPOINT HALLMARK_G2M_CHECKPOINT	0.368	20.265	10.841	3.360	-8.189	-8.189	-4.297	-1.077	-2.674	-5.012	-4.300
MORF_ANP32B MORF_ANP32B	-4.098	2.101	8.209	10.819	-7.938	-7.938	-0.483	7.724	-2.514	-6.632	-7.942
MORF_G22P1 MORF_G22P1	-4.664	2.111	10.385	12.169	-6.854	-6.854	-1.219	4.502	-2.248	-6.854	-6.857
MORF_NPM1 MORF_NPM1	-6.229	-0.301	1.512	16.673	-6.229	-6.229	0.692	11.296	-2.282	-6.229	-6.232
PUJANA_XPRSS_INT_NETWORK PUJANA_XPRSS_INT_NETWORK	-0.736	23.892	8.357	1.901	-6.771	-6.771	-1.801	-0.568	-3.193	-5.529	-5.533
GSE24634_TREG_VS_TCONV_POST_DAY5_IL4_CONVERSION_UP GSE24634_TREG_VS_TCONV_POST_DAY5_IL4_CONVERSION_UP	0.474	22.430	9.255	0.597	-8.189	-8.189	-2.263	-0.427	-1.588	-3.144	-6.873
MORF_HAT1 MORF_HAT1	-5.725	9.003	10.105	5.585	-6.979	-6.979	-0.812	1.751	-1.026	-5.725	-6.982
