GO	[-1.54 -0.38]	[-0.38 -0.22]	[-0.22 -0.14]	[-0.14 -0.08]	[-0.08 -0.02]	[-0.02 0.03]	[0.03 0.09]	[0.09 0.15]	[0.15 0.23]	[0.23 0.38]	[0.38 1.75]
GSE3039_CD4_TCELL_VS_ALPHABETA_CD8_TCELL_DN GSE3039_CD4_TCELL_VS_ALPHABETA_CD8_TCELL_DN	2.381	0.540	-1.249	-1.249	-0.643	-1.249	1.308	-1.249	-0.643	0.884	0.889
GSE14415_INDUCED_VS_NATURAL_TREG_DN GSE14415_INDUCED_VS_NATURAL_TREG_DN	-2.173	-1.078	4.741	1.168	-0.492	-0.492	-0.740	0.646	0.287	0.446	-1.528
GSE19401_PLN_VS_PEYERS_PATCH_FOLLICULAR_DC_UP GSE19401_PLN_VS_PEYERS_PATCH_FOLLICULAR_DC_UP	-2.048	-0.474	-0.474	0.333	-1.270	-0.271	5.537	0.333	-0.474	-0.788	0.825
GSE9006_TYPE_1_VS_TYPE_2_DIABETES_PBMC_AT_DX_UP GSE9006_TYPE_1_VS_TYPE_2_DIABETES_PBMC_AT_DX_UP	1.637	0.599	2.597	-1.201	-0.242	-0.433	-1.964	-1.964	0.369	-0.242	-0.239
GSE20727_H2O2_VS_ROS_INHIBITOR_TREATED_DC_DN GSE20727_H2O2_VS_ROS_INHIBITOR_TREATED_DC_DN	-0.769	-1.164	-1.732	1.663	-1.164	0.479	-0.302	-1.732	1.299	1.299	1.309
GSE9006_HEALTHY_VS_TYPE_2_DIABETES_PBMC_AT_DX_UP GSE9006_HEALTHY_VS_TYPE_2_DIABETES_PBMC_AT_DX_UP	2.235	0.477	1.379	-0.317	1.025	-0.872	-1.375	-2.175	0.477	-1.375	-0.314
GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_DN GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_DN	1.950	-0.801	-0.432	0.682	0.403	-0.219	-1.459	-1.459	1.035	1.035	-1.453
GSE17974_1H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN GSE17974_1H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN	3.884	-1.045	0.362	1.123	-0.248	0.362	-0.674	-1.045	-0.248	-0.248	-2.419
GSE6259_FLT3L_INDUCED_33D1_POS_DC_VS_BCELL_UP GSE6259_FLT3L_INDUCED_33D1_POS_DC_VS_BCELL_UP	1.382	2.306	-1.838	-0.374	0.686	-1.099	-0.654	-1.838	0.430	0.430	0.241
GSE40666_UNTREATED_VS_IFNA_STIM_EFFECTOR_CD8_TCELL_90MIN_DN GSE40666_UNTREATED_VS_IFNA_STIM_EFFECTOR_CD8_TCELL_90MIN_DN	0.271	-0.560	1.332	0.271	-2.217	-2.217	0.271	-0.900	1.727	0.456	0.995
