GO	[-2.64 -0.21]	[-0.21 -0.13]	[-0.13 -0.08]	[-0.08 -0.05]	[-0.05 -0.01]	[-0.01 0.01]	[0.01 0.05]	[0.05 0.09]	[0.09 0.14]	[0.14 0.22]	[0.22 1.47]
GOBP_RESPONSE_TO_IONIZING_RADIATION GOBP_RESPONSE_TO_IONIZING_RADIATION	-1.837	1.005	1.818	2.308	-0.654	0.238	-0.654	-1.837	0.238	-0.374	-0.374
GOBP_PROTEIN_METHYLATION GOBP_PROTEIN_METHYLATION	0.238	2.308	-1.098	-1.098	0.238	1.005	0.687	-0.374	1.005	-1.098	-1.837
GOCC_GOLGI_CISTERNA_MEMBRANE GOCC_GOLGI_CISTERNA_MEMBRANE	-0.464	-0.204	-0.998	-0.464	-0.998	-0.464	-0.998	0.774	-0.204	1.219	3.075
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION GOBP_NEGATIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION	-0.873	3.528	-0.873	-0.379	-0.873	0.527	0.527	-0.873	0.235	0.235	0.235
GOBP_ERAD_PATHWAY GOBP_ERAD_PATHWAY	-0.522	-0.241	-1.082	0.371	0.685	-1.082	0.371	-0.241	-0.241	3.543	-1.082
GOBP_TRANSLATIONAL_INITIATION GOBP_TRANSLATIONAL_INITIATION	1.638	1.321	1.321	0.580	0.405	-0.510	-1.442	-0.740	-2.664	0.266	-0.740
GOBP_NEGATIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY GOBP_NEGATIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	-0.364	1.191	-0.364	-1.333	2.801	0.480	-0.705	0.246	0.480	-1.333	-0.705
GOBP_CELLULAR_TRANSITION_METAL_ION_HOMEOSTASIS GOBP_CELLULAR_TRANSITION_METAL_ION_HOMEOSTASIS	1.060	-0.789	0.279	1.060	-0.789	-0.789	-0.789	-0.789	0.279	0.279	1.621
GOMF_DNA_POLYMERASE_BINDING GOMF_DNA_POLYMERASE_BINDING	0.239	-0.373	4.452	0.239	-0.373	-0.373	0.239	-0.373	-0.373	-0.373	-0.373
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	-0.415	2.989	0.211	1.259	-0.415	-0.415	0.211	-0.415	-0.415	-0.415	-0.415
HP_HYPOMIMIC_FACE HP_HYPOMIMIC_FACE	-0.415	-0.415	0.211	2.989	-0.415	-0.415	-0.415	0.641	0.641	-0.415	-0.415
GOBP_CELLULAR_RESPONSE_TO_CORTICOSTEROID_STIMULUS GOBP_CELLULAR_RESPONSE_TO_CORTICOSTEROID_STIMULUS	0.712	-0.373	-0.373	-0.373	0.239	-0.373	-0.373	-0.373	-0.373	0.239	3.257
GOMF_PROTEIN_DISULFIDE_ISOMERASE_ACTIVITY GOMF_PROTEIN_DISULFIDE_ISOMERASE_ACTIVITY	-0.373	-0.373	-0.373	-0.373	-0.373	-0.373	0.239	-0.373	0.239	3.257	0.712
GOBP_POSITIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY GOBP_POSITIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	-0.290	-0.290	0.312	0.312	-0.290	-0.290	-0.290	-0.290	-0.290	3.968	-0.290
GOMF_ANTIPORTER_ACTIVITY GOMF_ANTIPORTER_ACTIVITY	-0.332	2.459	-0.332	-0.332	0.796	-0.332	-0.332	0.796	-0.332	-0.332	-0.332
HP_DECREASED_ACTIVITY_OF_MITOCHONDRIAL_COMPLEX_I HP_DECREASED_ACTIVITY_OF_MITOCHONDRIAL_COMPLEX_I	0.272	0.272	-0.332	0.272	-0.332	-0.332	-0.332	-0.332	-0.332	-0.332	3.576
GOBP_NEGATIVE_REGULATION_OF_CELL_MATRIX_ADHESION GOBP_NEGATIVE_REGULATION_OF_CELL_MATRIX_ADHESION	-0.249	-0.249	3.064	-0.249	-0.249	-0.249	-0.249	-0.249	-0.249	-0.249	1.015
