GO	[-6.85 -0.59]	[-0.59 -0.30]	[-0.30 -0.15]	[-0.15 -0.04]	[-0.04 0.00]	[0.00 0.00]	[0.00 0.13]	[0.13 0.28]	[0.28 0.55]	[0.55 1.08]	[1.08 24.36]
KONDO_PROSTATE_CANCER_WITH_H3K27ME3 KONDO_PROSTATE_CANCER_WITH_H3K27ME3	3.486	-0.829	-4.203	-3.061	2.555	10.570	-3.061	-3.061	-1.028	-0.399	0.400
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_DN TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_DN	2.081	-0.541	-2.759	-0.921	-3.359	0.421	-2.256	-0.921	-0.292	2.382	5.949
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_UP TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_UP	2.521	0.496	-0.844	-1.278	-3.623	-1.278	-1.278	-1.860	0.926	2.521	3.140
CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_DN CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_DN	2.227	-0.385	-1.976	-1.623	-0.845	-0.510	-2.863	-1.063	1.456	1.952	2.848
MEISSNER_BRAIN_HCP_WITH_H3K4ME2_AND_H3K27ME3 MEISSNER_BRAIN_HCP_WITH_H3K4ME2_AND_H3K27ME3	2.153	-1.093	-1.093	-1.093	-0.274	-0.452	-2.488	-0.715	-0.452	1.739	3.641
MIKKELSEN_IPS_LCP_WITH_H3K4ME3 MIKKELSEN_IPS_LCP_WITH_H3K4ME3	2.128	-0.893	-0.893	-2.952	-0.310	-0.893	0.292	-1.118	0.292	1.169	3.388
NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_DN NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_DN	2.444	-1.612	-0.541	-1.612	-0.797	0.798	-1.144	-1.612	1.055	0.798	1.689
MIKKELSEN_ES_LCP_WITH_H3K4ME3 MIKKELSEN_ES_LCP_WITH_H3K4ME3	2.578	-1.362	-1.074	-1.706	0.257	-0.638	0.257	-0.638	-0.638	0.795	3.290
KRIGE_AMINO_ACID_DEPRIVATION KRIGE_AMINO_ACID_DEPRIVATION	4.599	0.572	0.302	-0.610	-0.610	-1.202	-0.610	-0.610	0.572	-0.300	-0.608
CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_DN CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_DN	2.797	-0.363	-0.479	-2.203	-0.993	0.706	-1.230	-0.479	-0.479	1.941	0.570
LEE_TARGETS_OF_PTCH1_AND_SUFU_DN LEE_TARGETS_OF_PTCH1_AND_SUFU_DN	3.596	-0.338	-1.029	-0.731	-1.029	-0.338	-1.420	-0.338	0.404	-0.338	1.953
BLANCO_MELO_COVID19_SARS_COV_2_LOW_MOI_INFECTION_A594_ACE2_EXPRESSING_CELLS_UP BLANCO_MELO_COVID19_SARS_COV_2_LOW_MOI_INFECTION_A594_ACE2_EXPRESSING_CELLS_UP	2.160	0.301	0.402	-1.362	-0.877	-1.362	0.522	-0.533	0.301	-1.362	2.770
ODONNELL_METASTASIS_UP ODONNELL_METASTASIS_UP	2.444	1.055	-0.541	0.253	0.253	-0.797	-3.194	0.253	-0.541	0.578	0.256
