GO	[-6.85 -0.59]	[-0.59 -0.30]	[-0.30 -0.15]	[-0.15 -0.04]	[-0.04 0.00]	[0.00 0.00]	[0.00 0.13]	[0.13 0.28]	[0.28 0.55]	[0.55 1.08]	[1.08 24.36]
WU_CELL_MIGRATION WU_CELL_MIGRATION	-1.308	-1.308	-1.308	-1.925	0.514	-2.307	-2.746	-1.308	0.301	7.343	9.392
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN	0.392	-1.691	-1.691	-2.952	5.288	-0.545	-2.952	-2.468	0.392	2.128	4.496
MIKKELSEN_IPS_WITH_HCP_H3K27ME3 MIKKELSEN_IPS_WITH_HCP_H3K27ME3	1.945	-0.569	-1.888	-2.466	3.917	-1.434	-1.434	-0.790	-0.790	-0.569	5.410
BLANCO_MELO_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_A594_CELLS_DN BLANCO_MELO_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_A594_CELLS_DN	1.163	-0.312	-1.843	-0.829	0.936	-1.843	-1.432	-2.351	-1.099	1.417	7.392
VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_DN VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_DN	0.361	-0.867	-2.831	-1.439	2.056	-4.367	-0.486	-0.486	0.255	3.063	3.458
RICKMAN_HEAD_AND_NECK_CANCER_A RICKMAN_HEAD_AND_NECK_CANCER_A	1.309	-0.411	-1.460	-2.500	1.593	-1.460	-1.918	-0.810	-1.097	2.998	3.429
VERHAAK_GLIOBLASTOMA_PRONEURAL VERHAAK_GLIOBLASTOMA_PRONEURAL	-0.458	-1.192	-0.345	0.901	0.901	-7.361	-0.959	-0.345	1.085	0.590	2.892
LEE_NEURAL_CREST_STEM_CELL_DN LEE_NEURAL_CREST_STEM_CELL_DN	-0.343	0.262	-1.164	-2.445	-0.343	-1.928	-0.483	-1.508	0.679	1.595	7.120
WIERENGA_STAT5A_TARGETS_DN WIERENGA_STAT5A_TARGETS_DN	-0.506	-0.647	-0.647	-0.506	-1.241	-4.876	0.962	-1.508	1.343	2.307	3.893
MEISSNER_NPC_HCP_WITH_H3K4ME3_AND_H3K27ME3 MEISSNER_NPC_HCP_WITH_H3K4ME3_AND_H3K27ME3	1.459	-0.817	-1.682	-0.623	0.265	-1.682	-1.682	-2.089	0.495	1.998	5.423
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_16D_UP TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_16D_UP	1.264	0.721	-0.608	-1.487	-1.807	-3.102	-0.608	-2.178	1.264	3.157	2.257
KUNINGER_IGF1_VS_PDGFB_TARGETS_UP KUNINGER_IGF1_VS_PDGFB_TARGETS_UP	0.937	-1.253	-1.739	-1.253	2.230	-1.253	-0.888	-0.412	-0.888	1.856	2.647
VALK_AML_CLUSTER_11 VALK_AML_CLUSTER_11	-0.893	0.584	-0.500	-0.266	-1.575	-1.575	0.339	-0.893	2.222	0.339	2.230
CORRE_MULTIPLE_MYELOMA_DN CORRE_MULTIPLE_MYELOMA_DN	0.814	-0.416	-0.668	-0.668	-0.416	-2.405	-0.416	-0.668	1.112	-0.247	3.819
SMID_BREAST_CANCER_RELAPSE_IN_LUNG_DN SMID_BREAST_CANCER_RELAPSE_IN_LUNG_DN	-0.500	-0.500	-0.893	-0.893	4.054	-0.500	-0.893	-0.500	-0.266	-0.266	2.230
