GeneID	thp1_t_2	kg1_u_2	molm14_t_1	ociaml3_t_1	thp1_u_2	kg1_t_2	molm14_u_1	ociaml3_u_1	ociaml2_u_1	kg1_u_3	thp1_t_3	ociaml2_t_1	kg1_t_3	thp1_u_3	ociaml2_t_2	molm14_u_3	ociaml3_u_3	ociaml2_u_2	molm14_t_3	ociaml3_t_3	kg1_t_1	thp1_u_1	ociaml3_u_2	molm14_u_2	ociaml2_t_3	kg1_u_1	thp1_t_1	ociaml3_t_2	molm14_t_2	ociaml2_u_3	72h_DMSO_rep1	72h_treated_rep2	6h_treated_rep1	120h_DMSO_rep1	120h_treated_rep1	6h_DMSO_rep2	120h_treated_rep2	6h_DMSO_rep1	120h_DMSO_rep2	6h_treated_rep2	72h_DMSO_rep2	72h_treated_rep1
ENSG00000000419	-0.449872940762493	0.770240978443148	-0.29294877047569395	0.3620439141534021	-0.709801188949064	-0.46496912220976705	-0.6116629959116979	-0.7107195490263281	0.274045657798585	-0.169387073439855	-0.49889581557401	-0.0636158410307426	-0.42054597706604296	-0.218630328585272	0.17149817524911298	-0.790280927316592	-0.36973118826432	0.179907615035619	0.17142822230814597	0.167653394619555	0.287619096109623	-0.731986493556028	0.29309265792728806	-1.4530948697044501	0.355648546332279	0.41161538280328497	-0.83489548891312	0.0588004073364719	0.17602997310498497	0.277410758646349	0.23943676100590802	-0.66840597167509	0.32477507231951697	0.136085182499089	1.0790588785274	0.30477971910129	0.6628639886969611	0.261928252896235	0.6773289338463679	0.5814177334922299	0.190105703302746	1.04462953690497
ENSG00000000457	-0.506608624826839	-0.115680614031985	0.0993603831958769	0.180149783745123	-0.254084329077539	0.0631224618465945	0.117401852210186	-0.031680702074506	-0.44332084959287504	-0.10101502515830399	-0.12764597266254102	-0.302465616822327	-0.21791529002203897	-0.161215460372673	-0.204744831760475	-0.14111307892591501	0.0246357632132606	-0.488202486566829	-0.0951670866566497	-0.0886897876450121	-0.188737750155649	-0.0538337692148302	0.133931276124327	0.0813486640474385	-0.23631809236158602	0.034338087201829	-0.10569279883645698	0.0117039602432037	0.10796310862475698	-0.22436835167069502	0.21136868539340697	0.0693604492425367	0.329285564073331	0.4077780207054821	0.20659613219120201	0.342732585998601	0.450433981832697	0.136229595608384	0.32605581670332	0.346308234568141	0.23861221227623802	0.169783899389784
ENSG00000000460	0.15975728925066	-0.40138251446303	0.13963591542971301	-0.180287318377032	-0.0107997517461268	-0.61056176607685	0.0788695107621922	-0.14030481263782402	0.269239891345739	0.0135344177322381	-0.0411347041314623	0.31859586071586304	0.0626329716209444	-0.0500601422067	0.08052111839230401	0.00490671322844119	-0.270758615611493	0.19532533265369698	0.0219346781618705	-0.0718325630081558	-0.15120835376355302	0.0167435885215099	-0.40429038309970095	0.227710263695535	0.101488983556865	-0.11845330556500598	0.0345296238981363	-0.35124211226766805	-0.486636754994718	0.17643613859146803	0.109421130035226	0.11507423794362599	0.0619694031995609	0.141034524073854	0.0789193543778395	0.143101945100224	-0.0159132407120635	0.130440927366941	0.17443296914060702	0.0716756846913425	0.22058619500154603	0.156347670173442
ENSG00000001167	0.21009906013797197	-0.0956893476924071	0.13325292150155602	0.218057021719447	0.42370527004346503	-0.112956672839441	0.46771562194027605	0.32390478082900703	0.386236359506294	-0.35580023198201	-0.0971823098625228	0.47790986394594104	-0.551105661494254	-0.00156505468553306	0.6163080911433011	0.244413790108689	0.36150323206494606	1.09455877973869	-0.0837578742159353	-0.079741312914489	-0.371849724453809	0.0967058836598521	0.5081948181547	0.48466260976780295	0.490676028714342	-0.079568533001007	0.0936352064879171	0.47133569713804796	0.5801019344855229	0.5024121582009691	-0.41649949855788393	-0.75255334104974	-0.34486401016407	-0.164389084630988	-0.76243540448262	-0.311003974713048	-0.849739557703905	-0.49588303342730894	-0.37332302335739004	-0.274584461320265	-0.6198688688159331	-0.9910281479241719
ENSG00000001629	-0.47427676213015707	-0.113741591857725	-0.400768190476489	0.32514804293194105	-0.5528307885581639	0.00729080332979953	-0.363531008540633	0.29660273864416803	-0.16939153731070802	0.0130830118346217	-0.37034423964145297	-0.162601356406891	0.0223661928772611	-0.272431812871502	-0.204745428840416	-0.269316966680469	0.208787628129941	-0.167215827155022	-0.204494485927696	0.457646995244387	-0.024937690083758998	-0.404972623635043	-0.0476465832364157	-0.5722175811038941	-0.169791195217514	-0.0429033476879036	-0.399285513462713	0.328208410506006	-0.61917348053571	-0.0483285861936588	0.377683984487336	0.25180831305984697	0.362925093226914	0.40509391315097293	0.5294605740863979	0.336781915242343	0.504150754109132	0.34759413358776803	0.22812586980865698	0.189823141247917	0.40648194201889204	0.4558831400296339
ENSG00000001631	-0.357804968331573	0.00652891429004231	-0.0664570269681057	-0.0140587021817702	-0.00784799439494968	0.10878789964382199	-0.0362126761510461	-0.36121002804153496	-0.0655501863604354	-0.209364229413031	-0.0741230887762654	-0.343934172267432	-0.283771992560238	-0.132410594046335	-0.36743222450016605	-0.331377303900279	-0.237238956287882	-0.4854954413910471	-0.0109825175758134	-0.0800110532879273	-0.21370843228709802	-0.473837217979166	-0.0923349041139332	-0.224919174862371	-0.0526038598336252	-0.142216937187426	-0.128864611157923	-0.0534365219980304	-0.242569215172249	-0.216522188794948	0.273038778283439	1.34524191202821	0.0940236999222617	0.231208237957414	0.56038031756614	0.47684335849596204	0.5344278362413171	0.452528318193698	0.268344113796339	0.26364125647596	0.25135614809749396	0.43994542883049703
ENSG00000002834	-0.26050115040447197	0.024946158908459	0.223588183270538	-0.0428822597784985	-0.0394889319965322	0.016074568691008	0.068807341488393	0.0139225912378604	-0.40556200594340397	-0.14599523709902698	-0.257233683660901	-0.286478438187891	-0.212471841283293	-0.142400613687423	-0.206541663950105	-0.0943323863077942	-0.0346674755776146	-0.492998180451125	0.249280301424558	0.0214826925463031	-0.205642347839324	-0.36994602330506704	0.00527928369423818	0.18292070147884001	-0.349075094837196	-0.19997536940076702	-0.236217638441512	-0.108919467078682	0.331472053793034	-0.354406025108163	0.28862729896220696	0.36436563096873104	-0.0259268562165552	0.445554887092903	0.47531134274805603	0.053397444369579	0.392974912121073	0.22091350865658202	0.21083993946464497	0.0845045080493727	0.28013442197111604	0.517264919617849
ENSG00000003056	-0.33631850085643394	0.215516605010368	-0.0382496241703223	-0.146357089214066	-0.256460872139825	-0.22388916075357798	-0.0822794020501434	0.332780200812289	0.17997884707227302	0.24193936550194897	-0.0189571417955545	0.127307195789991	0.152304837123	-0.0444830449173641	0.0327625398418828	0.119048044823481	0.33427835213394796	0.24760033636519702	-0.0192220294456902	0.0187880473345957	-0.0922770281882846	-0.0923124766758432	0.27759836213566197	0.0513768956198805	0.21310194402606603	-0.116376231912153	-0.23378842643969	0.0633543588610369	0.25792011910380497	0.377149313312677	-0.116140223800056	-1.05996133574651	0.0934266859225271	0.0799856565357877	-0.0549208153422599	0.0725285266791926	-0.0143481305909676	-0.0412166450379815	-0.16821630108513003	-0.23726665578500503	0.137462343622517	-0.23316744168127101
ENSG00000003756	0.18831828542832396	-0.0274417137181973	0.107481669675398	-0.0879558826073309	0.27448481238336103	0.217681720398489	0.14755410251252601	0.0388997782325577	-0.19453387129768301	-0.22678975150315803	-0.241086086951537	-0.16147505765280898	-0.00578095700586193	-0.122685543253385	-0.23271468063143302	0.0941798039492719	-0.20734980106672898	0.126367404342788	-0.146215021238014	-0.230705992128982	0.0575404292953509	-0.0828741381097206	0.075264170569615	0.44369374720030097	-0.263703925928525	0.0570859827259492	0.000628148080739369	0.421541612324735	0.07154049078496601	-0.28165490025905104	-0.0992472928521275	1.15110662685478	-0.238460757289133	-0.27723223456807106	0.00327205312635322	-0.0797533978356652	0.022605596387492	-0.23071009022367298	-0.0525731236864374	0.0569008730348111	-0.17476459994982999	0.109561512449547
ENSG00000004399	0.6854801263749289	-1.45489910987515	1.6838845995674399	0.0957505308971341	0.35206078963637	-0.8484768242388772	0.8851566260259609	0.0360127849014179	-0.7714568967993879	-1.65035273714807	0.5387849126640399	-0.7175069989895849	-1.0050907620941198	0.209800758981284	-0.766000152654765	0.7436305895084059	-0.652440998148574	-1.4385726915868202	1.53512817058203	0.41618891345129205	-0.576256013130051	0.738551011520984	-0.27776630945734804	1.10681441172276	-1.00950731465323	-1.52605029172768	0.8248886216626641	0.6798687125375921	1.7481241240919798	-1.27172952253034	0.39723968339008003	-0.5896722863041091	0.129931136689914	0.34973998998752803	0.0244220687290488	0.18828606312137697	-0.172908330789439	0.23656120688259302	0.318567107151846	0.21044649336024399	0.44908214737818897	0.144285659310456
ENSG00000004455	-0.180268984200608	-0.832876067375682	-0.0218210966005191	-0.0584906332577639	-0.143820735894429	-0.626348426083589	-0.202696444377863	0.11482253245450201	-0.5222668719818689	-0.38127393773974605	-0.29689179485668604	-0.37213231445955997	-0.5129003057139799	-0.307754321278075	-0.384165398841891	-0.10893748860996301	-0.0688533682208199	-0.656494115513812	-0.131098383143515	-0.0844763287409778	-0.5475109920609461	-0.0705622821340782	-0.0983506490162406	-0.302040402040014	-0.457684779912326	-0.287212453671183	-0.0879333225464844	-0.17581800895074498	-0.12257384880818499	-0.487142839105257	0.538269773934269	1.141215942289	0.612529849567135	0.8118207409665992	0.70275827542285	0.816859856505267	0.7739785804113092	0.6703942770709139	0.665415320396064	0.541642456084168	0.666133758353773	0.4745552316809621
ENSG00000004468	-0.0785598146662868	0.0429900406433605	-0.104981504667665	-0.548345358042068	-0.307864627096352	0.169801373769545	-0.434601208206182	-0.320060819699015	0.061493863156812004	0.12369258049531098	-0.26783153993033104	0.347004526037279	0.22532080906027	-0.331390042280679	0.0909486531404343	-0.29324857400868	-0.6933022599987851	-0.267029170814807	-0.34315021253672495	-0.32260917069063105	0.40220920422486606	0.0577616450657653	-0.43063693510703294	-0.678325232255106	0.0995345290024861	0.230943550367899	-0.22735580150806897	-0.405233753663664	-0.599820029991022	-0.0213565019871602	0.467621865513892	0.338161669101526	0.5674535018360171	0.23293962227945603	0.370277210712587	0.436475658572617	0.4100122713710821	0.361551256340152	0.44061001567816294	0.38709532323875895	0.301682513949339	0.510120873592642
ENSG00000004487	-0.141327541863823	-0.0259800579912455	0.074514808877982	-0.138923142378966	-0.395134535108459	-0.18426891271050502	0.0360340631411151	-0.0983164153385266	0.0617501716956523	0.0566354792675981	-0.149644790860849	0.11019113411152198	-0.177836014731796	-0.00945939911908584	-0.14025386035048598	0.0765074083296292	0.0894942192365276	0.158006912806205	0.0708533862498982	0.0778669985913805	-0.22878279276656502	-0.229506942492886	-0.0924983417341618	0.0597779469288805	0.10393541530162699	0.00957237467151262	-0.16469125706748097	-0.197402033505557	-0.292577713626485	0.193228256192621	0.167138330326266	0.165266226237841	-0.016233721184105	0.0328451923487073	0.13834553128802599	0.261948396331277	-0.00427939187482198	0.24736439674807803	0.0388550124679941	0.12133328049683301	0.009394363427320371	0.32625755963131103
