GO	[-16.09 -0.83]	[-0.83 -0.36]	[-0.36 -0.18]	[-0.18 -0.06]	[-0.06 0.00]	[0.00 0.04]	[0.04 0.18]	[0.18 0.39]	[0.39 0.65]	[0.65 1.16]	[1.16 19.61]
VERHAAK_AML_WITH_NPM1_MUTATED_UP VERHAAK_AML_WITH_NPM1_MUTATED_UP	19.468	0.403	-1.099	-0.876	-1.668	-0.689	-3.484	-1.099	-1.361	-0.301	0.399
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_DN TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_DN	16.794	1.077	-1.681	-1.131	-0.728	-1.681	-1.681	-1.681	-0.571	-1.681	1.070
BROWN_MYELOID_CELL_DEVELOPMENT_UP BROWN_MYELOID_CELL_DEVELOPMENT_UP	12.147	1.918	-0.607	-1.011	-1.011	-2.914	-1.275	0.792	-1.960	-1.011	-0.461
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_DN TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_DN	10.839	2.026	0.380	-1.096	-1.346	-3.906	-1.346	0.380	-0.700	-0.882	-0.551
SMIRNOV_CIRCULATING_ENDOTHELIOCYTES_IN_CANCER_UP SMIRNOV_CIRCULATING_ENDOTHELIOCYTES_IN_CANCER_UP	13.089	0.452	0.452	-1.338	-1.338	-3.007	-0.839	0.452	-1.067	-0.649	-0.497
HESS_TARGETS_OF_HOXA9_AND_MEIS1_DN HESS_TARGETS_OF_HOXA9_AND_MEIS1_DN	12.465	0.468	-0.934	-1.307	-0.934	-3.443	-0.289	-0.934	-0.442	0.314	-0.444
ALTEMEIER_RESPONSE_TO_LPS_WITH_MECHANICAL_VENTILATION ALTEMEIER_RESPONSE_TO_LPS_WITH_MECHANICAL_VENTILATION	11.058	0.839	-1.704	-0.737	-1.704	-2.194	-0.737	-0.536	-1.704	1.058	0.342
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_ERYTHROCYTE_UP TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_ERYTHROCYTE_UP	7.587	0.583	-0.681	-2.698	-1.428	-2.698	-1.781	1.600	-1.132	0.583	1.122
CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_DN CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_DN	10.904	-0.346	-0.991	-1.240	-1.240	0.602	-0.991	-1.240	-0.782	-0.782	0.922
PODAR_RESPONSE_TO_ADAPHOSTIN_UP PODAR_RESPONSE_TO_ADAPHOSTIN_UP	9.528	0.359	-0.349	-1.361	-0.637	-1.706	-0.477	1.434	-2.117	-0.477	-0.838
STEARMAN_TUMOR_FIELD_EFFECT_UP STEARMAN_TUMOR_FIELD_EFFECT_UP	4.753	1.131	-0.385	-1.367	-0.733	-1.367	-1.367	-0.733	0.231	2.093	-1.370
WIERENGA_STAT5A_TARGETS_DN WIERENGA_STAT5A_TARGETS_DN	5.804	1.745	-1.996	-2.385	-0.431	-2.385	0.480	-0.559	-1.114	0.277	1.288
WILENSKY_RESPONSE_TO_DARAPLADIB WILENSKY_RESPONSE_TO_DARAPLADIB	8.373	0.727	-0.491	-0.491	-0.222	-1.035	-1.035	-1.035	-1.035	-0.491	-0.223
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_DN TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_DN	7.356	0.581	-0.718	-1.925	-0.939	-1.534	-1.534	-0.718	-0.395	0.320	1.909
LENAOUR_DENDRITIC_CELL_MATURATION_DN LENAOUR_DENDRITIC_CELL_MATURATION_DN	5.526	4.123	-0.885	-0.343	-2.445	-0.885	0.263	-1.164	-0.482	-0.660	-0.889
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_UP TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_UP	6.829	1.290	-2.152	-1.465	-1.783	-0.958	-0.958	1.087	0.591	-0.345	-0.599
ROSS_AML_WITH_MLL_FUSIONS ROSS_AML_WITH_MLL_FUSIONS	6.426	0.642	0.446	-0.488	-1.064	-3.069	0.879	0.289	-1.517	-0.731	-0.734
BROCKE_APOPTOSIS_REVERSED_BY_IL6 BROCKE_APOPTOSIS_REVERSED_BY_IL6	5.544	0.677	-0.320	0.677	-1.295	-4.677	0.523	0.677	-0.594	-1.295	-0.598
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_MONOCYTE_DN TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_MONOCYTE_DN	8.487	0.435	-0.578	-0.578	0.259	-1.431	-0.348	-0.578	-2.238	-0.578	0.257
GERY_CEBP_TARGETS GERY_CEBP_TARGETS	7.774	1.193	-0.743	-0.982	-2.071	-1.635	-0.551	-0.551	-0.282	0.595	-0.555
RUIZ_TNC_TARGETS_UP RUIZ_TNC_TARGETS_UP	7.623	-0.446	-1.566	-0.993	-0.446	-2.883	0.275	-0.594	0.275	0.378	0.805
ALCALAY_AML_BY_NPM1_LOCALIZATION_UP ALCALAY_AML_BY_NPM1_LOCALIZATION_UP	5.825	0.320	-1.209	-1.209	-1.925	-1.209	-0.283	-0.395	-1.534	0.935	1.909
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	2.693	-2.155	-0.864	-1.362	0.721	3.223	-1.362	-1.362	-0.534	0.477	0.475
WU_CELL_MIGRATION WU_CELL_MIGRATION	6.888	-1.593	-2.306	-1.061	-0.401	-0.673	-1.061	-0.524	0.649	0.970	0.795
NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_UP NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_UP	6.164	1.169	-1.241	-1.819	0.262	-0.344	-1.241	-1.819	0.262	0.627	-0.548
ZHENG_FOXP3_TARGETS_IN_THYMUS_UP ZHENG_FOXP3_TARGETS_IN_THYMUS_UP	2.280	0.946	0.637	0.508	-1.027	-1.837	0.946	2.560	-0.828	-1.837	-3.604
WIERENGA_STAT5A_TARGETS_UP WIERENGA_STAT5A_TARGETS_UP	5.529	1.902	-0.711	-1.611	-0.437	-3.178	-0.711	0.271	-1.095	0.464	0.580
ADDYA_ERYTHROID_DIFFERENTIATION_BY_HEMIN ADDYA_ERYTHROID_DIFFERENTIATION_BY_HEMIN	6.235	-0.263	0.342	0.342	-0.421	-1.393	-0.421	0.998	-0.646	-2.903	-0.963
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_16D_DN TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_16D_DN	5.403	0.440	1.220	-0.791	-1.382	-3.714	-0.791	-0.417	0.776	-0.291	-0.585
SERVITJA_ISLET_HNF1A_TARGETS_UP SERVITJA_ISLET_HNF1A_TARGETS_UP	2.714	0.617	-1.220	-2.715	-0.337	-0.594	-1.511	-1.511	0.772	-0.337	4.105
MISSIAGLIA_REGULATED_BY_METHYLATION_UP MISSIAGLIA_REGULATED_BY_METHYLATION_UP	6.114	-0.469	-2.413	-1.142	-0.866	-1.142	0.272	0.893	-0.644	1.630	-0.648
BURTON_ADIPOGENESIS_3 BURTON_ADIPOGENESIS_3	4.716	-1.563	-0.833	1.734	0.337	-0.833	1.734	-0.588	-0.833	-0.833	-2.103
LIAN_LIPA_TARGETS_6M LIAN_LIPA_TARGETS_6M	4.443	2.504	-2.216	-1.580	-0.340	-0.775	-0.775	-1.580	0.413	0.413	0.263
HUANG_GATA2_TARGETS_UP HUANG_GATA2_TARGETS_UP	6.022	1.518	-0.783	0.283	-1.015	-1.015	0.392	0.853	-1.015	-1.632	-1.638
HAHTOLA_SEZARY_SYNDROM_UP HAHTOLA_SEZARY_SYNDROM_UP	4.997	-0.301	-0.301	-0.301	-0.641	-0.446	0.817	0.613	-1.650	0.301	-3.950
DELPUECH_FOXO3_TARGETS_UP DELPUECH_FOXO3_TARGETS_UP	5.626	1.206	-0.810	0.440	-0.329	-2.654	-0.810	-0.527	-0.527	-1.211	0.438
FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_DN FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_DN	2.924	-0.309	-0.309	1.137	0.293	-0.686	2.618	0.293	-3.874	-1.327	-1.622
JOHNSTONE_PARVB_TARGETS_2_UP JOHNSTONE_PARVB_TARGETS_2_UP	4.512	-0.525	0.596	0.452	-1.898	-2.929	1.952	0.330	-0.921	-0.525	-0.706
BASSO_CD40_SIGNALING_UP BASSO_CD40_SIGNALING_UP	6.892	0.267	-0.338	-1.028	-1.933	-0.730	0.783	0.405	-1.028	-1.028	0.265
ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_UP ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_UP	6.593	0.947	-1.002	-1.299	-0.411	-1.661	0.579	-0.566	-0.760	0.579	-1.007
