GO	[-1.85 -0.29]	[-0.29 -0.14]	[-0.14 -0.06]	[-0.06 0.01]	[0.01 0.07]	[0.07 0.12]	[0.12 0.18]	[0.18 0.25]	[0.25 0.33]	[0.33 0.47]	[0.47 17.21]
BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES	-0.228	9.198	3.209	-0.228	-0.704	-1.161	-1.161	-1.912	-1.161	-1.161	-1.902
GAVIN_FOXP3_TARGETS_CLUSTER_T7 GAVIN_FOXP3_TARGETS_CLUSTER_T7	-0.568	-0.360	-0.568	1.465	0.848	-1.863	4.829	-0.360	-1.863	-0.863	-0.354
FUJII_YBX1_TARGETS_DN FUJII_YBX1_TARGETS_DN	-1.729	-0.599	-1.051	-1.051	0.907	3.704	1.630	0.290	-1.729	0.907	-0.789
HUANG_GATA2_TARGETS_UP HUANG_GATA2_TARGETS_UP	0.435	0.289	0.834	3.296	0.616	-1.372	-0.986	-0.314	-0.475	0.435	-3.526
ALONSO_METASTASIS_UP ALONSO_METASTASIS_UP	-0.323	-0.633	0.400	0.546	0.918	2.660	1.145	0.280	-1.887	-0.633	-3.833
SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM	-2.120	-1.011	-1.676	-1.676	0.951	0.951	0.580	1.695	1.695	0.580	-0.754
SASAKI_ADULT_T_CELL_LEUKEMIA SASAKI_ADULT_T_CELL_LEUKEMIA	0.277	-1.011	1.057	0.809	1.057	-0.326	1.057	0.596	-0.326	-3.588	-1.386
MCBRYAN_PUBERTAL_BREAST_5_6WK_UP MCBRYAN_PUBERTAL_BREAST_5_6WK_UP	-0.575	-0.994	-0.994	1.539	-0.318	-0.575	0.284	-0.318	0.784	3.096	-1.694
YANAGIHARA_ESX1_TARGETS YANAGIHARA_ESX1_TARGETS	-0.497	-0.497	0.524	4.582	0.166	0.166	-0.497	-0.497	-0.497	0.166	-0.495
BILD_SRC_ONCOGENIC_SIGNATURE BILD_SRC_ONCOGENIC_SIGNATURE	-1.454	-0.219	-0.219	0.403	-0.219	-1.454	0.403	0.680	0.403	-1.454	2.502
BOYLAN_MULTIPLE_MYELOMA_D_CLUSTER_DN BOYLAN_MULTIPLE_MYELOMA_D_CLUSTER_DN	-0.705	2.546	1.207	-0.273	-0.705	-0.705	-0.705	0.706	-0.705	-0.273	0.334
PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_UP PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_UP	-0.414	-0.414	0.211	-0.414	-0.414	-0.414	-0.414	-0.414	2.041	2.041	0.213
