GO	[-1.00 -0.56]	[-0.56 -0.15]	[-0.15 0.16]	[0.16 0.35]	[0.35 0.51]	[0.51 0.66]	[0.66 0.79]	[0.79 0.92]	[0.92 0.98]	[0.98 1.00]	[1.00 1.00]
HP_ABNORMAL_PERICARDIUM_MORPHOLOGY HP_ABNORMAL_PERICARDIUM_MORPHOLOGY	0.509	0.509	-1.286	-1.286	2.885	-0.672	0.509	-1.286	-1.286	0.836	0.512
HP_STOMATITIS HP_STOMATITIS	1.514	-1.411	-0.766	-1.411	1.514	-0.766	1.080	0.716	-1.411	0.716	-0.404
GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_KINASE_ACTIVITY GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_KINASE_ACTIVITY	-0.204	1.214	-0.995	1.214	1.214	0.426	-0.995	-0.995	-0.995	0.772	-0.991
HP_GANGRENE HP_GANGRENE	0.216	-0.912	-0.912	-0.912	1.935	-0.912	1.935	0.490	-0.912	0.490	0.218
HP_DIALEPTIC_SEIZURE HP_DIALEPTIC_SEIZURE	-2.594	-0.713	-1.397	0.419	1.336	-0.713	-0.326	0.277	0.808	-0.490	3.245
GOBP_TRNA_METABOLIC_PROCESS GOBP_TRNA_METABOLIC_PROCESS	-0.890	-0.257	0.350	1.003	2.035	0.628	0.350	0.804	-0.674	-0.674	-4.410
HP_APLASIA_HYPOPLASIA_OF_THE_LUNGS HP_APLASIA_HYPOPLASIA_OF_THE_LUNGS	-2.244	3.065	-0.923	-0.923	0.258	0.946	-0.923	-0.349	-0.349	0.946	0.439
GOBP_SEGMENTATION GOBP_SEGMENTATION	1.130	0.501	-1.702	-0.993	0.784	0.501	0.284	-0.575	-1.702	-0.575	2.013
HP_AUTISM HP_AUTISM	-1.082	-2.707	-0.540	-0.365	0.246	0.738	-1.483	0.540	2.226	0.376	1.548
GOMF_EXONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_5_PHOSPHOMONOESTERS GOMF_EXONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_5_PHOSPHOMONOESTERS	-0.336	-1.744	-0.600	-1.026	-0.336	3.604	0.268	0.268	-1.026	0.476	1.092
GOBP_DNA_REPLICATION_INITIATION GOBP_DNA_REPLICATION_INITIATION	-0.280	0.607	-0.580	-1.162	2.570	-1.162	0.979	0.607	-1.162	0.323	-0.577
GOMF_PHOSPHOPROTEIN_BINDING GOMF_PHOSPHOPROTEIN_BINDING	-2.077	-0.493	0.782	-0.811	0.782	-0.811	1.882	1.097	0.782	-0.493	-1.289
GOMF_TRANSLATION_REGULATOR_ACTIVITY GOMF_TRANSLATION_REGULATOR_ACTIVITY	1.471	-1.523	-1.068	0.880	3.087	-0.489	0.642	-1.068	-1.068	-0.314	-0.484
GOCC_GABA_ERGIC_SYNAPSE GOCC_GABA_ERGIC_SYNAPSE	3.056	-0.580	0.892	-0.580	-0.199	0.892	-0.580	-0.580	-0.580	-0.580	-0.198
GOMF_TRANSLATION_INITIATION_FACTOR_ACTIVITY GOMF_TRANSLATION_INITIATION_FACTOR_ACTIVITY	0.979	-1.162	-1.162	0.607	1.965	-0.280	-1.162	-0.580	-0.580	0.979	0.326
HP_SELF_MUTILATION HP_SELF_MUTILATION	0.256	-0.351	-0.829	-0.829	-0.829	0.991	-0.351	-0.829	-0.351	2.151	1.529
HP_SEROSITIS HP_SEROSITIS	1.522	-0.829	-0.351	-0.829	0.991	-0.829	0.991	-0.829	-0.829	0.566	0.569
GOMF_TRANSCRIPTION_COREPRESSOR_ACTIVITY GOMF_TRANSCRIPTION_COREPRESSOR_ACTIVITY	-0.777	-0.569	-1.769	-0.569	-0.777	0.321	-0.406	-1.039	2.842	1.011	2.150
GOBP_CELLULAR_DEFENSE_RESPONSE GOBP_CELLULAR_DEFENSE_RESPONSE	-0.829	1.522	0.991	0.566	-0.351	-0.829	-0.829	0.566	0.991	-0.829	-0.826
