GeneID	ociaml2_t_3.y	ociaml2_t_2.y	ociaml2_t_1.y	ociaml3_u_2.y	ociaml3_u_3.y	ociaml3_u_1.y	thp1_u_3.y	thp1_u_2.y	molm14_u_1.y	molm14_u_2.y	thp1_u_1.y	molm14_u_3.y	kg1_t_2.y	kg1_t_3.y	kg1_t_1.y	molm14_t_3.y	molm14_t_2.y	thp1_t_1.y	thp1_t_2.y	molm14_t_1.y	thp1_t_3.y	kg1_u_1.y	kg1_u_3.y	kg1_u_2.y	ociaml2_u_1.y	ociaml2_u_2.y	ociaml2_u_3.y	ociaml3_t_1.y	ociaml3_t_3.y	ociaml3_t_2.y
ENSG00000000460	-0.148334029365277	-0.000130948090381722	-0.018190214401864	0.275688488408005	0.173097208492131	0.379883266481387	-0.135705630481454	-0.64727824206614	0.362302768045669	0.161169464902918	0.00979050831368955	0.412622674512121	-0.0538214955034215	-0.099232711260596	0.0190986950894008	0.116069977761528	0.221223711611456	-0.117672176378763	-0.341214884547357	-0.154171169987872	0.000130948090381722	-0.0363722316432638	-0.00861840304947137	0.300133651227259	0.0999354868747488	-0.23287499219107	0.0738155344865197	-0.103799349378161	-0.05821447134851	0.160635898033628
ENSG00000001629	-0.350515033223404	-0.388453065824599	-0.206880638072999	0.982961892812917	0.873607636262847	1.01311556950113	-0.208294384251396	0.00468101931609333	-0.109326035385804	-0.229483061191737	0.00338283760134583	-0.00338283760134583	-0.187896414562576	0.125588216759215	0.0737716711313148	-0.243569018541251	-0.202803316282667	-0.329490156993025	-0.496133026173261	-0.393254704341154	-0.249511476627044	0.158426626170166	0.245293123651095	-0.14884092603928	0.0361984118244383	0.160949476024197	0.0623109310992982	0.360812771548283	0.348665847633653	0.218458482503524
ENSG00000001631	-0.181746589750892	-0.0568014810018425	0.039618532888849	0.68154318622135	0.784532502641208	0.91710656364309	-0.0756946861901935	-0.067434960557168	-0.23879437095983	-0.21660650272252	0.301489789373546	-0.0660560663307277	-0.101360788733246	0.241304119595244	0.252966108989721	-0.259951211497886	-0.10888059130395	-0.028828585717338	0.0340114196610526	-0.300935334435872	-0.000702888411680203	0.17092006509306	0.19974368093823	0.0666269758140845	-0.13101224031047	0.000702888411680203	-0.0550864357528789	0.496588529036239	0.621463595548843	0.582381652977893
ENSG00000003756	-0.46635541250026	-0.253225516897432	-0.350624846961044	-0.0671947846160417	-0.104096284962376	-0.0871280324990162	0.162326075738765	0.118772924790146	0.00761234237173403	-0.204013289727621	0.308776128136121	-0.00761234237173403	0.208075524577966	0.234595217875446	0.352176572121525	0.184066903620276	0.229774284176935	0.214325026672957	-0.0152350645745121	0.145554868304356	0.161542078107995	0.388682550275734	0.361430001898254	0.399520026309995	-0.465348063323793	-0.604934722502752	-0.429767267092538	-0.0339085325710839	-0.0129410833211954	-0.457782743258389
ENSG00000004399	-0.0793149587672088	-0.413941101652122	-0.518457893278254	-0.541661683607609	0.337588924536006	-1.24405898891552	0.730752419452962	0.310623197339509	-0.0280855232589365	-0.291546849925561	-0.794045875806056	0.252272437342297	-0.0858556831353052	0.557345606339431	-0.751510819887378	0.250758359166492	0.387322556379456	-0.323061800520157	0.30774667312343	-0.0305296810611573	0.0280855232589365	0.0801445065806821	0.386118603971259	0.453418313889754	-1.53087186040613	-0.109083158321003	-0.408625919578778	0.798983818561913	0.286451021131104	0.156456104968933
ENSG00000004455	0.107565526273266	-0.0212253850519901	0.078279292938189	0.266201812498306	0.254482294321658	0.0902756092883874	-0.309552044248995	-0.76358622690912	0.0405038641756845	0.149830416771243	-0.590312591676779	0.0212253850519901	-0.76232396197969	-0.857129613576302	-0.756714527004073	0.0913849505497182	0.0573004943371411	-0.735867437624757	-0.68056131594787	-0.0411333143210189	-0.562341573081217	-0.952574851846833	-0.724893673037247	-0.532146580642196	0.302885807558444	0.266819666371769	0.281456545577349	-0.0411769892591329	0.328529351252145	0.255592858295439
ENSG00000004487	-0.0598767206337816	0.126572095765816	-0.0091750303579432	-0.0191125639534984	-0.12108764643647	-0.0746884996867219	-0.0879550913783755	0.124314822176424	0.0436845129212027	0.0525298378640806	-0.100557130102014	0.0091750303579432	0.608833240545055	0.673350307225813	0.638937011221543	-0.114477681575858	0.166481611252976	-0.118037644071619	-0.0395195340825318	-0.204210364099324	-0.0246887511030729	0.552334417142847	0.685075425089733	0.608310113117679	0.117361346192471	0.0590354034376923	0.0657921270404036	-0.21721368028165	-0.205776203889596	-0.0798657531723879
ENSG00000004534	-0.0877661166042873	-0.0774160978766307	-0.111702751369643	0.239776978040445	0.199750767237791	0.364983808434064	0.0663390977878136	0.208952638723838	0.164707918960202	0.468050823022232	0.208605078721107	0.198699276932746	-0.135818072678345	0.00804746690254277	-0.00804746690254277	-0.229074327931668	-0.0147809894767494	-0.183367195719592	-0.166608313093668	-0.386809587190833	-0.186417333001206	0.0759513200655038	0.237486225351603	-0.16546303861477	0.0121227112156141	0.255494166240354	0.0328863904512042	-0.256994205194261	-0.167648663007565	-0.18876624192531
ENSG00000004766	-0.574283019457675	-0.628638551586403	-0.549162803147974	0.494548674144896	0.385380471805122	0.409621431610239	-0.215354705314239	0.157675930210659	0.0243907929636338	0.453014663936305	0.0304046562535643	-0.0417622268418754	0.176860079772389	0.129886245347175	0.0880030609829321	-0.141942404314469	-0.0243907929636338	-0.422606012564821	-0.384893607631054	-0.205451308917985	-0.465399846602747	0.128134655452218	0.330794263773192	0.0453369371228511	-0.424274392905984	-0.13641040010056	-0.484470797820539	-0.0848851768802632	0.0418480597649102	0.314240784353553
ENSG00000004897	0.0126812830009273	-0.107213758581907	0.0464897617295934	0.185750671431729	-0.0844071619812228	0.135970954739863	-0.224274554912464	-0.0575857899232899	-0.0606842618578751	0.00258639237673641	0.0930610764471478	-0.148100838045444	-0.00258639237673641	-0.108687957141179	0.0583629402446251	-0.360449408314612	-0.148017871647695	0.0180934994251691	-0.0176025636793335	-0.338273074988093	0.0314016546161939	0.00536553704608167	-0.107743884478084	0.0260323201017627	0.182062071033211	0.0873548099838288	0.0625253375854786	0.0660486423368063	-0.327454814718744	-0.23625943189073
