Threshold	NumGenes	Correlation
Inf	0	NA
8.05236598017472	2066	0.858816193487278
7.98995161709795	2202	0.861203836187728
7.91884022394754	2325	0.860185687398124
7.84965240498719	2455	0.85911140336796
7.78822121331468	2580	0.857963969048037
7.72266015074985	2712	0.856603481327671
7.66792259367651	2836	0.856095950334971
7.60749504339031	2979	0.854708982285465
7.54114996640093	3122	0.852309397511112
7.47790084078987	3273	0.851128410171799
7.41806524819753	3434	0.851524079180387
7.35430975649876	3607	0.849990202765232
7.29058611253856	3758	0.848646945590677
7.23203978033865	3903	0.847382897294997
7.17116956338335	4057	0.84641229334707
7.10517123964725	4223	0.846018728887294
7.04412339482722	4389	0.845091370483237
6.98310321334825	4541	0.843782253598987
6.91976367159167	4702	0.843056267700595
6.86094762397434	4877	0.841946889953495
6.80032868554754	5042	0.841417193806179
6.7343622194206	5212	0.840252115269188
6.66362050891564	5371	0.839054739377207
6.60565285031395	5526	0.83753377659925
6.53615081018813	5700	0.836454685350213
6.46794792612071	5875	0.835382229376862
6.40493151460639	6043	0.834205614527516
6.33361627575921	6213	0.833666540977307
6.2591170806035	6390	0.830767765505884
6.198357288799	6530	0.829430572395988
6.13221054873053	6709	0.82780563429407
6.06595896758307	6893	0.826009634737756
5.99428664025117	7066	0.825204124859436
5.92733417876528	7237	0.824069252441406
5.86082949426384	7409	0.82307358887625
5.79208023338346	7580	0.821079863584791
5.72054504213894	7757	0.818923763309528
5.63858178400772	7910	0.816765287551528
5.57022316944419	8069	0.815038297593479
5.50757769879412	8235	0.812409424522637
5.43832864855907	8394	0.809951747780568
5.35832579211986	8540	0.808251163916548
5.28993935588378	8709	0.806412508865489
5.22157960919953	8856	0.803773238941382
5.14780996732658	9019	0.801232294240773
5.07594685343762	9176	0.798379487337078
5.00042222319423	9342	0.795882323497771
4.92571926652227	9493	0.795114287556286
4.85994971761933	9619	0.792653874476302
4.80148722969744	9773	0.789787079567003
4.71161848903863	9954	0.786765202381909
4.56716430515928	10192	0.783808129844761
4.49805277537346	10364	0.780659378963965
4.34423705773864	10592	0.777041614002843
4.29955331666141	10652	0.776163935308035
4.29955331666141	10652	0.776163935308035
4.29955331666141	10652	0.776163935308035
4.29955331666141	10652	0.776163935308035
4.29955331666141	10652	0.776163935308035
4.29955331666141	10652	0.776163935308035
4.29955331666141	10652	0.776163935308035
4.29955331666141	10652	0.776163935308035
4.24091689852264	11363	0.757355749997009
4.09894582207758	11665	0.751587754849543
3.9528481283958	11964	0.74562380792487
3.78255406871974	12263	0.739849787128444
3.63831493880395	12562	0.734000082021698
3.46532523110789	12861	0.727323981812253
3.26566860349983	13159	0.721629234131964
3.0126657801849	13458	0.716152662798186
2.77711088902082	13755	0.712207321095452
2.15243380366294	14029	0.709800039712584
2.15243380366294	14029	0.709800039712584
2.15243380366294	14029	0.709800039712584
2.15243380366294	14029	0.709800039712584
