GeneID	ociaml2_t_3.x	ociaml2_t_2.x	ociaml2_t_1.x	ociaml3_u_2.x	ociaml3_u_3.x	ociaml3_u_1.x	thp1_u_3.x	thp1_u_2.x	molm14_u_1.x	molm14_u_2.x	thp1_u_1.x	molm14_u_3.x	kg1_t_2.x	kg1_t_3.x	kg1_t_1.x	molm14_t_3.x	molm14_t_2.x	thp1_t_1.x	thp1_t_2.x	molm14_t_1.x	thp1_t_3.x	kg1_u_1.x	kg1_u_3.x	kg1_u_2.x	ociaml2_u_1.x	ociaml2_u_2.x	ociaml2_u_3.x	ociaml3_t_1.x	ociaml3_t_3.x	ociaml3_t_2.x
ENSG00000000460	0.0855755547913033	0.103315148846582	0.314758003656865	-0.256894633767531	-0.162104927478966	0.0119338220880152	-0.0409397039515762	-0.154900293108306	0.200719156636714	0.28115744439266	0.059803932274926	0.150762343115955	-0.519021437354028	0.0673595302725496	-0.0892290102060284	0.0873793687722611	-0.335743771880942	0.0398928491603013	0.0856155113019668	0.116910555718945	0.00360166722359739	-0.0803552416566562	0.0464907156425014	-0.244100171334257	0.303452978662671	0.141155905273621	0.211922518865794	-0.151211672216355	-0.0417862648455441	-0.23551987889704
ENSG00000001629	0.146215827310951	0.117580736381887	0.0891833809119006	-0.338488509876704	-0.0472418513301832	-0.0260351529343392	0.000810420463299252	-0.360027434727595	-0.139562555435519	-0.282223576941912	-0.207846592668312	-0.0985873254491295	0.22947140519567	0.117650390187944	0.0989510215216509	0.0675819238231901	-0.333601671363816	-0.0583724764693543	-0.0631791368421336	-0.0456963233675047	-0.0689143648519009	0.0367708711365436	0.0533413668510094	0.0926790001248578	-0.0225904615460381	-0.0886228146394136	0.0740225414190385	0.294464523338794	0.419574824638115	0.342692015139005
ENSG00000001631	0.0877105348715871	-0.19157519647406	-0.159739637023403	0.103870611475366	-0.0191393171944546	-0.121111459065331	0.0303912104037837	0.135486124762052	0.0921144447531353	-0.0734296718015448	-0.250563966122735	-0.157988937524757	0.239786654923113	-0.0873818994682261	-0.0212255953412848	0.118926247764756	-0.0786116073542412	0.0379181611019528	-0.16819735182055	0.0646995468432119	0.0879151039039351	0.0305289228150643	-0.0260452342491674	0.152141840017568	0.078901714084255	-0.292303591142901	-0.0534256641050722	0.175791521382456	0.124288145113338	0.140268344472154
ENSG00000003756	-0.225060135282002	-0.210775934163277	-0.134860111067996	0.0661358164861214	-0.189590050208359	0.0433836202523886	-0.102797642527241	0.259825957471614	0.13692965369752	0.41947275652798	-0.0674079151182743	0.0908055731348981	0.204277606408942	-0.00142524384898771	0.0566860713599431	-0.136484082448428	0.0631490166722998	0.0137482798902498	0.191005969097803	0.101692921111613	-0.214359285762964	0.0444172391534172	-0.218655868871292	-0.0444752623855516	-0.162807279465363	0.128562717074712	-0.24633474927305	-0.0689880885110735	-0.202997617954524	0.406926068548882
ENSG00000004399	-0.868149395291496	-0.589411959556733	-0.522472227712144	-0.126897380249822	-0.633735823239069	0.283763294504132	0.0830975570288238	0.294027528344698	0.85364587262225	1.11096439665593	0.872011605987996	0.670750376325654	-0.724533289547635	-0.995620609205714	-0.348021800515594	1.42466807732622	1.60075184908969	0.871363583457305	0.613944590912513	1.61821146254199	0.535537410055803	-1.36615652416165	-1.53912069777724	-1.38374546599974	-0.400911767597598	-1.24835277531148	-1.04114314822287	-0.0420585610898379	0.367057004327865	0.63053681629775
ENSG00000004455	-0.202746134524622	-0.12168727087188	-0.118041690060078	0.120220267846249	0.153809298271749	0.353755323347662	-0.00486622957135596	0.183225099285714	0.0432342592310637	-0.0561667994668207	0.250278391933816	0.140293593791763	-0.269781209869181	-0.151465893733448	-0.191767579224275	0.115504889480842	0.130179474627716	0.245212494484064	0.148521705011116	0.233425501598044	0.0284998291216373	0.0613150187116443	-0.0458277560765332	-0.495864859940031	-0.287423921256034	-0.411755040148242	-0.253857707064033	0.203239970309303	0.14464883831139	0.0558881364427601
ENSG00000004487	0.126739556889621	-0.0834519351112954	0.136989826639973	-0.0606596852288809	0.0995900119275589	-0.0651475725756777	0.0266461320847402	-0.315817501391994	0.0675595679720665	0.0993958405685716	-0.176303127841245	0.105671845122164	-0.0782628291056048	-0.0668838177123307	-0.115604022176441	0.090915405601643	-0.213334619457507	-0.119861740076089	-0.0922084915955508	0.084622631876632	-0.0992715120822876	0.0934552419521783	0.152097693001965	0.0631883655734154	0.104506373000451	0.189568895205574	0.219234988550979	-0.110741654147461	0.0913771885138912	-0.154011055979061
ENSG00000004534	-0.0526069619515896	0.0113257719202325	-0.140064598329662	0.0632178562175587	-0.114832666167478	-0.414696779100169	-0.171188751125688	-0.17390331276933	-0.0628025449746619	0.225033136380321	-0.376330349400437	-0.0803079116373311	0.586336509777201	0.205057979295659	0.00911144675292933	-0.0745919747847115	0.190337322182423	-0.54960765408516	-0.221522868917847	-0.0210707814394033	-0.257336094432768	0.340455327302432	0.250452221407279	0.766159343467791	-0.0686620875740261	0.286061858029208	0.0424239330345408	0.0917390096949582	-0.290778255265742	0.00259187649347165
ENSG00000004766	-0.0432717019763741	-0.330283848221921	0.0385621466400358	-0.0938888523950724	-0.119919524111144	0.0822973231533235	-0.0071498068388227	-0.193752742984457	-0.0565280567293163	-0.0879667023299085	-0.104022693736097	0.130262287869827	-0.0489135766663427	-0.0864182215101746	0.0209638030139542	0.0813027303168419	0.163315917340191	-0.0249313001704275	-0.110182182744749	0.116392403647919	0.132806258938577	0.0733061803153212	0.0661776926022771	0.150375546733737	0.0682739029793041	-0.142994854415507	0.0430670657780883	0.188241024426544	0.105750014862501	-0.0108702337881287
ENSG00000004897	-0.151837053748388	-0.159817450564178	-0.264182959115556	0.0657977203136907	0.334961809491851	0.274111476269019	0.172063872434615	-0.0760017675871877	-0.178940758287346	-0.273381144009923	0.10724692134845	-0.0860832578552433	0.0805588371333609	0.229280393995254	0.103442435202011	-0.196523958544184	-0.462207322663103	0.0845371979752538	0.128452187459698	-0.282649601576144	0.222777861481743	-0.011324664394299	0.245048212709093	-0.04937219394773	-0.0651870193881265	-0.303339670768963	-0.0524177538079661	-0.0402448366954204	0.326892692503138	0.278339794636579
ENSG00000005020	0.0298765077137227	-0.0467624181257031	0.0303982545932578	-0.78198733470986	-0.571097825105576	-0.698453855886532	0.18066283835931	0.129762585069792	-0.0227941207157814	-0.0468596134423083	0.124742597346998	-0.0309858358423066	0.198061741248658	0.353334427242099	0.327544221845731	0.110901706381202	0.0993477785087662	0.297253058019901	0.241409842693254	0.0860010449990908	0.405120097558	0.134894374400834	0.108836208989235	0.211694529925146	-0.233177684204588	-0.0764239175655626	-0.0955318761312111	-0.172326272107804	-0.139470044287572	-0.153971016770192
