GO	[-6.16 -0.52]	[-0.52 -0.41]	[-0.41 -0.19]	[-0.19 -0.09]	[-0.09 -0.02]	[-0.02 0.00]	[0.00 0.08]	[0.08 0.17]	[0.17 0.32]	[0.32 0.75]	[0.75 8.56]
MODULE_274 MODULE_274	3.486	3.486	-0.277	-1.773	-1.773	0.681	-2.440	-1.773	-2.440	-0.427	2.168
GNF2_DNM1 GNF2_DNM1	3.572	4.638	-0.313	-1.519	-1.519	-0.313	-3.073	-2.146	-1.065	0.446	0.870
MODULE_180 MODULE_180	5.794	2.011	-3.800	-1.100	-0.443	-1.100	-0.613	-1.847	-0.830	0.291	1.987
GNF2_HPX GNF2_HPX	5.527	0.981	-2.905	-0.512	-2.905	1.709	-1.169	-1.490	-0.687	-0.512	1.686
GNF2_MAPT GNF2_MAPT	5.094	2.002	-0.318	-0.991	-0.991	-0.991	-1.700	-1.700	-1.700	0.502	1.121
MODULE_122 MODULE_122	3.076	2.083	0.283	-2.523	-2.040	0.393	-1.299	-0.441	-0.785	-2.523	3.798
MORF_CTSB MORF_CTSB	2.010	2.010	-1.665	-2.396	-0.900	2.871	-1.371	-3.361	-0.900	0.920	1.496
MODULE_433 MODULE_433	2.102	-0.470	0.316	-0.738	-2.532	3.036	-1.678	-1.678	-1.678	0.499	2.084
GNF2_HPN GNF2_HPN	5.598	0.630	-2.872	-0.499	-2.313	1.742	-1.148	-0.886	-0.672	-0.362	0.987
GNF2_LCAT GNF2_LCAT	5.840	0.630	-2.547	-0.376	-2.547	1.509	-0.945	-0.945	-0.523	-0.523	0.798
MODULE_139 MODULE_139	4.752	2.766	-3.282	-0.842	-0.243	-0.842	-1.199	-0.842	-0.382	-0.382	0.532
CAR_IGFBP1 CAR_IGFBP1	2.831	3.353	-0.645	-1.537	-1.006	1.154	-0.645	-2.365	-0.645	-0.398	-0.238
GNF2_RAB3A GNF2_RAB3A	2.310	3.513	-0.860	-0.860	-0.860	-0.476	-1.534	-0.860	-0.476	-0.860	1.779
MODULE_111 MODULE_111	2.253	1.210	-0.776	-0.995	-1.258	0.275	-2.377	-1.941	-0.776	1.440	2.859
MODULE_324 MODULE_324	2.727	2.070	-2.283	-1.442	-1.442	0.362	0.362	-2.283	-0.351	1.502	0.354
CAR_MLANA CAR_MLANA	2.360	-0.354	-1.783	0.254	-1.057	0.454	-1.783	-1.057	-0.624	1.867	1.414
GNF2_GSTM1 GNF2_GSTM1	4.010	0.544	-2.075	-0.334	-2.075	1.169	-1.215	-0.910	0.271	-0.334	0.918
GCM_MAPK10 GCM_MAPK10	3.977	-1.773	-0.427	-2.440	-0.277	-0.427	-0.277	-0.427	-0.911	1.180	1.166
MODULE_130 MODULE_130	3.989	0.458	-0.434	-0.434	-0.953	0.200	0.200	-0.953	-0.953	-0.953	1.276
MODULE_58 MODULE_58	4.360	0.527	-0.378	-0.378	-0.870	-0.378	0.236	-0.870	-0.870	-0.870	0.924
MORF_JAK3 MORF_JAK3	2.263	-1.254	0.427	0.290	-0.919	1.292	-1.254	-2.234	-1.254	1.292	1.014
MODULE_154 MODULE_154	2.157	1.777	-1.550	-0.753	-1.550	1.777	-1.092	-0.753	-0.327	-0.505	0.613
MODULE_109 MODULE_109	3.943	0.556	-0.925	-0.283	-0.925	1.660	-0.925	-0.925	-0.524	-0.283	-0.530
GNF2_CYP2B6 GNF2_CYP2B6	4.112	0.334	-2.032	0.334	-0.782	-0.270	-0.782	-0.782	-0.270	-0.270	0.807
GNF2_TST GNF2_TST	3.017	0.631	-1.922	-0.280	-1.922	0.830	-1.098	-0.585	0.324	-0.280	0.817
