GO	[-6.16 -0.52]	[-0.52 -0.41]	[-0.41 -0.19]	[-0.19 -0.09]	[-0.09 -0.02]	[-0.02 0.00]	[0.00 0.08]	[0.08 0.17]	[0.17 0.32]	[0.32 0.75]	[0.75 8.56]
MORF_ANP32B MORF_ANP32B	-3.736	-4.359	1.245	2.446	2.173	-2.719	5.179	1.676	0.726	-1.340	-8.325
MORF_G22P1 MORF_G22P1	-4.160	-4.160	1.907	4.982	2.180	-0.879	1.907	1.417	0.301	-2.450	-7.222
MORF_RAD21 MORF_RAD21	-2.212	-5.209	1.469	2.519	1.251	-3.146	5.851	1.052	0.872	-1.513	-6.232
MORF_HAT1 MORF_HAT1	-2.994	-3.563	2.114	2.702	3.712	-1.720	3.359	0.635	0.285	-2.084	-7.307
MORF_CTBP1 MORF_CTBP1	-3.369	-4.799	1.519	1.519	2.938	-1.030	3.275	2.031	-0.815	-0.486	-7.053
MORF_PRKDC MORF_PRKDC	-4.090	-4.090	1.650	1.215	3.697	-2.103	4.424	1.424	0.438	-1.755	-4.832
MORF_CDC10 MORF_CDC10	-3.990	-2.676	2.204	3.578	3.969	-2.179	3.205	-0.266	-1.115	-0.870	-4.920
GNF2_DAP3 GNF2_DAP3	-4.996	-2.420	4.210	0.700	4.210	-0.867	1.637	1.637	-1.144	-2.420	-3.903
MORF_DAP3 MORF_DAP3	-3.641	-4.972	0.771	2.002	1.113	-1.555	2.266	1.755	2.843	-0.528	-6.875
MORF_RAD23B MORF_RAD23B	-2.561	-5.097	0.926	0.926	2.051	-1.449	6.039	1.545	0.476	-0.944	-6.112
MORF_PSMC1 MORF_PSMC1	-2.502	-5.623	0.558	0.558	1.650	-0.964	5.210	2.723	0.558	-0.473	-6.674
GNF2_RBBP6 GNF2_RBBP6	-2.037	-2.948	1.969	4.345	3.804	-0.668	1.264	-0.275	-2.948	-2.037	-2.965
MORF_EIF4A2 MORF_EIF4A2	-4.574	-4.574	1.615	1.893	3.600	-0.960	2.514	0.568	0.568	-1.233	-4.605
MORF_PPP1CC MORF_PPP1CC	-3.952	-3.305	0.470	1.340	4.907	-1.539	1.825	2.694	0.758	-1.883	-4.760
GNF2_RAN GNF2_RAN	-2.588	-3.574	-1.393	0.809	1.998	-0.711	6.416	2.783	-0.325	-1.393	-3.595
MODULE_92 MODULE_92	1.088	2.401	-0.713	-1.838	-4.099	7.489	-1.838	-3.371	-1.838	0.423	1.788
MORF_PPP1CA MORF_PPP1CA	-3.369	-4.799	0.895	1.083	2.315	-1.284	4.390	1.083	0.337	0.337	-5.792
MORF_RAB1A MORF_RAB1A	-3.516	-4.124	1.624	2.993	1.865	-1.777	1.194	1.865	1.400	-1.472	-4.868
MORF_NPM1 MORF_NPM1	-4.577	-2.638	1.216	0.520	3.547	-1.450	1.440	1.685	2.231	-1.165	-5.553
GCM_APEX1 GCM_APEX1	-4.745	-2.850	1.037	4.142	0.333	-1.014	1.848	0.820	1.848	-1.014	-4.772
MORF_EIF3S6 MORF_EIF3S6	-3.130	-3.130	2.513	0.853	2.176	-1.536	3.256	1.862	-0.496	-1.188	-5.109
MORF_RFC4 MORF_RFC4	-2.831	-3.439	1.494	2.028	3.709	-2.320	2.028	0.850	0.679	-1.217	-5.117
GNF2_FBL GNF2_FBL	-4.027	-2.707	2.478	1.878	1.608	-1.787	2.478	2.168	-0.380	-1.135	-4.959
MORF_DNMT1 MORF_DNMT1	-2.356	-2.356	0.291	1.705	4.338	-1.435	2.695	2.011	-0.311	-2.356	-4.940
MORF_EI24 MORF_EI24	-2.584	-3.170	0.818	0.646	3.732	-1.343	1.730	2.984	1.013	-2.584	-4.802
MORF_ACTG1 MORF_ACTG1	-5.751	-2.432	0.917	0.311	3.600	-1.233	0.917	1.615	2.855	-0.960	-3.729
GCM_MLL GCM_MLL	-2.059	-2.964	3.063	2.740	3.063	-4.195	0.649	0.806	0.649	-0.895	-4.229
GCM_ACTG1 GCM_ACTG1	-3.201	-2.547	0.473	4.405	0.473	-2.019	1.791	2.097	0.811	-0.523	-5.193
GNF2_PA2G4 GNF2_PA2G4	-2.329	-3.282	-0.243	1.603	3.218	-1.677	3.700	0.998	0.367	-1.677	-3.301
GCM_MYST2 GCM_MYST2	-3.466	-2.008	1.442	3.854	3.146	-1.084	1.222	0.537	-0.292	-0.862	-5.912
MORF_PAPSS1 MORF_PAPSS1	-4.284	-2.471	1.956	1.638	3.072	-1.436	1.347	0.478	0.650	-0.791	-4.309
MORF_MAP2K2 MORF_MAP2K2	-4.341	-3.485	0.844	1.050	1.050	-1.797	0.663	2.771	2.107	0.506	-4.370
MORF_PSMC2 MORF_PSMC2	-1.336	-2.850	1.281	1.281	2.171	-0.756	4.142	0.820	-0.392	-2.850	-4.772
MODULE_298 MODULE_298	-1.077	5.151	-0.520	-1.077	-1.077	6.068	-1.077	-1.077	-1.077	-1.077	-0.243
MORF_NME2 MORF_NME2	-2.956	-3.574	0.960	-0.348	0.778	-1.032	1.387	2.486	3.512	0.259	-5.276
MORF_PRKAR1A MORF_PRKAR1A	-2.584	-4.770	1.469	1.469	1.230	-0.818	2.316	1.730	0.646	-0.818	-4.802
GNF2_RRM1 GNF2_RRM1	-3.657	-1.969	-0.521	2.274	5.071	-1.450	1.573	0.762	0.559	-1.450	-2.681
MORF_FBL MORF_FBL	-2.013	-3.070	0.876	1.826	0.696	-1.612	2.433	1.306	1.826	-0.768	-5.868
GNF2_SMC4L1 GNF2_SMC4L1	-2.514	-1.337	-0.301	2.901	3.829	-1.838	2.481	-0.301	0.638	-1.838	-3.511
MORF_PPP2CA MORF_PPP2CA	-2.676	-2.676	2.262	2.956	1.147	-0.581	1.948	0.301	0.928	-2.676	-4.214
GNF2_EIF3S6 GNF2_EIF3S6	-3.915	-2.451	1.898	1.092	2.216	-2.451	1.604	1.898	0.682	-1.166	-3.119
MORF_PTPN11 MORF_PTPN11	-2.642	-2.642	0.956	0.561	3.206	-1.570	0.956	1.762	1.762	-1.192	-4.519
MORF_AP3D1 MORF_AP3D1	-3.414	-2.194	0.282	1.877	1.097	-0.814	4.040	2.183	0.397	-1.372	-4.292
GNF2_KPNB1 GNF2_KPNB1	-1.488	-2.110	2.692	0.909	3.154	-1.039	2.692	0.464	-1.488	-2.110	-3.049
GNF2_APEX1 GNF2_APEX1	-2.101	-2.812	1.740	0.892	4.231	-1.153	2.458	0.337	-0.589	-0.834	-3.847
MORF_ERH MORF_ERH	-2.262	-2.885	1.252	1.252	0.799	-1.361	0.799	4.078	0.799	-0.774	-4.814
GCM_DFFA GCM_DFFA	-3.343	-2.676	1.147	3.737	2.956	-0.581	1.657	0.301	-1.325	-0.423	-3.369
GCM_RAB10 GCM_RAB10	-2.033	-5.913	2.180	1.907	1.002	-1.366	2.470	0.823	0.524	-0.533	-2.964
MORF_IL4 MORF_IL4	1.598	2.651	-1.227	-3.018	-2.152	2.651	-2.556	-2.152	-0.997	1.377	2.329
GNF2_STAT6 GNF2_STAT6	-2.329	-3.282	-0.243	3.218	2.346	-1.677	0.750	1.283	0.750	-0.577	-3.301
MODULE_68 MODULE_68	-1.077	4.300	-0.520	-1.077	-1.077	6.068	-0.520	-1.077	-1.077	-1.077	-0.243
MORF_RAF1 MORF_RAF1	-2.711	-2.711	2.342	4.406	0.704	-0.345	0.381	-0.493	1.689	-1.625	-3.517
MODULE_113 MODULE_113	0.595	3.751	-2.574	-0.437	-2.574	0.595	-1.516	-1.516	-2.574	1.837	3.287
MODULE_274 MODULE_274	3.486	3.486	-0.277	-1.773	-1.773	0.681	-2.440	-1.773	-2.440	-0.427	2.168
MORF_MBD4 MORF_MBD4	-0.982	-2.551	0.617	0.617	2.427	-0.982	3.757	2.044	-0.982	-1.871	-3.553
MORF_RRM1 MORF_RRM1	-1.861	-1.861	0.669	1.997	3.128	-1.052	1.997	0.493	0.669	-2.437	-4.267
GNF2_RFC4 GNF2_RFC4	-2.490	-1.093	-0.273	3.644	1.372	-1.643	1.372	0.758	1.042	-2.490	-2.504
GCM_ZNF198 GCM_ZNF198	-1.410	-1.819	0.301	3.528	3.954	-1.078	2.050	0.427	-1.819	-0.598	-3.787
GNF2_DNM1 GNF2_DNM1	3.572	4.638	-0.313	-1.519	-1.519	-0.313	-3.073	-2.146	-1.065	0.446	0.870
MORF_TPR MORF_TPR	-2.207	-3.304	0.446	2.809	1.878	-0.887	1.360	0.928	1.133	-0.682	-4.959
GCM_PSME1 GCM_PSME1	-3.532	-1.871	0.617	3.757	0.436	-1.365	1.372	0.617	1.372	-0.473	-3.553
MORF_CCNI MORF_CCNI	-2.663	-1.969	1.573	0.762	3.096	-1.450	2.274	0.762	0.257	-1.054	-3.679
MODULE_289 MODULE_289	0.630	3.967	0.343	-2.019	-3.201	2.779	-2.019	-1.233	-1.587	-0.523	2.399
GNF2_FEN1 GNF2_FEN1	-2.323	-0.622	0.233	1.556	3.438	-2.323	2.414	-0.622	0.879	-1.502	-2.337
MORF_FLT1 MORF_FLT1	1.448	-0.281	-0.744	-1.279	-2.077	5.200	-3.272	-2.612	-0.399	0.772	2.315
MORF_RFC1 MORF_RFC1	-2.677	-4.535	1.169	1.725	3.569	-0.668	1.169	0.271	0.271	-0.334	-2.698
MORF_RPA2 MORF_RPA2	-1.800	-3.018	2.651	0.987	1.837	-1.800	0.987	1.377	0.987	-0.634	-4.904
GCM_NPM1 GCM_NPM1	-4.828	-1.385	0.596	2.089	0.778	-1.791	1.224	0.988	1.487	0.440	-3.749
GNF2_HDAC1 GNF2_HDAC1	-2.711	-2.711	3.097	1.401	2.003	-0.345	0.909	1.141	-0.493	-1.625	-3.517
GNF2_DEK GNF2_DEK	-1.572	-1.572	1.115	1.851	4.409	-1.035	1.461	0.363	-1.572	-1.572	-2.421
MORF_BECN1 MORF_BECN1	-4.368	-2.539	0.613	3.814	1.285	-0.830	-0.424	1.032	1.285	-0.290	-2.560
MODULE_244 MODULE_244	-4.687	-2.029	1.980	2.833	1.496	-1.391	0.596	0.902	1.281	-1.391	-2.055
MORF_DAP MORF_DAP	-3.240	-2.293	1.028	0.559	1.028	-1.645	4.293	0.559	1.028	-0.820	-2.309
MODULE_152 MODULE_152	-3.201	-3.201	1.791	-0.523	0.343	-0.523	2.097	1.509	1.509	0.630	-4.059
MODULE_180 MODULE_180	5.794	2.011	-3.800	-1.100	-0.443	-1.100	-0.613	-1.847	-0.830	0.291	1.987
GNF2_HPX GNF2_HPX	5.527	0.981	-2.905	-0.512	-2.905	1.709	-1.169	-1.490	-0.687	-0.512	1.686
MORF_MAP2K7 MORF_MAP2K7	1.207	3.399	-0.822	-2.702	-1.885	1.651	-1.556	-2.702	-1.029	0.680	3.027
GCM_CBFB GCM_CBFB	-2.907	-2.907	-0.263	3.369	1.302	-0.961	0.739	0.520	1.000	0.343	-2.923
