GO	[-4.56 -0.39]	[-0.39 -0.12]	[-0.12 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.02]	[0.02 0.30]	[0.30 7.02]
VERHAAK_GLIOBLASTOMA_NEURAL VERHAAK_GLIOBLASTOMA_NEURAL	-0.351	2.164	0.995	-0.830	0.256	0.567	-0.830	-0.830	-0.830	-0.830	0.980
WP_16P112_PROXIMAL_DELETION_SYNDROME WP_16P112_PROXIMAL_DELETION_SYNDROME	-1.164	-1.164	1.443	0.324	-1.164	-0.279	-1.164	1.443	0.609	0.609	0.316
WELCSH_BRCA1_TARGETS_UP WELCSH_BRCA1_TARGETS_UP	1.809	0.586	0.238	-0.892	-1.910	-0.375	1.440	-0.375	-1.910	1.440	-0.606
GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_DN GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_DN	-2.281	-1.631	-1.631	0.398	0.583	0.583	1.375	1.072	1.072	0.253	-0.561
REACTOME_RAC2_GTPASE_CYCLE REACTOME_RAC2_GTPASE_CYCLE	1.290	-1.583	1.290	1.290	-0.266	-0.896	-1.583	0.586	0.339	-0.502	-0.513
ROPERO_HDAC2_TARGETS ROPERO_HDAC2_TARGETS	-0.580	-0.199	3.072	-0.199	-0.580	-0.199	-0.580	-0.199	-0.580	-0.580	1.477
PETROVA_PROX1_TARGETS_DN PETROVA_PROX1_TARGETS_DN	-0.539	0.970	-0.176	-0.539	-0.176	-0.539	1.610	-0.539	-0.539	1.610	-0.546
JOSEPH_RESPONSE_TO_SODIUM_BUTYRATE_DN JOSEPH_RESPONSE_TO_SODIUM_BUTYRATE_DN	-0.223	-0.622	-0.622	-0.622	0.826	-0.622	2.080	-0.622	-0.223	-0.223	1.374
FONTAINE_THYROID_TUMOR_UNCERTAIN_MALIGNANCY_UP FONTAINE_THYROID_TUMOR_UNCERTAIN_MALIGNANCY_UP	0.187	-0.456	-0.456	-0.456	-0.456	-0.456	0.187	3.783	-0.456	0.187	0.572
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT	-0.414	2.991	-0.414	0.211	-0.414	0.641	-0.414	-0.414	-0.414	0.641	-0.420
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS	-0.414	0.211	0.211	-0.414	0.211	-0.414	-0.414	-0.414	0.211	4.091	-0.420
