GO	[-5.99 -0.61]	[-0.61 -0.28]	[-0.28 -0.13]	[-0.13 -0.04]	[-0.04 0.00]	[0.00 0.01]	[0.01 0.09]	[0.09 0.19]	[0.19 0.33]	[0.33 0.69]	[0.69 6.04]
GSE13485_CTRL_VS_DAY7_YF17D_VACCINE_PBMC_DN GSE13485_CTRL_VS_DAY7_YF17D_VACCINE_PBMC_DN	-3.779	-0.264	-1.373	-0.739	-3.235	-5.971	0.559	-0.586	2.934	6.240	3.914
GSE42021_CD24HI_VS_CD24INT_TREG_THYMUS_DN GSE42021_CD24HI_VS_CD24INT_TREG_THYMUS_DN	-4.402	-0.739	-1.129	-0.457	-2.341	-5.123	0.341	1.010	3.909	3.909	2.361
GSE13485_DAY3_VS_DAY7_YF17D_VACCINE_PBMC_DN GSE13485_DAY3_VS_DAY7_YF17D_VACCINE_PBMC_DN	-2.705	-0.712	0.359	-1.928	-2.705	-3.177	0.463	-1.095	1.440	3.324	8.207
GSE42021_TREG_VS_TCONV_PLN_UP GSE42021_TREG_VS_TCONV_PLN_UP	-4.402	-0.351	-0.739	-0.586	-2.759	-5.123	0.341	0.843	2.093	5.409	2.361
GSE22886_CTRL_VS_LPS_24H_DC_DN GSE22886_CTRL_VS_LPS_24H_DC_DN	-2.366	-1.674	-1.674	-0.597	-2.366	-3.810	0.827	0.333	4.217	4.961	2.067
GSE13485_PRE_VS_POST_YF17D_VACCINATION_PBMC_DN GSE13485_PRE_VS_POST_YF17D_VACCINATION_PBMC_DN	-3.716	-0.712	0.876	0.876	-1.928	-5.895	0.359	-0.562	0.463	5.519	2.156
GSE29618_MONOCYTE_VS_MDC_UP GSE29618_MONOCYTE_VS_MDC_UP	-3.779	-0.264	-0.457	0.843	-2.341	-6.995	0.442	0.442	1.394	2.934	2.642
GSE21379_WT_VS_SAP_KO_TFH_CD4_TCELL_UP GSE21379_WT_VS_SAP_KO_TFH_CD4_TCELL_UP	0.341	0.693	-1.373	-1.129	-2.341	-2.759	-1.129	-0.919	0.843	1.611	8.549
GSE2585_CD80_HIGH_VS_LOW_MTEC_UP GSE2585_CD80_HIGH_VS_LOW_MTEC_UP	1.215	-1.354	-1.951	-3.747	0.453	2.673	-3.206	-0.903	0.859	0.453	4.315
GSE46606_UNSTIM_VS_CD40L_IL2_IL5_3DAY_STIMULATED_IRF4_KO_BCELL_UP GSE46606_UNSTIM_VS_CD40L_IL2_IL5_3DAY_STIMULATED_IRF4_KO_BCELL_UP	0.326	0.691	-1.853	-2.661	-0.277	4.500	-1.529	-4.419	-0.277	0.849	3.081
