GO	[-5.46 -0.65]	[-0.65 -0.36]	[-0.36 -0.21]	[-0.21 -0.09]	[-0.09 0.00]	[0.00 0.01]	[0.01 0.13]	[0.13 0.29]	[0.29 0.54]	[0.54 1.06]	[1.06 6.41]
MODULE_92 MODULE_92	1.525	-1.018	-5.880	-3.812	0.283	8.169	-3.106	-1.300	-1.018	1.793	2.380
GNF2_HCK GNF2_HCK	-1.839	-3.492	-3.492	-0.672	-1.338	-3.492	-0.672	1.116	1.116	4.335	7.242
GNF2_CASP1 GNF2_CASP1	-4.245	-4.245	-1.411	-0.772	-0.772	-2.439	-0.553	1.378	1.112	4.010	6.038
GNF2_TNFRSF1B GNF2_TNFRSF1B	-2.324	-2.324	-1.503	-0.978	-1.503	-2.324	-0.978	1.193	1.555	3.438	5.248
MODULE_122 MODULE_122	1.126	-1.960	-0.961	-3.006	-3.006	0.917	-2.435	0.567	-0.736	1.359	8.991
GNF2_CARD15 GNF2_CARD15	-1.679	-1.679	-1.123	-0.739	-0.470	-2.533	-1.679	1.006	-0.470	3.035	8.155
GNF2_S100A4 GNF2_S100A4	-1.700	-1.700	-1.700	-0.574	-0.991	-1.700	-0.574	2.002	0.285	1.538	5.841
GNF2_ITGB2 GNF2_ITGB2	-1.433	-2.241	-1.433	-0.921	-2.241	-0.921	0.259	3.064	0.946	0.946	3.605
MODULE_289 MODULE_289	0.700	-1.906	-1.906	-2.421	0.388	3.775	-1.487	-0.646	-1.145	0.700	4.649
MODULE_324 MODULE_324	0.564	-1.326	-1.326	-2.678	-1.025	2.598	-1.025	-1.326	-0.424	0.927	6.538
GNF2_MCL1 GNF2_MCL1	-2.200	-2.200	-1.398	-0.556	-0.332	-2.200	-0.332	1.710	0.982	2.624	2.138
MODULE_436 MODULE_436	0.291	-1.101	-0.443	-4.915	-0.311	-0.311	0.291	-1.849	-0.311	4.803	2.682
MODULE_199 MODULE_199	0.879	-1.503	-1.503	-1.503	-0.382	-2.324	0.233	-0.623	-0.382	4.009	3.428
MODULE_113 MODULE_113	0.477	-0.569	-2.473	-1.437	1.085	3.943	-1.893	-1.437	-1.437	0.852	2.662
GNF2_PECAM1 GNF2_PECAM1	-1.260	-2.033	-1.260	-0.472	-0.472	-2.033	-0.783	1.943	0.546	1.943	3.494
CAR_HPX CAR_HPX	0.314	-1.457	-1.013	-1.013	0.314	5.415	-0.689	-2.074	-1.457	0.314	3.212
MODULE_292 MODULE_292	0.365	-0.678	-0.906	-3.956	-0.678	0.365	-0.496	-0.906	-0.678	3.256	4.983
MODULE_146 MODULE_146	0.689	-3.153	-1.833	-2.405	0.689	3.619	-1.031	-0.537	-0.250	0.509	2.384
GNF2_HPX GNF2_HPX	1.593	-1.066	-1.066	-1.066	-1.066	3.627	-0.815	-2.743	-0.815	0.697	3.220
MODULE_375 MODULE_375	0.420	-1.905	-1.905	-1.905	0.278	2.375	-1.394	-0.325	-0.711	0.809	4.685
MODULE_259 MODULE_259	0.410	-1.125	-1.125	-1.867	0.226	-1.867	-0.392	-0.392	-0.392	3.298	3.901
GNF2_FGR GNF2_FGR	-1.160	-1.160	-0.580	-1.160	-1.160	-1.160	-0.580	1.434	1.434	0.979	3.235
MODULE_170 MODULE_170	1.357	-1.625	-1.204	-1.625	-1.625	-0.432	-1.204	0.313	0.842	0.633	5.634
GNF2_SPINK1 GNF2_SPINK1	0.773	-0.994	-0.994	-0.994	2.361	1.215	-0.462	-0.994	-0.994	-0.994	2.355
GNF2_LCAT GNF2_LCAT	1.934	-0.868	-1.145	-0.868	-1.145	3.775	-1.145	-2.421	-0.469	0.531	2.245
MODULE_171 MODULE_171	0.682	-1.167	-1.167	-2.453	-0.887	0.516	-0.483	-0.887	-0.662	4.148	3.294
MODULE_128 MODULE_128	1.461	-1.537	-1.129	-1.537	-1.537	-0.391	-1.537	0.350	0.917	0.695	4.805
GNF2_CD1D GNF2_CD1D	-0.926	-0.926	-0.926	-0.525	-0.525	-1.617	-0.926	0.555	-0.283	3.293	3.933
MODULE_79 MODULE_79	1.391	-1.595	-1.178	-1.595	-1.595	-0.418	-1.178	0.325	1.113	0.653	4.646
MODULE_410 MODULE_410	-0.234	-1.493	-1.493	-1.493	0.381	1.392	-0.829	-0.453	-0.453	0.647	4.317
GNF2_CD33 GNF2_CD33	-1.158	-1.158	-0.703	-0.703	-0.228	-1.908	-0.703	0.389	0.389	2.648	3.794
GNF2_SERPINI2 GNF2_SERPINI2	0.527	-0.870	-0.870	-0.870	2.730	0.931	-0.378	-0.870	-0.870	-0.870	2.035
MODULE_345 MODULE_345	0.280	-0.652	-0.323	-3.419	-0.652	-0.323	0.280	-1.571	-0.323	3.628	2.795
MODULE_357 MODULE_357	1.602	-0.577	-1.678	-1.678	0.539	2.766	-1.200	-1.200	-0.843	-0.244	2.336
MODULE_76 MODULE_76	0.666	-1.488	-2.111	-1.488	-0.301	0.909	-1.488	-0.471	0.301	2.263	2.682
MODULE_157 MODULE_157	1.445	-1.803	-0.734	-1.358	0.249	0.709	-2.371	0.709	0.525	-1.008	3.668
GNF2_TNFSF10 GNF2_TNFSF10	-0.260	-1.119	-1.119	-0.550	-1.119	-1.119	-0.550	1.033	0.347	2.680	2.051
MODULE_111 MODULE_111	1.761	-1.663	-0.610	-1.663	0.274	0.662	-3.139	0.662	-0.330	0.274	3.382
GNF2_CD14 GNF2_CD14	-0.671	-1.285	-0.671	0.264	-0.341	-1.285	-1.285	-0.341	0.837	1.723	3.552
MODULE_297 MODULE_297	1.602	-0.577	-1.678	-1.678	0.750	2.345	-1.200	-1.200	-0.843	-0.244	2.336
MODULE_107 MODULE_107	-0.288	-1.457	-1.013	-1.013	-0.689	3.223	-0.689	-1.457	0.314	0.690	3.212
MODULE_400 MODULE_400	0.656	-0.746	-0.746	-0.746	-0.298	1.129	-0.746	-0.746	-0.746	0.304	4.057
MODULE_164 MODULE_164	-0.434	-1.065	-0.434	-1.608	-0.260	2.686	-1.608	-1.608	0.786	0.786	2.213
GNF2_DNM1 GNF2_DNM1	1.000	-0.962	-1.395	-0.962	-0.263	2.884	-1.395	-0.647	-0.647	-0.422	3.357
