GO	[-1.46 -0.33]	[-0.33 -0.22]	[-0.22 -0.15]	[-0.15 -0.10]	[-0.10 -0.04]	[-0.04 0.02]	[0.02 0.07]	[0.07 0.13]	[0.13 0.22]	[0.22 0.38]	[0.38 2.90]
WP_EGFEGFR_SIGNALING_PATHWAY WP_EGFEGFR_SIGNALING_PATHWAY	-1.571	-0.508	0.628	-2.213	-0.327	-0.761	-3.157	0.432	2.644	1.144	2.133
REACTOME_NONSENSE_MEDIATED_DECAY_NMD REACTOME_NONSENSE_MEDIATED_DECAY_NMD	0.710	2.542	1.678	1.310	0.482	-0.491	-0.300	-2.601	-1.732	-1.164	-1.781
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	1.154	2.464	1.976	0.550	0.335	-0.473	-0.270	-2.049	-1.270	-1.270	-2.094
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	1.083	3.105	2.178	0.802	-0.238	-0.390	-0.610	-1.952	-1.349	-1.349	-2.007
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	0.953	1.629	2.477	0.462	0.684	-0.314	-0.314	-1.769	-1.194	-1.194	-2.702
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	1.487	1.487	1.914	0.526	0.526	-0.494	-0.285	-2.091	-0.815	-1.304	-2.138
KEGG_RIBOSOME KEGG_RIBOSOME	1.291	1.707	2.176	0.391	0.391	-0.412	-0.227	-1.922	-1.166	-1.166	-1.965
REACTOME_CELLULAR_RESPONSE_TO_STARVATION REACTOME_CELLULAR_RESPONSE_TO_STARVATION	0.921	1.229	4.548	0.443	-0.329	-0.329	-0.529	-1.225	-1.805	-1.225	-1.267
REACTOME_MRNA_SPLICING REACTOME_MRNA_SPLICING	0.628	0.628	2.644	1.144	0.628	0.432	-0.327	-1.105	-1.105	-3.157	-1.624
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	0.791	1.487	2.915	0.318	0.318	-0.285	-0.285	-1.304	-1.304	-0.815	-2.138
