GO	[-8.51 -0.57]	[-0.57 -0.44]	[-0.44 -0.21]	[-0.21 -0.10]	[-0.10 -0.02]	[-0.02 0.00]	[0.00 0.07]	[0.07 0.17]	[0.17 0.33]	[0.33 0.85]	[0.85 8.56]
MIR6715B_3P MIR6715B_3P	-0.331	-2.219	0.273	2.455	3.550	-3.442	-0.331	1.068	-0.831	-1.767	0.522
MIR371A_5P MIR371A_5P	-0.762	-2.581	0.737	2.279	1.748	-1.193	2.279	-1.193	0.591	0.353	-3.637
MIR4255 MIR4255	-2.028	-1.101	2.452	3.420	0.402	-2.443	-0.878	1.193	0.661	-0.690	-0.872
MIR5100 MIR5100	-2.198	-1.227	-0.301	3.532	0.817	-0.447	1.617	-0.301	0.301	-2.921	0.303
MIR1244 MIR1244	0.558	-0.696	-0.696	2.529	-0.336	-1.304	0.749	1.820	-4.070	0.398	-0.488
MIR199B_5P MIR199B_5P	-0.278	-3.166	1.026	1.915	1.435	-3.166	1.026	0.551	0.326	-0.806	-0.801
ACTGCAG_MIR173P ACTGCAG_MIR173P	-0.668	0.543	0.543	3.134	1.717	-2.673	0.270	0.392	0.270	-2.072	-1.589
MIR5703 MIR5703	1.864	-2.955	0.646	1.171	0.392	-3.519	0.510	-0.546	0.392	-0.894	1.178
MIR148A_5P MIR148A_5P	-1.384	-1.384	3.564	1.767	0.775	-2.289	0.594	-0.418	0.311	-0.792	-0.579
MIR4436B_5P MIR4436B_5P	-1.016	-1.633	2.070	2.378	1.783	-1.016	-0.320	-0.320	-0.320	0.283	-2.509
MIR154_3P MIR154_3P	-1.029	-1.829	0.508	0.897	3.600	-2.400	-1.029	-0.373	0.508	0.508	0.511
MIR4649_3P MIR4649_3P	-0.753	-0.598	1.373	1.588	0.547	-3.816	-0.272	-1.394	2.066	0.333	-0.464
MIR4711_3P MIR4711_3P	0.502	0.502	-1.253	0.339	1.517	-1.740	-1.253	-2.401	0.502	1.858	0.705
MIR5001_5P MIR5001_5P	1.955	-2.388	1.697	-0.510	-0.846	-1.064	-0.846	-1.064	0.423	1.697	0.696
MIR6814_5P MIR6814_5P	3.320	-1.705	-0.738	0.646	0.344	-1.705	0.838	0.838	0.481	-1.310	-0.734
MIR1301_5P MIR1301_5P	1.365	-0.865	-0.865	-0.535	2.205	1.365	0.286	0.720	-1.363	-1.363	-0.862
MIR619_5P MIR619_5P	-0.407	-0.407	2.837	0.426	0.728	-2.427	-1.232	0.728	1.353	-1.232	-0.731
MIR3614_3P MIR3614_3P	-0.301	-1.152	-0.489	2.952	-0.301	0.478	1.641	-1.713	-0.762	-1.152	0.705
MIR8057 MIR8057	-0.982	-1.364	0.615	1.686	1.367	0.435	0.615	0.435	0.435	-1.869	-1.863
MIR6512_5P MIR6512_5P	-0.312	-0.829	0.561	3.054	0.561	-1.433	1.165	-0.613	-2.352	-0.443	0.416
MIR561_5P MIR561_5P	-3.463	-0.320	1.458	1.017	1.458	-0.759	1.017	-0.976	-0.320	-0.436	-0.432
