GO	[-9.50 -0.47]	[-0.47 -0.22]	[-0.22 -0.09]	[-0.09 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.10]	[0.10 0.25]	[0.25 0.46]	[0.46 0.92]	[0.92 6.96]
HALLMARK_G2M_CHECKPOINT HALLMARK_G2M_CHECKPOINT	-6.869	1.463	4.775	5.983	-8.189	-8.189	7.778	5.567	-2.263	-8.189	-5.855
HALLMARK_E2F_TARGETS HALLMARK_E2F_TARGETS	-8.231	0.584	4.725	6.791	-8.231	-8.231	4.725	7.243	-0.562	-5.047	-8.235
MORF_ANP32B MORF_ANP32B	-3.494	8.209	10.819	2.658	-7.938	-7.938	4.322	0.543	-2.514	-6.632	-7.942
MORF_SKP1A MORF_SKP1A	-4.198	4.930	9.494	4.930	-8.064	-8.064	4.178	1.321	-2.594	-5.739	-8.068
HALLMARK_MYC_TARGETS_V1 HALLMARK_MYC_TARGETS_V1	-3.494	3.611	7.724	6.347	-7.938	-7.938	3.611	1.609	-1.203	-7.938	-7.942
MORF_G22P1 MORF_G22P1	-2.712	7.182	10.967	3.032	-6.854	-6.854	3.375	0.365	-3.256	-6.854	-6.857
MORF_PRKDC MORF_PRKDC	-3.158	3.405	1.433	10.139	-7.479	-7.479	10.696	0.326	-1.851	-5.217	-7.483
GSE13485_CTRL_VS_DAY1_YF17D_VACCINE_PBMC_UP GSE13485_CTRL_VS_DAY1_YF17D_VACCINE_PBMC_UP	-5.702	1.343	4.597	8.554	-8.022	-6.711	7.584	1.343	-0.646	-6.711	-6.714
GSE22886_UNSTIM_VS_IL15_STIM_NKCELL_DN GSE22886_UNSTIM_VS_IL15_STIM_NKCELL_DN	-4.941	1.510	3.442	12.143	-6.790	-8.105	3.442	2.243	-0.527	-4.941	-8.109
MORF_HAT1 MORF_HAT1	-1.576	2.909	9.003	6.030	-6.979	-6.979	4.741	-0.268	-2.328	-6.979	-6.982
ZHANG_TLX_TARGETS_36HR_DN ZHANG_TLX_TARGETS_36HR_DN	-6.316	0.969	3.278	7.335	-7.605	-7.605	8.823	2.955	-1.922	-3.835	-5.332
PUJANA_XPRSS_INT_NETWORK PUJANA_XPRSS_INT_NETWORK	-5.529	-0.430	5.027	7.837	-6.771	-6.771	7.837	2.786	-1.180	-5.529	-5.533
GSE10239_MEMORY_VS_DAY4.5_EFF_CD8_TCELL_DN GSE10239_MEMORY_VS_DAY4.5_EFF_CD8_TCELL_DN	-4.297	3.042	3.042	9.772	-8.189	-6.869	5.164	2.453	-2.674	-5.012	-5.855
GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_OLD_DN GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_OLD_DN	-4.941	0.927	4.878	10.470	-8.105	-8.105	3.119	3.442	-1.043	-3.618	-6.794
MORF_RAD21 MORF_RAD21	-3.008	3.281	12.346	2.342	-7.271	-7.271	4.366	1.127	-2.520	-4.241	-7.274
MORF_CTBP1 MORF_CTBP1	-4.517	7.997	6.035	4.319	-6.687	-6.687	3.931	0.531	-2.596	-4.517	-6.690
FUJII_YBX1_TARGETS_DN FUJII_YBX1_TARGETS_DN	-4.870	0.309	2.307	9.575	-8.022	-6.711	7.117	4.983	-1.505	-4.164	-5.705
GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_TREATED_DC_UP GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_TREATED_DC_UP	-3.587	1.535	4.178	10.019	-8.064	-6.750	6.163	0.944	-0.827	-5.739	-6.754
GSE31082_DN_VS_CD4_SP_THYMOCYTE_UP GSE31082_DN_VS_CD4_SP_THYMOCYTE_UP	-3.587	3.823	5.327	6.600	-8.064	-8.064	4.178	0.636	-0.398	-4.198	-8.068
GO_SPLICEOSOMAL_COMPLEX GO_SPLICEOSOMAL_COMPLEX	-2.683	3.782	9.909	4.161	-5.569	-6.812	1.870	2.144	-2.683	-6.812	-6.815
MORF_DAP3 MORF_DAP3	-3.249	8.314	4.342	5.126	-7.605	-7.605	1.361	2.357	-1.591	-3.835	-7.608
