GO	[-25.09 -0.90]	[-0.90 -0.31]	[-0.31 -0.06]	[-0.06 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.04]	[0.04 0.26]	[0.26 0.62]	[0.62 21.26]
GO:0005911 cell-cell junction	-1.078	0.413	4.557	-0.858	-5.830	-4.093	-4.873	-2.404	4.557	1.915	3.445
GO:0007156 homophilic cell adhesion via plasma membrane adhesion molecules	1.374	3.466	0.475	-0.620	-5.206	-2.935	-3.550	-4.290	0.357	1.616	5.060
GO:0030426 growth cone	-1.952	-0.354	4.942	-1.184	-3.114	-3.934	-2.471	-1.529	4.482	1.060	2.847
GO:0004713 protein tyrosine kinase activity	-1.441	1.926	1.205	-0.310	-4.544	-2.619	-4.544	-2.163	2.502	1.426	4.652
GO:0008021 synaptic vesicle	0.741	0.559	3.176	-2.631	-2.035	-4.475	-4.475	-0.650	3.594	0.280	2.069
GO:0018108 peptidyl-tyrosine phosphorylation	-1.551	1.775	2.039	-0.355	-4.727	-2.296	-4.727	-1.551	2.939	0.906	3.627
GO:0007411 axon guidance	-0.645	2.578	2.034	-1.008	-5.687	-4.153	-3.020	-0.811	2.873	1.141	2.300
GO:0032496 response to lipopolysaccharide	-0.811	0.405	1.141	0.648	-5.687	-3.547	-4.153	-0.505	1.141	2.873	4.209
GO:0038111 interleukin-7-mediated signaling pathway	-2.326	0.727	5.174	-0.348	-3.064	-1.765	-3.064	-1.765	3.274	-0.348	2.112
GO:0071222 cellular response to lipopolysaccharide	-0.742	0.445	0.966	-1.273	-2.066	-2.066	-5.222	-1.631	3.807	2.003	3.809
GO:0043197 dendritic spine	-1.783	0.982	3.145	0.311	-2.906	-2.906	-3.706	-2.282	1.476	2.406	2.073
GO:0005923 bicellular tight junction	-0.772	1.244	2.450	-0.281	-3.668	-3.668	-3.668	-1.032	1.508	0.795	3.200
GO:0030018 Z disc	-0.883	0.515	1.592	-0.482	-5.014	-1.161	-2.439	-1.923	1.085	1.326	5.499
GO:0008237 metallopeptidase activity	-0.720	-0.310	5.942	-0.920	-1.773	-3.154	-3.786	-0.554	0.821	0.517	3.868
GO:0050839 cell adhesion molecule binding	-0.374	0.239	0.388	-1.888	-0.883	-2.775	-2.775	-1.888	1.774	4.682	2.606
GO:0045766 positive regulation of angiogenesis	-0.628	1.136	0.913	-0.846	-3.010	-2.376	-3.010	-2.376	2.991	1.658	3.384
GO:0043235 receptor complex	0.800	0.997	1.726	-0.498	-3.537	-3.537	-3.537	-1.840	1.460	1.217	2.656
GO:0008201 heparin binding	0.722	0.894	-0.377	-2.058	-1.678	-0.853	-2.058	-3.651	0.894	0.894	7.688
GO:0042383 sarcolemma	0.290	1.285	2.623	0.426	-3.977	-2.226	-2.951	-2.226	0.290	1.023	2.625
GO:0006935 chemotaxis	-0.676	0.428	2.310	-0.870	-3.685	-1.377	-3.060	-1.702	2.310	0.875	4.413
GO:0007517 muscle organ development	-0.732	0.249	2.423	0.524	-3.101	-1.004	-2.360	-4.143	1.737	1.163	2.425
GO:0006869 lipid transport	-0.725	-0.388	5.206	-0.537	-4.049	-1.251	-3.219	-0.725	1.216	0.989	2.042
GO:0009636 response to toxic substance	-0.770	-0.770	3.101	-1.404	-1.049	-2.427	-1.854	-1.854	2.329	1.982	2.331
GO:0016337 single organismal cell-cell adhesion	-0.260	0.347	3.101	0.347	-1.854	-1.404	-4.226	-1.854	-0.260	0.872	3.527
GO:0009887 animal organ morphogenesis	-0.827	2.320	1.994	-1.096	-1.839	-2.975	-2.345	-0.827	-0.442	2.669	2.322
GO:0008202 steroid metabolic process	-0.790	0.593	3.973	0.311	-2.906	-1.783	-2.282	-2.282	0.593	1.476	2.073
GO:0009615 response to virus	-2.734	-0.701	1.107	0.368	-2.127	-2.127	-2.127	-0.357	3.418	1.641	2.281
GO:0034765 regulation of ion transmembrane transport	0.395	1.003	1.426	-0.720	-2.619	-1.159	-4.544	-1.441	0.517	1.426	3.868
GO:0015297 antiporter activity	-0.555	2.613	1.704	-1.395	-2.195	-1.395	-2.195	-0.891	-0.332	0.691	3.132
GO:0014066 regulation of phosphatidylinositol 3-kinase signaling	-1.768	1.475	2.176	-0.277	-2.432	-1.278	-2.432	-1.768	0.909	0.678	3.004
GO:1902476 chloride transmembrane transport	0.863	0.651	-0.279	-1.589	-2.839	-2.127	-2.839	-0.418	1.689	1.383	3.205
GO:0001503 ossification	-0.536	-0.372	0.508	-0.536	-1.824	-1.824	-1.824	-1.824	4.039	0.508	4.518
GO:0042060 wound healing	-2.094	0.488	2.838	-0.832	-2.094	-1.560	-2.094	-0.832	0.672	2.070	2.840
GO:0006821 chloride transport	0.736	0.376	0.736	-1.995	-2.691	-1.995	-2.691	-0.364	1.526	0.967	3.457
GO:0007416 synapse assembly	-0.273	2.603	2.603	-0.714	-1.092	-2.485	-1.639	-1.639	-0.714	0.331	2.605
GO:0019838 growth factor binding	-0.990	0.783	0.285	0.285	-1.698	-0.990	-1.698	-0.990	-0.318	0.285	7.465
GO:0008083 growth factor activity	-0.903	0.839	0.301	-1.140	-1.140	-0.301	-2.590	-2.590	0.406	2.539	5.127
GO:0001618 virus receptor activity	0.445	0.289	0.878	-0.488	-3.065	-2.140	-3.065	-0.314	1.813	0.878	2.198
GO:0001938 positive regulation of endothelial cell proliferation	-0.934	1.679	1.029	-0.934	-1.960	-1.361	-1.960	-1.960	2.062	0.763	2.482
GO:0006813 potassium ion transport	1.776	0.283	0.392	-0.782	-2.028	-1.013	-4.664	-1.013	1.776	1.049	2.370
GO:0005178 integrin binding	0.559	0.741	0.741	-0.650	-2.035	-1.564	-3.402	-1.564	2.782	0.559	2.414
GO:0004714 transmembrane receptor protein tyrosine kinase activity	0.272	0.980	0.980	-0.332	-2.195	-2.195	-1.395	-1.395	0.691	-0.332	4.290
GO:0030324 lung development	-0.917	0.594	0.594	-1.250	-1.676	-2.226	-1.676	-0.917	2.623	1.285	3.458
GO:0048514 blood vessel morphogenesis	-1.201	-0.609	0.928	-0.300	-1.201	-0.300	-1.201	-1.201	1.364	-0.609	5.431
GO:0042734 presynaptic membrane	-1.270	1.131	2.669	-0.565	-1.852	-2.734	-0.858	-0.858	-0.359	1.131	2.671
GO:0005088 Ras guanyl-nucleotide exchange factor activity	-1.032	1.508	2.111	-0.772	-2.871	-0.772	-2.251	-1.032	0.795	0.322	3.608
GO:0006814 sodium ion transport	-0.331	0.859	2.445	-0.829	-2.758	-2.211	-1.388	-0.460	-0.829	1.066	3.939
GO:0005244 voltage-gated ion channel activity	0.540	1.057	1.057	-0.553	-2.277	-0.936	-4.109	-1.492	0.410	1.508	2.989
GO:0010575 positive regulation of vascular endothelial growth factor production	-1.118	0.644	-0.260	-0.550	-1.118	-1.118	-1.118	-1.118	0.347	3.365	2.674
GO:0007623 circadian rhythm	-1.389	0.595	1.985	0.278	-2.580	-1.003	-2.580	-0.710	1.985	0.278	2.361
GO:0050919 negative chemotaxis	0.264	0.264	1.719	-1.284	-1.284	-1.284	-1.284	-1.284	0.264	1.241	2.877
GO:0005604 basement membrane	-0.504	0.404	1.602	-0.338	-2.617	-1.417	-1.027	-2.617	1.296	0.782	3.135
GO:0071805 potassium ion transmembrane transport	1.713	1.005	0.266	-0.622	-2.568	-0.622	-3.857	-1.051	0.813	0.495	2.952
GO:0098793 presynapse	-0.625	0.539	2.481	-0.251	-2.858	-1.361	-1.361	-1.361	1.334	-0.251	2.482
GO:0005901 caveola	-0.625	1.029	1.334	-0.405	-2.858	-0.934	-2.858	-0.405	0.357	1.029	2.482
GO:0060048 cardiac muscle contraction	-1.123	-0.675	1.735	0.226	-1.863	-1.863	-1.123	0.409	0.226	0.654	3.895
GO:0006936 muscle contraction	-0.867	1.218	1.488	-0.633	-3.364	-0.451	-2.597	-0.633	1.488	0.291	2.460
GO:0005272 sodium channel activity	-1.408	-0.407	2.009	-1.408	-0.764	-1.408	-0.407	0.216	-0.764	2.009	2.570
GO:0030672 synaptic vesicle membrane	0.342	-0.263	-0.421	-0.959	-0.263	-1.391	-1.996	-1.996	2.867	0.342	3.861
GO:0071560 cellular response to transforming growth factor beta stimulus	-1.062	0.346	1.789	0.346	-2.444	-0.690	-1.604	-1.062	0.346	0.346	4.285
GO:0051592 response to calcium ion	-1.569	-0.416	0.362	0.564	-0.247	-2.402	-1.569	-1.033	3.252	0.362	2.274
GO:0035725 sodium ion transmembrane transport	-0.605	0.863	2.390	-0.605	-2.127	-2.127	-1.174	-0.605	-0.605	1.108	3.205
GO:0050840 extracellular matrix binding	0.347	-0.550	0.347	-0.550	-1.118	-1.118	-1.118	-1.118	0.347	1.031	4.946
GO:0007409 axonogenesis	-0.424	-0.424	2.937	-0.828	-0.828	-1.484	-2.529	-1.484	1.556	0.804	2.196
GO:0051453 regulation of intracellular pH	-0.476	2.302	0.614	0.359	-1.532	-0.860	-1.532	-1.532	-0.476	0.359	2.875
GO:0045165 cell fate commitment	-0.398	0.587	0.845	-0.644	-2.361	-1.005	-0.398	-2.361	1.150	0.379	3.337
GO:0008589 regulation of smoothened signaling pathway	0.491	1.356	1.356	-0.911	-0.911	-0.911	-0.911	-0.911	0.217	-0.911	2.594
GO:0046934 phosphatidylinositol-4,5-bisphosphate 3-kinase activity	-1.270	1.457	1.457	0.250	-1.852	-0.858	-1.852	-1.270	0.604	0.405	2.671
GO:0005254 chloride channel activity	1.296	0.342	-0.263	-1.391	-1.996	-1.391	-1.996	-0.263	0.737	0.996	2.869
GO:0032729 positive regulation of interferon-gamma production	-1.056	0.715	1.422	-0.624	-1.056	-1.781	-1.781	-0.354	0.715	0.715	2.352
GO:0060326 cell chemotaxis	-0.858	0.846	0.250	0.250	-1.852	-1.852	-0.858	-0.858	0.250	2.669	2.671
GO:0032809 neuronal cell body membrane	-0.406	0.217	0.873	-0.911	-0.406	-0.911	-0.911	-0.911	-0.406	0.873	4.158
GO:0001568 blood vessel development	-0.381	0.612	0.876	-0.622	-1.499	-2.319	-0.976	-0.976	1.190	0.876	2.404
