GO	[-25.09 -0.90]	[-0.90 -0.31]	[-0.31 -0.06]	[-0.06 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.04]	[0.04 0.26]	[0.26 0.62]	[0.62 21.26]
GO:0006413 translational initiation	-3.857	-2.568	36.163	4.081	-5.927	-5.927	-5.927	-1.051	2.950	-3.150	-4.739
GO:0003735 structural constituent of ribosome	-4.654	-1.846	27.534	2.698	-6.840	-6.840	-6.840	-0.593	7.148	-0.972	-5.593
GO:1904813 ficolin-1-rich granule lumen	-3.149	-5.097	12.454	-1.554	-5.097	-5.097	-3.972	-0.692	22.734	-0.365	-1.979
GO:0019083 viral transcription	-4.475	-2.631	31.268	3.176	-4.475	-4.475	-4.475	-0.887	0.951	-0.650	-4.473
GO:0000184 nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	-3.782	-2.975	27.575	3.041	-4.890	-4.890	-4.890	0.291	2.320	-2.345	-2.973
GO:0005681 spliceosomal complex	-4.935	-2.221	8.523	0.902	-6.135	-6.135	-6.135	1.564	16.866	-0.527	-3.314
GO:0006260 DNA replication	-5.557	-0.750	9.858	1.611	-6.799	-6.799	-5.557	0.375	16.115	-0.580	-3.215
GO:0006614 SRP-dependent cotranslational protein targeting to membrane	-3.729	-2.728	29.102	3.390	-3.729	-3.729	-3.729	-0.554	0.714	-2.028	-3.727
GO:0000775 chromosome, centromeric region	-4.001	-0.884	3.121	0.329	-6.093	-4.896	-6.093	-0.275	23.283	1.593	-3.999
GO:0008168 methyltransferase activity	-3.956	1.267	12.849	-0.911	-7.754	-5.464	-6.458	-0.335	13.450	-0.441	-2.011
GO:0042254 ribosome biogenesis	-4.143	-2.360	8.581	3.215	-4.143	-4.143	-4.143	0.707	12.044	-3.101	-4.142
GO:0005635 nuclear envelope	-3.820	0.385	5.877	0.644	-6.757	-6.757	-6.757	-0.937	14.885	1.638	-1.796
GO:0030496 midbody	-1.561	0.643	4.750	-0.446	-6.342	-6.342	-6.342	-0.773	16.172	1.674	-3.481
GO:0007062 sister chromatid cohesion	-4.475	-1.187	3.176	-1.187	-4.475	-4.475	-3.402	0.406	21.371	1.455	-3.401
GO:0004386 helicase activity	-2.568	-1.677	8.979	1.713	-5.927	-5.927	-5.927	0.266	12.664	-0.465	-1.675
GO:1901796 regulation of signal transduction by p53 class mediator	-5.512	-0.654	6.083	1.243	-4.356	-5.512	-5.512	2.698	11.232	-0.864	-2.821
