GO	[-1.85 -0.29]	[-0.29 -0.14]	[-0.14 -0.06]	[-0.06 0.01]	[0.01 0.07]	[0.07 0.12]	[0.12 0.18]	[0.18 0.25]	[0.25 0.33]	[0.33 0.46]	[0.46 17.21]
GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_7DY_DN GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_7DY_DN	-1.686	7.484	1.092	0.498	0.498	-1.292	0.668	-2.176	-1.292	-2.176	-0.259
GSE36826_WT_VS_IL1R_KO_SKIN_STAPH_AUREUS_INF_UP GSE36826_WT_VS_IL1R_KO_SKIN_STAPH_AUREUS_INF_UP	-0.461	0.273	-1.090	0.385	1.078	2.838	1.313	0.273	0.385	-1.401	-5.521
GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_1MONTH_POST_DX_UP GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_1MONTH_POST_DX_UP	-0.873	-1.770	0.340	1.924	0.953	-0.266	2.221	1.649	-0.503	-1.770	-3.324
GSE16450_CTRL_VS_IFNA_6H_STIM_MATURE_NEURON_CELL_LINE_UP GSE16450_CTRL_VS_IFNA_6H_STIM_MATURE_NEURON_CELL_LINE_UP	2.012	-1.993	-0.256	2.012	-0.256	-0.756	-1.993	-0.756	-0.256	-0.256	1.171
GSE17721_POLYIC_VS_PAM3CSK4_16H_BMDC_DN GSE17721_POLYIC_VS_PAM3CSK4_16H_BMDC_DN	-1.568	-1.999	-0.254	1.837	2.486	0.488	1.549	-0.511	-0.696	-0.254	-2.025
GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_AND_RARA_AGONIST_AM580_TREATED_DC_UP GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_AND_RARA_AGONIST_AM580_TREATED_DC_UP	-3.583	-0.712	0.421	0.811	3.238	-0.712	-0.325	-0.325	0.811	0.421	-1.023
GSE39916_B_CELL_SPLEEN_VS_PLASMA_CELL_BONE_MARROW_DN GSE39916_B_CELL_SPLEEN_VS_PLASMA_CELL_BONE_MARROW_DN	-2.453	0.788	0.788	0.347	-1.066	-1.066	0.347	3.202	0.543	-1.066	-0.442
GSE20727_CTRL_VS_ROS_INHIBITOR_TREATED_DC_DN GSE20727_CTRL_VS_ROS_INHIBITOR_TREATED_DC_DN	0.291	0.420	0.420	4.650	-0.311	0.420	0.579	-0.872	-0.636	-2.021	-2.045
GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_48H_UP GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_48H_UP	-1.193	-0.431	1.230	0.599	0.599	0.370	-1.952	3.122	-0.431	-0.729	-1.205
GSE21379_WT_VS_SAP_KO_CD4_TCELL_DN GSE21379_WT_VS_SAP_KO_CD4_TCELL_DN	-0.471	-0.711	1.518	-0.711	-0.711	-0.300	-3.038	0.911	-0.711	1.877	1.177
GSE22589_HIV_VS_HIV_AND_SIV_INFECTED_DC_DN GSE22589_HIV_VS_HIV_AND_SIV_INFECTED_DC_DN	-2.756	0.252	1.119	1.662	-0.705	-0.357	-0.954	0.513	-1.658	2.312	-0.250
GSE27786_NKTCELL_VS_MONO_MAC_UP GSE27786_NKTCELL_VS_MONO_MAC_UP	-0.968	-0.730	-0.968	1.000	0.460	-0.968	0.460	2.072	1.230	0.794	-3.283
GSE6092_B_BURGDOFERI_VS_B_BURGDORFERI_AND_IFNG_STIM_ENDOTHELIAL_CELL_DN GSE6092_B_BURGDOFERI_VS_B_BURGDORFERI_AND_IFNG_STIM_ENDOTHELIAL_CELL_DN	-0.491	-3.048	0.754	0.561	-0.491	-0.491	0.561	2.555	-0.698	-1.309	1.213
GSE360_HIGH_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_DN GSE360_HIGH_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_DN	-0.427	-3.415	-0.634	0.682	0.915	1.184	1.827	-0.634	-0.913	0.486	-0.436
