GO	[-3.28 -0.34]	[-0.34 -0.20]	[-0.20 -0.13]	[-0.13 -0.07]	[-0.07 -0.03]	[-0.03 0.02]	[0.02 0.06]	[0.06 0.12]	[0.12 0.19]	[0.19 0.32]	[0.32 2.54]
FAN_EMBRYONIC_CTX_MICROGLIA_1 FAN_EMBRYONIC_CTX_MICROGLIA_1	4.159	-0.240	-0.392	0.799	0.373	-0.240	-0.611	-2.858	-0.392	-2.858	0.790
RUBENSTEIN_SKELETAL_MUSCLE_T_CELLS RUBENSTEIN_SKELETAL_MUSCLE_T_CELLS	-1.445	-0.675	0.502	-1.445	0.328	4.466	1.282	0.502	-0.276	-2.065	-0.682
TRAVAGLINI_LUNG_CD4_NAIVE_T_CELL TRAVAGLINI_LUNG_CD4_NAIVE_T_CELL	-1.712	0.284	-0.577	-0.998	0.284	3.771	1.553	-0.318	0.284	-1.712	-0.322
TRAVAGLINI_LUNG_PROLIFERATING_NK_T_CELL TRAVAGLINI_LUNG_PROLIFERATING_NK_T_CELL	4.415	0.370	0.370	0.370	-0.433	0.370	-0.242	-1.966	-0.734	-1.966	-0.245
RUBENSTEIN_SKELETAL_MUSCLE_B_CELLS RUBENSTEIN_SKELETAL_MUSCLE_B_CELLS	-1.880	-0.869	-0.360	-0.360	-0.360	4.339	0.608	1.485	-0.571	-0.869	-0.577
TRAVAGLINI_LUNG_AIRWAY_SMOOTH_MUSCLE_CELL TRAVAGLINI_LUNG_AIRWAY_SMOOTH_MUSCLE_CELL	-1.082	-1.082	-1.082	-0.241	0.686	1.095	2.169	0.686	0.371	-1.082	-0.526
BUSSLINGER_GASTRIC_PPP1R1B_POSITIVE_CELLS BUSSLINGER_GASTRIC_PPP1R1B_POSITIVE_CELLS	-2.093	-0.816	-0.286	-0.816	0.317	4.084	1.108	0.317	-0.286	-0.816	-0.289
LAKE_ADULT_KIDNEY_C7_PROXIMAL_TUBULE_EPITHELIAL_CELLS_S3 LAKE_ADULT_KIDNEY_C7_PROXIMAL_TUBULE_EPITHELIAL_CELLS_S3	-1.167	-0.707	-0.228	-0.707	0.389	5.986	-0.228	0.389	-0.707	-0.707	-0.417
BUSSLINGER_ESOPHAGEAL_PROLIFERATING_BASAL_CELLS BUSSLINGER_ESOPHAGEAL_PROLIFERATING_BASAL_CELLS	0.991	-0.833	-0.455	-0.455	0.380	1.881	1.403	0.649	-1.502	-1.502	-0.839
BUSSLINGER_ESOPHAGEAL_QUIESCENT_BASAL_CELLS BUSSLINGER_ESOPHAGEAL_QUIESCENT_BASAL_CELLS	-0.956	-0.435	-0.435	-0.956	0.824	3.222	0.458	0.824	-0.435	-0.956	-0.438
