GO	[-0.63 -0.10]	[-0.10 -0.06]	[-0.06 -0.04]	[-0.04 -0.03]	[-0.03 -0.01]	[-0.01 0.01]	[0.01 0.02]	[0.02 0.04]	[0.04 0.06]	[0.06 0.09]	[0.09 0.60]
HP_ABSENT_FACIAL_HAIR HP_ABSENT_FACIAL_HAIR	-0.996	2.367	-0.996	-0.463	-0.204	-0.204	-0.463	0.773	-0.996	-0.996	2.367
HP_ESOPHAGITIS HP_ESOPHAGITIS	-0.521	1.091	0.371	1.584	-1.080	0.685	1.584	-1.080	-1.080	-1.080	-0.521
HP_ABNORMALITY_OF_EXOCRINE_PANCREAS_PHYSIOLOGY HP_ABNORMALITY_OF_EXOCRINE_PANCREAS_PHYSIOLOGY	-0.432	-1.957	-1.196	2.583	-0.731	1.231	1.231	-0.242	0.599	-0.432	-1.196
HP_ABNORMAL_RENAL_COLLECTING_SYSTEM_MORPHOLOGY HP_ABNORMAL_RENAL_COLLECTING_SYSTEM_MORPHOLOGY	-0.871	-0.871	0.931	0.235	-0.871	0.931	-0.379	0.931	-0.871	-0.871	2.044
HP_ABSENT_HAIR HP_ABSENT_HAIR	-0.994	1.543	-0.994	0.502	-0.318	-0.575	-0.318	0.502	-0.575	-1.706	3.107
HP_HODGKIN_LYMPHOMA HP_HODGKIN_LYMPHOMA	0.216	-0.913	-0.913	3.354	0.491	1.360	-0.406	-0.913	-0.406	-0.406	-0.406
HP_ABNORMAL_VITREOUS_HUMOR_MORPHOLOGY HP_ABNORMAL_VITREOUS_HUMOR_MORPHOLOGY	-1.580	0.901	1.284	-0.266	-0.502	-0.502	-1.580	1.730	-0.266	0.901	-0.896
HP_MALE_PSEUDOHERMAPHRODITISM HP_MALE_PSEUDOHERMAPHRODITISM	-1.028	-0.601	3.012	-0.601	-0.601	0.477	-0.601	1.088	-1.028	1.486	-1.028
HP_HYPODONTIA HP_HYPODONTIA	-0.367	-1.043	-2.376	2.065	-2.376	0.579	1.540	-0.269	0.447	0.447	0.447
HP_ABNORMALITY_OF_THE_MAXILLA HP_ABNORMALITY_OF_THE_MAXILLA	0.776	-1.292	0.321	-0.751	-2.641	0.776	-0.994	-0.556	1.462	0.447	2.046
HP_TYPE_II_LISSENCEPHALY HP_TYPE_II_LISSENCEPHALY	-0.414	-0.414	-0.414	-0.414	0.640	-0.414	2.043	-0.414	-0.414	-0.414	2.043
HP_SYMPHALANGISM_AFFECTING_THE_PHALANGES_OF_THE_HAND HP_SYMPHALANGISM_AFFECTING_THE_PHALANGES_OF_THE_HAND	-0.247	-0.664	-0.664	-0.247	-0.664	1.944	-0.247	1.944	0.763	-0.664	-0.664
HP_PERSONALITY_CHANGES HP_PERSONALITY_CHANGES	-0.408	0.717	1.519	-1.413	0.717	0.427	-1.413	-1.413	0.427	0.717	-0.408
HP_LONG_HALLUX HP_LONG_HALLUX	3.506	0.166	-0.497	-0.497	-0.497	0.166	-0.497	-0.497	1.053	0.166	-0.497
HP_VITREOUS_HEMORRHAGE HP_VITREOUS_HEMORRHAGE	-0.539	0.476	2.376	-0.176	-0.539	-0.539	-0.539	1.606	-0.539	-0.176	-0.539
HP_OLIVOPONTOCEREBELLAR_HYPOPLASIA HP_OLIVOPONTOCEREBELLAR_HYPOPLASIA	0.187	0.579	-0.456	-0.456	-0.456	-0.456	1.878	-0.456	-0.456	-0.456	1.878
HP_PERITONITIS HP_PERITONITIS	-0.331	0.273	-0.331	-0.331	-0.331	-0.331	3.570	-0.331	0.795	-0.331	-0.331
HP_ODONTOGENIC_NEOPLASM HP_ODONTOGENIC_NEOPLASM	-0.331	-0.331	0.273	2.456	-0.331	1.530	-0.331	-0.331	-0.331	-0.331	-0.331
HP_INTRACTABLE_DIARRHEA HP_INTRACTABLE_DIARRHEA	-0.290	0.312	-0.290	3.963	-0.290	-0.290	-0.290	0.312	-0.290	-0.290	-0.290
