	[-1.27 -0.92]	[-0.92 -0.55]	[-0.55 -0.30]	[-0.30 -0.19]	[-0.19 0.00]	[0.00 0.00]	[0.00 0.22]	[0.22 0.56]	[0.56 1.21]	[1.21 2.19]	[2.19 2.54]
GOMF_SNORNA_BINDING	7.547999999999999	2.7739999999999996	0.48	-1.3259999999999998	-0.7020000000000001	-1.3259999999999998	-1.3259999999999998	-0.363	-1.3259999999999998	-0.7020000000000001	-1.328
GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_TRNA	6.401	11.19	2.812	-1.986	0.645	-3.984	-1.5590000000000002	-1.209	-3.159	-3.984	-5.119
GOMF_RIBONUCLEOPROTEIN_COMPLEX_BINDING	5.093	5.564	0.802	-0.256	-0.36200000000000004	-5.571000000000001	0.628	-1.146	-1.463	-1.463	-3.555
GOMF_TRNA_BINDING	4.699	5.934	1.0979999999999999	-0.884	0.389	-2.779	-0.884	-0.884	-1.3019999999999998	-1.891	-2.783
GOMF_LIGASE_ACTIVITY	4.229	10.049	1.6480000000000001	-1.805	0.506	-5.54	-1.182	-0.94	-0.568	-1.805	-3.845
GOMF_LIGASE_ACTIVITY_FORMING_CARBON_OXYGEN_BONDS	3.7039999999999997	7.484	0.502	-1.699	0.784	-1.699	-0.991	-1.699	-1.699	-1.699	-1.702
GOMF_LIGASE_ACTIVITY_FORMING_CARBON_NITROGEN_BONDS	3.1060000000000003	2.069	0.598	0.37	-0.7290000000000001	-1.9480000000000002	-0.7290000000000001	-0.431	-1.1909999999999998	-0.242	-0.73
GOMF_S_ADENOSYLMETHIONINE_DEPENDENT_METHYLTRANSFERASE_ACTIVITY	2.7119999999999997	5.8660000000000005	4.556	-2.04	0.917	-5.305	-0.267	-0.649	-1.067	-3.6319999999999997	-3.64
GOMF_PSEUDOURIDINE_SYNTHASE_ACTIVITY	2.371	2.371	0.47700000000000004	-0.17600000000000002	-0.5379999999999999	-0.5379999999999999	-0.5379999999999999	-0.5379999999999999	-0.5379999999999999	-0.5379999999999999	-0.539
GOMF_NUCLEASE_ACTIVITY	2.333	2.333	3.215	-1.6769999999999998	1.176	-4.442	0.33299999999999996	-0.753	-1.3940000000000001	-1.148	-0.9390000000000001
GOMF_RNA_METHYLTRANSFERASE_ACTIVITY	2.122	7.867999999999999	1.73	-1.3319999999999999	0.373	-2.821	-0.91	-0.91	-0.606	-2.821	-1.93
GOMF_U3_SNORNA_BINDING	2.04	2.04	0.21100000000000002	-0.414	-0.414	-0.414	-0.414	-0.414	-0.414	0.21100000000000002	-0.415
GOMF_IMMUNE_RECEPTOR_ACTIVITY	0.256	-3.513	-1.819	-1.125	-2.278	0.491	-1.125	-1.125	1.248	2.061	8.836
GOMF_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	-0.978	-1.253	-1.9809999999999999	0.552	-1.584	-0.301	-3.029	-0.5660000000000001	0.552	4.77	4.7589999999999995
GOMF_CARGO_RECEPTOR_ACTIVITY	-0.753	-0.753	-0.753	0.429	-2.18	-0.753	-1.091	0.27699999999999997	0.27699999999999997	2.151	4.524
GOMF_POTASSIUM_CHANNEL_ACTIVITY	-0.645	-1.1420000000000001	-0.866	0.6990000000000001	-0.469	0.272	-1.901	-1.483	0.272	2.591	3.747
GOMF_PHOSPHOLIPASE_ACTIVITY	-0.301	-0.617	-1.143	-0.617	-3.335	-0.43700000000000006	-0.617	-0.43700000000000006	0.433	3.304	3.7260000000000004
GOMF_VOLTAGE_GATED_ION_CHANNEL_ACTIVITY	-0.6990000000000001	-1.317	-2.681	0.474	-1.317	0.597	-2.269	-0.8740000000000001	1.068	3.708	3.697
GOMF_LIPASE_ACTIVITY	-0.331	-0.331	-1.766	-0.46	-3.4419999999999997	0.273	-1.084	-0.831	0.6779999999999999	3.554	3.545
GOMF_LIGAND_GATED_ION_CHANNEL_ACTIVITY	-0.301	-3.029	-1.253	-0.5660000000000001	-0.7509999999999999	0.415	-2.457	0.711	0.711	2.145	3.5189999999999997
GOMF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	-0.759	-1.544	-1.544	0.6609999999999999	-0.58	-0.435	-1.91	-0.759	0.514	4.022	3.259
GOMF_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY	-0.505	-1.0290000000000001	-1.42	0.7829999999999999	-0.73	-0.505	-2.622	-1.0290000000000001	0.5770000000000001	3.603	3.139
GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_KINASE_ACTIVITY	-0.397	-1.225	-1.7069999999999999	-0.595	-0.865	-2.363	-0.595	1.245	0.52	2.698	3.134
GOMF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	-1.8459999999999999	-0.885	-1.463	-0.256	0.35100000000000003	-0.499	-1.463	0.35100000000000003	0.628	2.6689999999999996	2.661
GOMF_PHOSPHORIC_DIESTER_HYDROLASE_ACTIVITY	0.522	-1.102	-0.7909999999999999	-0.247	-2.032	-1.506	-0.5539999999999999	-0.377	0.363	3.404	2.5469999999999997
