gene_name	log2FoldChange
TSPAN6	-0.812367845437506
TNMD	0
DPM1	-0.303604496302374
SCYL3	0.0721005536065515
C1orf112	-0.248922113494483
FGR	1.71762595515862
CFH	0.492672536074461
FUCA2	-0.140190988857148
GCLC	0.0475593741987034
NFYA	-0.416577569103555
STPG1	0.142120931511205
NIPAL3	-0.103897789158831
LAS1L	-0.118611930167198
ENPP4	-0.698326635723117
SEMA3F	0.119679708980274
CFTR	0.304521748958266
ANKIB1	-0.0559413770897486
CYP51A1	-0.454360953268244
KRIT1	0.170718672352269
RAD52	0.102818717447155
MYH16	0.226237149924632
BAD	-0.262503475283924
LAP3	-0.123368381128588
CD99	-0.0451935803390772
HS3ST1	0.326508972837959
AOC1	0.408049964944869
WNT16	0
HECW1	-1.34822128774429
MAD1L1	-0.20909814024678
LASP1	0.207670010845589
SNX11	0.156201559484074
TMEM176A	3.03955860907535
M6PR	-0.137814014293552
KLHL13	0.205378453947653
CYP26B1	0
ICA1	0.666546378717221
DBNDD1	-1.26272428534184
ALS2	0.85085830831892
CASP10	0.381909406928167
CFLAR	0.25721579185122
TFPI	0.248835700879001
NDUFAF7	0.085671282792982
RBM5	0.191194270131497
MTMR7	0.385454547521539
SLC7A2	-0.551930534994596
ARF5	-0.0351150441038512
SARM1	1.84023725654138
POLDIP2	-0.428473453015219
PLXND1	1.30522695747816
AK2	-0.637333003620693
CD38	-0.0334336817774372
FKBP4	-0.308201209094915
KDM1A	-0.319712837327725
RBM6	0.230194997366533
CAMKK1	0.34435267478634
RECQL	-0.293558107354604
VPS50	-0.202861521913404
HSPB6	-1.72499400828632
ARHGAP33	2.1686755286525
NDUFAB1	-0.348573643717125
PDK4	-0.796466996758704
SLC22A16	-0.155051385530842
ZMYND10	0.624205165601603
ABCB5	0.59957316957606
ARX	0.936894554437334
SLC25A13	-0.515847863477025
ST7	-0.286279569498649
CDC27	-0.292453310027068
SLC4A1	0.116087587140409
CALCR	0
HCCS	-0.450312779825691
DVL2	0.235053720091685
PRSS22	0
UPF1	-0.0426264526443219
SKAP2	-0.256364910601351
SLC25A5	-0.322250057762488
MCUB	-0.60979923357076
HOXA11	-0.4689820957758
POLR2J	-0.118698191466423
DHX33	-0.366274514775909
MEOX1	1.28372247894641
THSD7A	0.376212251623087
LIG3	-0.227839249017134
RPAP3	-0.240024005509731
ACSM3	0.500682484146494
