gene_name	log2FoldChange
TSPAN6	0.466778886583663
TNMD	0
DPM1	0.0636323185472757
SCYL3	0.195145507024643
C1orf112	-0.191042482934549
FGR	0.60590716973376
CFH	0.935503531009983
FUCA2	0.23636954628411
GCLC	-0.00857502130692929
NFYA	-0.193477350862867
STPG1	0.585625096130637
NIPAL3	0.163677724686004
LAS1L	-0.12102447394944
ENPP4	-0.0421142915744944
SEMA3F	1.23680196602329
CFTR	-2.66130822911937
ANKIB1	0.0474128002637096
CYP51A1	0.271213464844121
KRIT1	0.067390049509584
RAD52	0.126644634119127
MYH16	0
BAD	-0.3708229407051
LAP3	0.0127781167466767
CD99	0.31785915917028
HS3ST1	0.411370592829034
AOC1	0.527243106009682
WNT16	0
HECW1	-3.08949375900192
MAD1L1	-0.841981846158722
LASP1	0.225764287374889
SNX11	0.153141155185363
TMEM176A	1.79614732463456
M6PR	0.0901001742605537
KLHL13	0.32117360946916
CYP26B1	-2.00883987209401
ICA1	0.372538956355727
DBNDD1	-0.391445614950779
ALS2	0.729809848668988
CASP10	0.17049570182436
CFLAR	-0.391677078301261
TFPI	0.228928926381762
NDUFAF7	-0.145004757154726
RBM5	0.199374349882826
MTMR7	0.0631158751055148
SLC7A2	1.75022694210932
ARF5	0.0558710068535746
SARM1	0.672508586989733
POLDIP2	-0.207360559576217
PLXND1	0.436366774519675
AK2	-0.0932082473679085
CD38	0.0751742782816779
FKBP4	0.128852357323393
KDM1A	-0.111540942044359
RBM6	-0.194957633753265
CAMKK1	0.218853986830025
RECQL	-0.0513377402295853
VPS50	0.236669260288241
HSPB6	2.0410982980668
ARHGAP33	1.39081625156679
NDUFAB1	-0.296683056227807
PDK4	1.23426617472911
SLC22A16	0.247071910914782
ZMYND10	0.555313962941954
ABCB5	0.726261255302344
ARX	0.709155973437399
SLC25A13	-0.5200475283649
ST7	-0.224529365781215
CDC27	0.151833447320801
SLC4A1	-0.494822379601714
CALCR	0
HCCS	-0.123154003396214
DVL2	-0.077322470092626
PRSS22	0
UPF1	-0.102694499984037
SKAP2	0.199160323141488
SLC25A5	-0.170816032309073
MCUB	0.310671630600302
HOXA11	0.100118853435131
POLR2J	-0.264900118510042
DHX33	0.0227302970399658
MEOX1	0
THSD7A	1.05033307069282
LIG3	-0.0912574524471664
RPAP3	-0.170433864612659
ACSM3	1.42374790976547
REXO5	0.461528085043229
CIAPIN1	-0.116248975605835
SPPL2B	-0.145728938478644
FAM214B	0.209370438565256
COPZ2	1.22081791468273
PRKAR2B	0.115524154465074
MSL3	-0.345308970985735
CREBBP	0.0363131906539332
TSPOAP1	-0.538836154892758
MPO	3.55585251923345
PON1	-1.8022444358356
GCFC2	-0.0338037229950185
WDR54	-0.280350896189905
CROT	-0.451838936844249
ABCB4	4.76560089599773
KMT2E	0.199742162784394
RHBDD2	-0.400728493497149
SOX8	-0.403807396974767
IBTK	-0.0260465855588205
ZNF195	-0.202603340212035
MYCBP2	-0.0756608454072031
FBXL3	0.262058314028418
ITGAL	-0.306570377856558
PDK2	-0.0310897643932031
ITGA3	1.04910604251144
ZFX	-0.0221511261102641
LAMP2	0.541077285957014
ITGA2B	0.976292298911601
ASB4	1.68593548662052
GDE1	0.118231940469706
REX1BD	-0.053488678905248
CRLF1	-0.768251169535267
OSBPL7	0.673095620585599
TMEM98	-0.322970348485341
YBX2	0.144698549614904
KRT33A	0
MAP3K14	0.042482832984204
ABCC8	-0.318248498609515
CACNG3	0
