GO	[-9.50 -0.62]	[-0.62 -0.44]	[-0.44 -0.22]	[-0.22 -0.10]	[-0.10 -0.01]	[-0.01 0.00]	[0.00 0.06]	[0.06 0.16]	[0.16 0.34]	[0.34 0.87]	[0.87 15.11]
SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM	-3.762	-5.453	-0.408	3.209	5.153	-2.596	2.551	6.045	-0.408	-3.762	-5.471
PUJANA_XPRSS_INT_NETWORK PUJANA_XPRSS_INT_NETWORK	-4.776	-4.001	-0.268	1.509	11.280	-3.353	1.078	4.349	-0.365	-1.924	-5.746
CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN	-4.200	-5.742	-0.827	3.164	3.164	-3.058	2.558	4.939	2.015	-2.595	-4.927
RAMALHO_STEMNESS_UP RAMALHO_STEMNESS_UP	-1.858	-4.943	-0.671	1.741	6.113	-4.233	1.301	4.138	1.741	-2.214	-4.962
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_17 YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_17	-5.331	-4.521	-0.401	0.800	2.085	-3.251	2.652	3.623	2.085	0.515	-4.539
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13 YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13	-4.347	-2.604	-1.805	1.974	3.160	-3.674	0.722	3.852	3.160	-0.262	-4.364
HAHTOLA_MYCOSIS_FUNGOIDES_CD4_DN HAHTOLA_MYCOSIS_FUNGOIDES_CD4_DN	-3.674	-2.876	-0.566	3.620	4.980	-2.876	-0.566	4.505	0.453	-1.357	-2.265
NOUZOVA_TRETINOIN_AND_H4_ACETYLATION NOUZOVA_TRETINOIN_AND_H4_ACETYLATION	-2.959	-2.959	1.380	1.637	8.451	-3.651	0.581	0.746	0.320	-1.533	-2.404
DING_LUNG_CANCER_EXPRESSION_BY_COPY_NUMBER DING_LUNG_CANCER_EXPRESSION_BY_COPY_NUMBER	-2.363	-3.105	-0.521	5.113	2.431	-1.797	1.166	0.922	1.742	-2.363	-4.160
KONDO_PROSTATE_CANCER_WITH_H3K27ME3 KONDO_PROSTATE_CANCER_WITH_H3K27ME3	2.015	4.555	-1.258	-2.189	-4.200	3.164	-0.301	-1.526	-3.589	-0.398	1.754
IVANOVA_HEMATOPOIESIS_INTERMEDIATE_PROGENITOR IVANOVA_HEMATOPOIESIS_INTERMEDIATE_PROGENITOR	-2.304	-4.403	-1.844	0.802	2.333	-3.544	0.478	1.732	4.632	0.351	-0.676
SMITH_TERT_TARGETS_UP SMITH_TERT_TARGETS_UP	-3.938	-3.223	0.778	1.658	-0.258	-2.143	-0.359	5.272	1.932	-0.258	-1.739
JISON_SICKLE_CELL_DISEASE_DN JISON_SICKLE_CELL_DISEASE_DN	-3.373	-2.018	0.737	1.965	4.917	-4.662	-0.334	1.486	-0.334	0.594	-1.395
PUIFFE_INVASION_INHIBITED_BY_ASCITES_DN PUIFFE_INVASION_INHIBITED_BY_ASCITES_DN	-2.170	-2.665	1.151	5.207	2.831	-2.665	-0.867	1.379	0.339	-2.170	-0.672
WANG_CLIM2_TARGETS_DN WANG_CLIM2_TARGETS_DN	-3.220	-1.570	0.410	3.326	1.612	-3.220	1.179	3.326	0.310	-0.835	-2.730
MIKKELSEN_ES_ICP_WITH_H3K4ME3_AND_H3K27ME3 MIKKELSEN_ES_ICP_WITH_H3K4ME3_AND_H3K27ME3	1.637	3.625	-0.718	-1.924	-2.959	0.934	-0.282	-3.651	-1.208	-0.538	3.607
WAKABAYASHI_ADIPOGENESIS_PPARG_RXRA_BOUND_WITH_H4K20ME1_MARK WAKABAYASHI_ADIPOGENESIS_PPARG_RXRA_BOUND_WITH_H4K20ME1_MARK	-2.143	-2.635	-1.730	1.658	5.734	-2.635	0.613	1.406	0.778	-0.489	-0.857
ELVIDGE_HYPOXIA_DN ELVIDGE_HYPOXIA_DN	-4.946	-3.323	-0.283	1.327	0.434	-1.450	0.569	3.090	2.747	0.320	-1.160
LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_UP LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_UP	-4.556	-1.325	-0.535	3.242	1.340	-2.330	-0.865	2.921	1.340	0.635	-1.624
DUNNE_TARGETS_OF_AML1_MTG8_FUSION_UP DUNNE_TARGETS_OF_AML1_MTG8_FUSION_UP	-2.196	-2.196	-0.892	0.981	1.707	-0.892	0.692	4.934	0.272	-0.556	-2.202
LINDGREN_BLADDER_CANCER_WITH_LOH_IN_CHR9Q LINDGREN_BLADDER_CANCER_WITH_LOH_IN_CHR9Q	-2.286	-2.286	-0.417	2.078	2.078	-2.911	-0.417	2.774	2.078	-0.581	-1.795
LIU_VMYB_TARGETS_UP LIU_VMYB_TARGETS_UP	-2.041	-0.537	-0.388	2.047	1.748	-4.056	-1.252	1.471	3.471	-0.388	-2.051
PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_DN PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_DN	-2.927	-3.615	0.330	1.951	2.926	-1.897	0.596	0.596	2.255	-0.384	-1.907
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN	2.717	2.130	0.647	-1.689	-3.513	-0.415	-0.415	-2.949	-1.689	0.803	2.400
HOLLERN_SQUAMOUS_BREAST_TUMOR HOLLERN_SQUAMOUS_BREAST_TUMOR	0.301	1.408	0.403	-1.098	-3.481	5.351	0.523	-1.360	-2.023	-1.360	1.629
SALVADOR_MARTIN_PEDIATRIC_TBD_ANTI_TNF_THERAPY_NONRESPONDER_POST_TREATMENT_DN SALVADOR_MARTIN_PEDIATRIC_TBD_ANTI_TNF_THERAPY_NONRESPONDER_POST_TREATMENT_DN	-0.662	-0.662	-0.247	-0.662	-0.662	8.015	1.292	-0.662	-0.662	-0.662	-0.664
MEISSNER_NPC_HCP_WITH_H3K27ME3 MEISSNER_NPC_HCP_WITH_H3K27ME3	-0.382	3.204	-0.382	-1.674	-1.674	4.729	0.996	-2.325	-1.197	-0.841	-0.246
CHUNG_BLISTER_CYTOTOXICITY_UP CHUNG_BLISTER_CYTOTOXICITY_UP	-1.208	-1.924	-0.395	1.146	1.637	-3.651	0.746	3.243	1.380	-0.538	-2.404
VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_UP VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_UP	1.142	2.711	0.947	-1.850	-3.899	0.772	-2.248	-0.766	-1.510	1.356	1.132
CERVERA_SDHB_TARGETS_1_UP CERVERA_SDHB_TARGETS_1_UP	1.301	0.254	0.662	-1.531	-1.185	-1.955	-1.531	-2.475	0.365	1.565	4.944
BLANCO_MELO_COVID19_SARS_COV_2_POS_PATIENT_LUNG_TISSUE_DN BLANCO_MELO_COVID19_SARS_COV_2_POS_PATIENT_LUNG_TISSUE_DN	-2.099	-1.422	-1.735	0.373	1.335	-3.577	-0.435	1.561	4.373	0.619	0.368
GAVIN_FOXP3_TARGETS_CLUSTER_P3 GAVIN_FOXP3_TARGETS_CLUSTER_P3	-0.337	-0.337	1.356	0.365	1.142	-4.666	-2.713	-1.850	2.404	-0.337	1.830
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_UP TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_UP	1.512	0.293	0.293	-1.547	-1.858	-3.087	-0.527	-0.527	-0.842	1.301	6.084
LIU_SOX4_TARGETS_UP LIU_SOX4_TARGETS_UP	-1.251	-4.596	0.301	0.893	2.457	-3.025	-0.566	0.893	1.576	1.098	-0.571
GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_UP GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_UP	-0.421	-1.392	-0.421	4.991	2.014	-1.997	-0.421	-0.646	1.637	-0.960	-2.004
ZHAN_MULTIPLE_MYELOMA_CD1_AND_CD2_UP ZHAN_MULTIPLE_MYELOMA_CD1_AND_CD2_UP	-0.641	-0.896	-0.896	4.994	2.300	-3.941	-0.896	0.301	0.301	0.301	-0.450
