GO	[-6.16 -0.55]	[-0.55 -0.44]	[-0.44 -0.20]	[-0.20 -0.09]	[-0.09 -0.01]	[-0.01 0.00]	[0.00 0.08]	[0.08 0.17]	[0.17 0.33]	[0.33 0.81]	[0.81 8.56]
MODULE_92 MODULE_92	0.709	2.725	-0.544	-1.845	-4.113	7.503	-1.181	-5.020	-1.181	-0.293	1.843
MODULE_152 MODULE_152	-3.210	-5.176	1.790	-0.264	0.628	-0.948	2.779	1.250	1.790	0.341	-4.009
MODULE_298 MODULE_298	-1.079	4.299	-0.241	-1.079	-1.079	6.067	-1.079	-1.079	-1.079	-1.079	-0.238
MODULE_244 MODULE_244	-4.705	-2.433	1.980	2.835	1.980	-1.696	0.738	0.900	1.279	-1.696	-2.008
MODULE_159 MODULE_159	-2.409	-1.746	0.501	0.501	4.054	-0.616	3.086	0.501	-0.267	-1.257	-3.349
MODULE_183 MODULE_183	-1.245	-1.245	0.422	2.750	1.170	0.422	1.882	1.170	-2.703	-1.825	-2.684
MODULE_113 MODULE_113	0.593	2.910	-1.521	-0.439	-2.581	0.593	-1.521	-1.521	-1.989	1.836	2.945
MODULE_36 MODULE_36	-0.712	-2.619	0.531	2.571	1.237	-3.157	2.571	1.030	0.531	-1.151	-2.587
MODULE_239 MODULE_239	-1.939	-1.516	0.262	2.922	1.897	-0.890	1.897	0.872	0.515	-2.459	-2.433
MODULE_97 MODULE_97	-0.477	-2.274	0.411	1.259	1.259	-1.717	1.548	1.548	0.278	-0.325	-4.014
MODULE_316 MODULE_316	0.999	2.019	-0.423	-0.649	-2.912	0.738	-2.005	-0.964	-1.398	0.999	2.042
MODULE_91 MODULE_91	-1.536	-1.536	-0.862	3.511	0.614	-0.862	0.614	1.334	0.614	-0.477	-1.525
MODULE_352 MODULE_352	-0.705	-0.705	0.706	4.283	1.822	-0.705	-0.705	-0.273	-0.705	-0.705	-0.700
MODULE_234 MODULE_234	1.656	0.664	0.945	-1.435	-0.923	0.435	-2.244	-0.923	-1.435	-0.349	3.090
MODULE_430 MODULE_430	-2.286	-2.286	0.637	0.245	-0.601	-0.601	0.911	0.911	2.481	0.911	-1.457
MODULE_237 MODULE_237	-1.575	-1.575	1.459	2.756	-1.038	-1.575	1.114	0.815	0.362	0.362	-1.561
MODULE_278 MODULE_278	-1.411	-1.411	0.427	0.716	2.013	-1.411	2.013	-0.766	0.427	0.215	-0.759
MODULE_332 MODULE_332	-0.393	-1.869	1.322	-0.393	1.322	0.959	0.959	0.959	-1.126	-1.126	-1.856
MODULE_491 MODULE_491	-1.681	-3.288	1.601	-0.845	0.538	-0.384	0.996	0.996	0.749	0.749	-1.188
MODULE_130 MODULE_130	3.987	0.199	0.199	-0.434	-0.954	0.199	0.199	-0.954	-0.954	-0.954	1.293
MODULE_545 MODULE_545	-0.829	0.566	-0.351	-0.351	-0.351	4.566	0.566	-0.829	0.256	-0.829	-0.824
MODULE_445 MODULE_445	-0.622	4.788	0.396	-0.223	-0.622	-0.223	-0.622	-0.622	-0.622	-0.223	0.399
MODULE_497 MODULE_497	0.928	0.572	-1.203	-1.203	-0.611	0.302	-1.203	-0.300	-0.300	0.302	3.137
MODULE_410 MODULE_410	0.646	-0.234	-0.234	-0.830	-1.494	0.646	-0.234	-1.494	0.646	-0.830	3.006
MODULE_350 MODULE_350	-1.540	-1.540	-0.647	1.506	-0.235	-1.540	0.587	0.845	0.845	1.506	-0.638
MODULE_470 MODULE_470	-0.663	0.362	-0.248	-0.248	-0.663	0.762	-0.663	-0.663	-0.663	2.698	0.768
MODULE_519 MODULE_519	-0.622	-0.223	-0.622	-0.223	-0.223	-0.622	-0.223	0.823	3.775	-0.622	-0.221
MODULE_264 MODULE_264	-0.456	-0.456	0.578	0.578	-0.456	1.148	1.875	-0.456	-0.456	-0.456	-0.453
