GO	[-1.00 -0.89]	[-0.89 -0.73]	[-0.73 -0.55]	[-0.55 -0.35]	[-0.35 -0.15]	[-0.15 0.07]	[0.07 0.30]	[0.30 0.52]	[0.52 0.71]	[0.71 0.88]	[0.88 1.00]
GOCC_PROTEIN_ACETYLTRANSFERASE_COMPLEX GOCC_PROTEIN_ACETYLTRANSFERASE_COMPLEX	3.403	1.145	-1.804	-1.804	-1.308	-0.934	0.313	0.313	-1.308	-0.934	3.893
GOBP_RECOMBINATIONAL_REPAIR GOBP_RECOMBINATIONAL_REPAIR	7.778	0.445	-0.282	-0.552	0.595	-2.073	-0.282	-0.983	-0.282	-1.277	-0.980
GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	3.082	-0.586	-2.780	-0.374	0.581	-0.374	-0.586	-0.374	-0.374	-1.891	3.088
GOBP_PROTEIN_K11_LINKED_UBIQUITINATION GOBP_PROTEIN_K11_LINKED_UBIQUITINATION	7.034	0.684	-0.520	-0.241	-0.520	-0.520	-1.077	-0.520	-1.077	-0.241	-0.519
GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	5.280	0.513	-0.320	-0.320	-1.911	-0.320	-2.343	-0.759	1.017	-0.320	-0.433
GOMF_METAL_CLUSTER_BINDING GOMF_METAL_CLUSTER_BINDING	3.384	0.288	0.676	-0.315	-1.182	-1.182	-1.182	1.984	-0.786	0.288	-1.179
GOBP_REGULATION_OF_MICROTUBULE_BINDING GOBP_REGULATION_OF_MICROTUBULE_BINDING	4.070	-0.414	1.257	-0.414	-0.414	-0.414	-0.414	-0.414	0.211	-0.414	-0.414
GOBP_MULTI_ORGANISM_LOCALIZATION GOBP_MULTI_ORGANISM_LOCALIZATION	2.413	0.676	-0.786	0.938	0.459	-1.748	-1.182	1.594	-1.182	-0.508	-0.784
GOCC_ISWI_TYPE_COMPLEX GOCC_ISWI_TYPE_COMPLEX	4.920	-0.456	0.187	0.187	-0.456	-0.456	-0.456	-0.456	0.187	0.187	-0.455
GOCC_MEDIATOR_COMPLEX GOCC_MEDIATOR_COMPLEX	2.305	0.940	0.614	-0.477	-0.250	-0.477	-0.477	-1.534	-1.534	-0.477	0.942
