GO	[-1.00 -0.89]	[-0.89 -0.73]	[-0.73 -0.55]	[-0.55 -0.35]	[-0.35 -0.15]	[-0.15 0.07]	[0.07 0.30]	[0.30 0.52]	[0.52 0.71]	[0.71 0.88]	[0.88 1.00]
GOBP_MITOCHONDRIAL_GENE_EXPRESSION GOBP_MITOCHONDRIAL_GENE_EXPRESSION	-2.855	-2.855	-0.759	-0.976	-1.911	-1.235	0.388	0.283	1.017	0.660	13.050
GOCC_PROTEIN_ACETYLTRANSFERASE_COMPLEX GOCC_PROTEIN_ACETYLTRANSFERASE_COMPLEX	3.403	1.145	-1.804	-1.804	-1.308	-0.934	0.313	0.313	-1.308	-0.934	3.893
GOBP_RECOMBINATIONAL_REPAIR GOBP_RECOMBINATIONAL_REPAIR	7.778	0.445	-0.282	-0.552	0.595	-2.073	-0.282	-0.983	-0.282	-1.277	-0.980
GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	3.082	-0.586	-2.780	-0.374	0.581	-0.374	-0.586	-0.374	-0.374	-1.891	3.088
GOBP_PROTEIN_K11_LINKED_UBIQUITINATION GOBP_PROTEIN_K11_LINKED_UBIQUITINATION	7.034	0.684	-0.520	-0.241	-0.520	-0.520	-1.077	-0.520	-1.077	-0.241	-0.519
GOBP_NCRNA_TRANSCRIPTION GOBP_NCRNA_TRANSCRIPTION	0.456	0.840	-2.884	-2.165	-0.624	0.632	-0.876	1.353	-0.624	-0.290	3.162
GOBP_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS GOBP_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS	-0.621	0.396	5.903	-0.223	0.396	-0.621	-0.223	-0.621	-0.621	-0.621	-0.620
GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	5.280	0.513	-0.320	-0.320	-1.911	-0.320	-2.343	-0.759	1.017	-0.320	-0.433
GOBP_THIOESTER_BIOSYNTHETIC_PROCESS GOBP_THIOESTER_BIOSYNTHETIC_PROCESS	-0.256	-0.756	-1.990	-1.226	-0.451	-0.756	0.571	0.571	-0.256	0.351	4.874
GOMF_PHOSPHOLIPASE_A2_ACTIVITY_CONSUMING_1_2_DIPALMITOYLPHOSPHATIDYLCHOLINE GOMF_PHOSPHOLIPASE_A2_ACTIVITY_CONSUMING_1_2_DIPALMITOYLPHOSPHATIDYLCHOLINE	-0.787	-0.324	-0.787	1.057	0.279	-0.324	4.783	-0.324	-0.324	-0.787	-0.786
GOBP_PROTEIN_LOCALIZATION_TO_CILIUM GOBP_PROTEIN_LOCALIZATION_TO_CILIUM	1.113	2.277	1.113	-0.668	-0.668	-1.035	-0.247	-1.572	0.564	0.564	-2.402
GOBP_INTERLEUKIN_10_PRODUCTION GOBP_INTERLEUKIN_10_PRODUCTION	-2.281	-0.600	-0.949	2.017	0.910	0.416	-1.467	-0.600	0.910	1.602	-0.598
GOMF_METAL_CLUSTER_BINDING GOMF_METAL_CLUSTER_BINDING	3.384	0.288	0.676	-0.315	-1.182	-1.182	-1.182	1.984	-0.786	0.288	-1.179
GOBP_REGULATION_OF_MICROTUBULE_BINDING GOBP_REGULATION_OF_MICROTUBULE_BINDING	4.070	-0.414	1.257	-0.414	-0.414	-0.414	-0.414	-0.414	0.211	-0.414	-0.414
GOBP_RESPONSE_TO_OSMOTIC_STRESS GOBP_RESPONSE_TO_OSMOTIC_STRESS	-3.362	1.517	0.339	-0.412	-0.614	0.502	-1.740	0.701	-0.266	0.339	1.521
