GO	[-6.16 -0.58]	[-0.58 -0.44]	[-0.44 -0.22]	[-0.22 -0.09]	[-0.09 -0.00]	[-0.00 0.00]	[0.00 0.07]	[0.07 0.17]	[0.17 0.33]	[0.33 0.85]	[0.85 8.38]
KEGG_SPLICEOSOME KEGG_SPLICEOSOME	-3.329	-2.662	0.311	7.855	3.838	-2.120	1.180	2.002	-1.010	-2.662	-4.206
KEGG_CELL_CYCLE KEGG_CELL_CYCLE	-2.564	-2.564	0.474	1.806	1.521	-5.194	1.260	3.589	-0.263	0.343	-2.056
KEGG_RIBOSOME KEGG_RIBOSOME	-2.674	-1.058	1.581	0.560	1.920	-3.673	0.256	1.581	1.920	-0.523	-2.696
KEGG_PYRIMIDINE_METABOLISM KEGG_PYRIMIDINE_METABOLISM	-3.053	-3.053	0.269	0.399	2.187	-1.311	2.187	1.523	1.236	-0.492	-1.769
KEGG_PARKINSONS_DISEASE KEGG_PARKINSONS_DISEASE	-1.702	-0.583	2.284	0.567	1.400	-1.702	-0.301	1.671	0.737	-0.301	-5.399
KEGG_ACUTE_MYELOID_LEUKEMIA KEGG_ACUTE_MYELOID_LEUKEMIA	-0.646	-2.371	-0.646	1.914	-0.399	-2.371	0.849	1.914	0.380	1.513	-1.554
KEGG_STEROID_HORMONE_BIOSYNTHESIS KEGG_STEROID_HORMONE_BIOSYNTHESIS	2.031	0.416	0.640	-1.471	-1.471	2.999	-0.951	-1.471	-0.951	-1.471	1.595
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	-0.993	-0.993	-0.318	-0.318	1.542	-1.703	3.728	1.134	-0.318	-0.318	-1.714
KEGG_CELL_ADHESION_MOLECULES_CAMS KEGG_CELL_ADHESION_MOLECULES_CAMS	5.896	1.316	-0.462	-0.462	-1.782	0.273	-1.404	-0.628	-0.836	-0.836	0.669
KEGG_CITRATE_CYCLE_TCA_CYCLE KEGG_CITRATE_CYCLE_TCA_CYCLE	-0.672	-0.341	-0.672	-0.672	1.727	-0.672	4.311	-0.341	0.509	-0.672	-1.295
KEGG_STEROID_BIOSYNTHESIS KEGG_STEROID_BIOSYNTHESIS	-0.704	-0.704	1.209	-0.272	-0.704	-0.704	0.707	1.826	1.209	-0.704	-0.709
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	0.728	0.398	0.398	-0.491	-1.037	1.664	0.728	-1.037	-1.037	-1.037	0.721
KEGG_PROTEIN_EXPORT KEGG_PROTEIN_EXPORT	-0.204	-0.995	0.427	0.427	2.366	-0.995	-0.995	0.427	0.774	-0.995	-0.206
