GO	[-3.28 -0.32]	[-0.32 -0.20]	[-0.20 -0.13]	[-0.13 -0.07]	[-0.07 -0.03]	[-0.03 0.02]	[0.02 0.06]	[0.06 0.12]	[0.12 0.19]	[0.19 0.32]	[0.32 2.54]
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	-2.045	-0.786	-0.270	-1.268	0.334	4.178	1.532	1.149	-0.786	-1.268	-0.485
WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	-2.003	-0.759	-0.452	-1.233	0.352	3.655	2.030	1.193	-0.759	-1.233	-0.464
FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_DN FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_DN	4.141	0.564	-0.390	0.799	0.373	-0.917	-0.917	-2.849	-0.609	-1.345	1.049
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	-2.087	-0.814	-0.285	-1.302	-0.285	3.463	1.904	0.788	-0.814	-0.814	0.308
REACTOME_SELENOAMINO_ACID_METABOLISM REACTOME_SELENOAMINO_ACID_METABOLISM	-2.087	-0.285	-0.285	-1.302	-0.285	4.071	1.480	0.788	-0.814	-0.814	-0.507
BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES	-1.583	-1.583	-0.502	-0.502	0.339	4.118	0.904	0.904	-0.266	-0.896	-0.513
FUJII_YBX1_TARGETS_DN FUJII_YBX1_TARGETS_DN	2.054	-0.263	-0.263	0.745	1.011	-0.969	0.745	-1.408	-1.408	-2.934	0.984
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	-2.087	-0.494	-0.285	-1.302	0.318	3.463	1.480	0.788	-0.814	-0.814	-0.294
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS	-0.913	-0.913	-0.406	1.946	1.365	0.217	0.492	-0.913	-0.913	1.365	-0.925
GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP	1.717	0.735	-0.472	0.501	0.316	0.735	-1.692	-2.552	-0.287	-1.692	1.313
PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP	0.980	1.265	-0.398	-0.599	-0.599	-1.239	3.714	-0.254	-1.729	-1.729	0.506
KEGG_RIBOSOME KEGG_RIBOSOME	-1.164	-0.705	-0.412	-1.164	-0.227	3.861	1.699	0.928	-0.705	-1.164	-0.423
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS	4.176	-0.551	-1.122	-0.551	0.647	-0.551	1.038	-0.259	-0.259	-0.551	-1.137
ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_24HR ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_24HR	1.494	1.953	-0.336	0.754	-1.751	0.478	-0.336	-1.029	-0.601	-1.751	0.466
REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING	1.402	-0.233	-0.831	-0.831	1.402	0.991	0.381	-0.831	0.991	-1.499	-1.518
WP_CHOLESTEROL_METABOLISM_INCLUDES_BOTH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS WP_CHOLESTEROL_METABOLISM_INCLUDES_BOTH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS	1.495	2.223	0.894	-0.580	-0.580	-0.580	0.435	-0.580	-0.580	-0.580	-0.588
GALE_APL_WITH_FLT3_MUTATED_UP GALE_APL_WITH_FLT3_MUTATED_UP	-1.122	2.702	-1.122	0.647	1.514	0.347	-0.551	-1.122	-0.259	-0.259	-0.561
TSENG_IRS1_TARGETS_UP TSENG_IRS1_TARGETS_UP	2.071	-1.122	-1.122	-0.551	0.647	-0.551	2.071	-0.259	-0.259	0.347	-1.137
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	-0.390	-0.239	-0.609	-0.917	-0.239	3.593	1.760	0.564	-0.609	-1.947	-0.939
WHITFIELD_CELL_CYCLE_LITERATURE WHITFIELD_CELL_CYCLE_LITERATURE	2.714	-0.663	-0.663	0.363	-0.663	-0.663	0.363	-0.663	0.363	-0.663	1.281
FURUKAWA_DUSP6_TARGETS_PCI35_DN FURUKAWA_DUSP6_TARGETS_PCI35_DN	1.946	-0.406	1.365	1.365	0.217	-0.406	-0.913	-0.913	-0.913	-0.913	0.212
CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP	-0.955	-0.955	-0.434	-0.955	0.824	1.290	1.290	1.290	0.199	-0.955	-0.442
REACTOME_NONSENSE_MEDIATED_DECAY_NMD REACTOME_NONSENSE_MEDIATED_DECAY_NMD	-1.728	-0.301	0.708	-0.491	-0.301	3.013	1.302	0.708	-1.161	-1.161	-0.786
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	-1.764	-0.510	0.288	-0.791	-0.510	3.459	1.262	0.949	-0.315	-1.192	-0.525
MCBRYAN_PUBERTAL_BREAST_5_6WK_DN MCBRYAN_PUBERTAL_BREAST_5_6WK_DN	-1.302	-0.285	1.480	0.524	0.788	-1.302	-0.814	1.107	-2.087	0.788	0.308
GROSS_HYPOXIA_VIA_ELK3_DN GROSS_HYPOXIA_VIA_ELK3_DN	3.598	-0.673	-0.341	-0.673	-1.289	-0.341	0.510	0.264	0.510	0.510	-1.306
FERREIRA_EWINGS_SARCOMA_UNSTABLE_VS_STABLE_UP FERREIRA_EWINGS_SARCOMA_UNSTABLE_VS_STABLE_UP	1.577	-0.694	-0.694	1.577	0.315	-0.288	0.315	-2.094	0.315	-2.094	1.211
FLECHNER_PBL_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP FLECHNER_PBL_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP	-0.872	0.236	-0.378	0.934	1.444	-0.872	0.236	-0.872	2.051	-0.872	-0.386
FIRESTEIN_PROLIFERATION FIRESTEIN_PROLIFERATION	-0.432	-1.199	-0.432	1.238	1.641	0.601	-1.199	-1.961	-0.432	0.371	1.212
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT	-0.351	0.567	-0.351	-0.830	-0.830	0.567	-0.830	1.530	-0.351	2.164	-0.841
PUJANA_XPRSS_INT_NETWORK PUJANA_XPRSS_INT_NETWORK	2.364	0.444	1.072	1.348	-0.449	-0.908	0.301	-0.908	-1.244	-2.232	0.288
EPPERT_PROGENITOR EPPERT_PROGENITOR	0.708	0.481	0.302	2.075	-0.767	-2.594	0.302	-1.728	-0.301	0.302	0.688
PUJANA_BRCA_CENTERED_NETWORK PUJANA_BRCA_CENTERED_NETWORK	2.622	-0.327	1.453	0.862	-0.327	-1.102	0.276	-0.759	-1.566	-1.566	0.415
MORI_PLASMA_CELL_UP MORI_PLASMA_CELL_UP	-0.176	-0.539	-0.539	-0.539	-0.539	-0.539	0.477	2.382	-0.539	1.610	-0.180
STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_DN STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_DN	1.610	-0.539	-0.539	0.970	-0.539	-0.176	-0.176	-0.539	-0.539	-0.539	1.592
WP_PRADERWILLI_AND_ANGELMAN_SYNDROME WP_PRADERWILLI_AND_ANGELMAN_SYNDROME	-0.373	-0.373	-0.373	1.386	-0.373	1.386	-0.373	1.386	-0.373	-0.373	-0.378
