GO	[-0.69 -0.10]	[-0.10 -0.07]	[-0.07 -0.04]	[-0.04 -0.03]	[-0.03 -0.01]	[-0.01 0.00]	[0.00 0.02]	[0.02 0.03]	[0.03 0.05]	[0.05 0.09]	[0.09 0.97]
GOCC_ORGANELLAR_RIBOSOME GOCC_ORGANELLAR_RIBOSOME	-1.837	-2.512	-0.671	-0.457	-0.958	-1.336	-0.671	0.859	-0.457	0.451	12.296
GOCC_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT GOCC_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT	-0.920	-2.240	-0.920	-0.348	-0.920	-2.240	-0.920	0.946	-0.348	1.277	8.477
GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX	4.251	-0.689	-0.288	-2.072	-2.988	-0.454	-0.288	-0.689	-0.288	0.689	1.904
GOCC_MITOCHONDRIAL_SMALL_RIBOSOMAL_SUBUNIT GOCC_MITOCHONDRIAL_SMALL_RIBOSOMAL_SUBUNIT	-1.160	-1.160	0.324	-0.279	-0.279	-0.579	0.324	0.324	-0.279	-1.160	5.622
GOCC_H4_H2A_HISTONE_ACETYLTRANSFERASE_COMPLEX GOCC_H4_H2A_HISTONE_ACETYLTRANSFERASE_COMPLEX	-0.351	-0.351	-0.828	-0.351	-0.828	-0.351	0.256	-0.351	0.256	-0.828	6.571
GOCC_ATPASE_COMPLEX GOCC_ATPASE_COMPLEX	3.674	0.372	0.525	-1.356	-3.111	-0.521	-0.360	-1.007	-0.521	0.709	1.158
GOCC_RIBOSOMAL_SUBUNIT GOCC_RIBOSOMAL_SUBUNIT	-0.621	0.566	-0.994	0.442	-0.791	-2.209	-0.621	0.566	-0.479	-0.269	5.791
GOCC_PROTEIN_ACETYLTRANSFERASE_COMPLEX GOCC_PROTEIN_ACETYLTRANSFERASE_COMPLEX	2.956	0.658	-0.652	-1.805	-0.934	-0.934	-0.289	-0.652	-0.289	-0.652	2.939
GOCC_SPLICEOSOMAL_COMPLEX GOCC_SPLICEOSOMAL_COMPLEX	0.942	-0.927	0.373	-0.570	-0.733	-2.106	0.277	0.772	-1.157	-0.436	4.764
GOCC_PROTEASOME_ACCESSORY_COMPLEX GOCC_PROTEASOME_ACCESSORY_COMPLEX	3.818	0.427	-0.204	-0.204	-0.462	-0.994	-0.994	-0.462	1.215	-0.994	-0.465
GOCC_CHROMOSOME_CENTROMERIC_REGION GOCC_CHROMOSOME_CENTROMERIC_REGION	2.240	-0.846	-0.662	0.319	-0.846	-0.509	-0.385	-0.385	0.319	-2.391	3.861
GOCC_SYNAPTIC_VESICLE_MEMBRANE GOCC_SYNAPTIC_VESICLE_MEMBRANE	-1.800	-0.733	1.443	1.443	-0.733	0.372	0.923	0.249	0.372	0.709	-3.125
GOCC_ELONGATOR_HOLOENZYME_COMPLEX GOCC_ELONGATOR_HOLOENZYME_COMPLEX	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	6.245
GOCC_INO80_TYPE_COMPLEX GOCC_INO80_TYPE_COMPLEX	2.252	-0.491	-0.491	-1.036	-1.036	-0.491	-0.222	-0.222	-0.222	-0.491	2.910
GOCC_KINETOCHORE GOCC_KINETOCHORE	1.453	-1.409	-0.811	0.427	-0.811	-0.430	0.427	-0.301	0.301	-1.818	3.497
GOCC_SIN3_TYPE_COMPLEX GOCC_SIN3_TYPE_COMPLEX	3.774	-0.223	-0.621	-0.621	0.396	0.396	-0.621	-0.223	-0.621	-0.621	0.394
GOCC_ISWI_TYPE_COMPLEX GOCC_ISWI_TYPE_COMPLEX	3.764	0.187	-0.455	-0.455	-0.455	0.579	-0.455	0.187	-0.455	0.187	-0.457
GOCC_POSTSYNAPTIC_CYTOSKELETON GOCC_POSTSYNAPTIC_CYTOSKELETON	-0.331	3.565	-0.331	-0.331	-0.331	-0.331	0.795	-0.331	-0.331	0.273	-0.332
GOCC_SUMO_LIGASE_COMPLEX GOCC_SUMO_LIGASE_COMPLEX	3.957	-0.290	0.313	-0.290	-0.290	-0.290	-0.290	0.313	-0.290	-0.290	-0.291
GOCC_CORE_MEDIATOR_COMPLEX GOCC_CORE_MEDIATOR_COMPLEX	3.565	0.273	-0.331	-0.331	-0.331	-0.331	0.273	-0.331	-0.331	0.273	-0.332
GOCC_TRANSLOCON_COMPLEX GOCC_TRANSLOCON_COMPLEX	-0.248	-0.248	-0.248	-0.248	-0.248	1.014	-0.248	-0.248	3.057	-0.248	-0.249
