GO	[-1.85 -0.27]	[-0.27 -0.13]	[-0.13 -0.05]	[-0.05 0.02]	[0.02 0.07]	[0.07 0.12]	[0.12 0.17]	[0.17 0.24]	[0.24 0.32]	[0.32 0.45]	[0.45 17.21]
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	0.605	11.521	4.261	-0.360	-0.865	-1.867	-1.867	-1.867	-1.867	-2.753	-1.269
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	-2.946	0.300	1.060	-0.646	0.614	2.718	0.821	0.300	0.441	-0.904	-2.929
PID_P75_NTR_PATHWAY PID_P75_NTR_PATHWAY	-0.454	0.647	0.986	-0.831	-0.454	-0.831	-0.454	-0.831	4.345	-1.497	0.384
KEGG_SPLICEOSOME KEGG_SPLICEOSOME	-1.816	-2.388	0.525	0.927	0.710	1.453	1.761	0.248	-0.362	-0.362	-1.801
REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION	-0.498	-0.498	-0.498	-0.498	0.166	0.524	-0.498	1.733	2.552	-0.498	-0.495
REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES	-0.580	3.079	-0.925	-2.250	0.258	0.665	0.258	-0.925	-0.349	0.258	0.957
REACTOME_CTLA4_INHIBITORY_SIGNALING REACTOME_CTLA4_INHIBITORY_SIGNALING	-0.177	-0.539	-0.177	1.605	1.605	-0.539	-0.539	0.968	-0.539	-0.539	-0.536
REACTOME_SYNTHESIS_OF_DIPHTHAMIDE_EEF2 REACTOME_SYNTHESIS_OF_DIPHTHAMIDE_EEF2	4.471	0.361	-0.249	-0.249	-0.249	-0.249	-0.249	-0.249	-0.249	-0.249	-0.247
REACTOME_GAP_JUNCTION_DEGRADATION REACTOME_GAP_JUNCTION_DEGRADATION	0.239	-0.373	-0.373	-0.373	-0.373	3.250	0.712	-0.373	-0.373	-0.373	0.241
BIOCARTA_SRCRPTP_PATHWAY BIOCARTA_SRCRPTP_PATHWAY	-0.415	-0.415	-0.415	-0.415	2.042	1.257	-0.415	-0.415	0.211	-0.415	0.643
