GO	[-8.26 -0.76]	[-0.76 -0.30]	[-0.30 -0.05]	[-0.05 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.10]	[0.10 0.41]	[0.41 1.02]	[1.02 7.81]
HALLMARK_MYC_TARGETS_V1 HALLMARK_MYC_TARGETS_V1	-3.768	24.109	31.249	-2.335	-8.302	-8.302	-8.302	0.341	-0.351	-8.302	-8.292
HALLMARK_E2F_TARGETS HALLMARK_E2F_TARGETS	-1.369	47.722	13.352	-2.751	-8.302	-8.302	-8.302	-0.917	-1.969	-3.226	-6.968
REACTOME_MRNA_SPLICING REACTOME_MRNA_SPLICING	-3.993	7.432	42.806	-0.741	-7.803	-7.803	-7.803	0.457	0.457	-6.504	-7.793
HALLMARK_G2M_CHECKPOINT HALLMARK_G2M_CHECKPOINT	-0.457	33.794	17.741	-1.969	-8.302	-8.302	-8.302	-2.751	-0.917	-3.226	-4.382
GSE24634_TEFF_VS_TCONV_DAY5_IN_CULTURE_UP GSE24634_TEFF_VS_TCONV_DAY5_IN_CULTURE_UP	-2.751	33.794	14.553	-1.649	-8.302	-8.302	-8.302	-4.390	1.191	-1.649	-4.382
MORF_HAT1 MORF_HAT1	-7.220	14.916	23.554	-1.710	-7.220	-7.220	-7.220	0.631	2.669	-5.953	-7.211
MORF_ANP32B MORF_ANP32B	-5.039	3.980	26.728	-0.437	-8.219	-8.219	-8.219	3.309	4.337	-6.898	-8.209
PUJANA_XPRSS_INT_NETWORK PUJANA_XPRSS_INT_NETWORK	-1.574	36.942	12.421	-2.325	-5.718	-6.971	-6.971	-0.633	-1.025	-3.994	-5.710
GSE24634_TREG_VS_TCONV_POST_DAY5_IL4_CONVERSION_UP GSE24634_TREG_VS_TCONV_POST_DAY5_IL4_CONVERSION_UP	0.432	30.242	12.671	-3.255	-8.344	-8.344	-8.344	-0.932	0.333	-1.992	-7.007
GOCC_SPLICEOSOMAL_COMPLEX GOCC_SPLICEOSOMAL_COMPLEX	-3.489	8.178	37.399	-0.620	-7.927	-6.622	-7.927	-0.483	0.676	-4.092	-5.610
GSE24634_TREG_VS_TCONV_POST_DAY3_IL4_CONVERSION_UP GSE24634_TREG_VS_TCONV_POST_DAY3_IL4_CONVERSION_UP	-0.457	27.983	17.083	-2.335	-8.302	-8.302	-8.302	-1.969	-0.457	-1.969	-3.761
GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_UP GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_UP	-1.389	27.817	12.671	-4.423	-7.017	-8.344	-8.344	-0.751	1.368	-0.932	-5.983
MORF_PRKDC MORF_PRKDC	-0.607	14.388	25.670	-2.087	-7.886	-7.886	-7.886	-0.271	0.555	-4.059	-6.574
MORF_DAP3 MORF_DAP3	-3.612	2.804	20.439	-1.042	-8.094	-8.094	-8.094	1.507	11.527	-3.612	-8.084
GSE22886_UNSTIM_VS_IL2_STIM_NKCELL_DN GSE22886_UNSTIM_VS_IL2_STIM_NKCELL_DN	0.678	26.246	11.541	-5.145	-8.344	-8.344	-8.344	0.333	0.333	-1.670	-5.983
MORF_G22P1 MORF_G22P1	-5.875	4.510	28.834	0.301	-7.137	-7.137	-7.137	1.403	2.155	-4.915	-7.128
GSE18893_TCONV_VS_TREG_24H_TNF_STIM_UP GSE18893_TCONV_VS_TREG_24H_TNF_STIM_UP	-1.369	24.109	10.539	-0.917	-8.302	-8.302	-8.302	0.341	2.627	-4.390	-6.968
MORF_NPM1 MORF_NPM1	-6.721	0.292	19.290	0.659	-6.721	-6.721	-6.721	6.891	5.951	-6.721	-6.713
MORF_PPP1CC MORF_PPP1CC	-1.530	19.445	19.445	-2.738	-6.887	-6.887	-6.887	0.601	0.355	-5.640	-4.687
GSE39556_CD8A_DC_VS_NK_CELL_MOUSE_3H_POST_POLYIC_INJ_UP GSE39556_CD8A_DC_VS_NK_CELL_MOUSE_3H_POST_POLYIC_INJ_UP	0.263	31.431	12.864	-2.724	-5.917	-8.260	-8.260	-1.946	-1.350	-1.628	-2.304
SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM	0.301	13.832	26.644	-2.138	-6.679	-6.679	-6.679	-0.542	-0.904	-6.679	-3.749
GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_UNTREATED_UP GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_UNTREATED_UP	-0.917	17.741	21.899	-0.737	-8.302	-6.977	-8.302	-0.585	0.341	-3.226	-5.946
MORF_RAD21 MORF_RAD21	-6.149	8.595	20.509	-0.363	-7.428	-7.428	-7.428	3.105	1.454	-4.374	-6.141
FAN_EMBRYONIC_CTX_MICROGLIA_1 FAN_EMBRYONIC_CTX_MICROGLIA_1	-1.294	27.807	14.557	-4.293	-6.430	-6.430	-6.430	-0.620	-0.620	-1.982	-4.287
ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER	-0.429	32.026	11.733	-3.054	-5.807	-4.629	-5.807	-1.604	-1.271	-3.054	-5.800
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_CD8_TCELL_DN GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_CD8_TCELL_DN	-3.255	7.941	16.966	-0.359	-8.344	-8.344	-8.344	1.368	6.148	-4.423	-7.007
GSE5142_HTERT_TRANSDUCED_VS_CTRL_CD8_TCELL_LATE_PASSAGE_CLONE_UP GSE5142_HTERT_TRANSDUCED_VS_CTRL_CD8_TCELL_LATE_PASSAGE_CLONE_UP	-1.092	14.154	22.915	-5.039	-6.898	-8.219	-8.219	-1.092	1.436	-0.561	-4.316
GSE22886_UNSTIM_VS_IL15_STIM_NKCELL_DN GSE22886_UNSTIM_VS_IL15_STIM_NKCELL_DN	0.442	28.786	8.987	-1.969	-8.302	-8.302	-8.302	-0.917	0.341	-0.917	-5.946
MORF_RFC4 MORF_RFC4	-0.742	25.119	14.380	-1.879	-6.264	-6.264	-6.264	-0.566	-0.424	-4.149	-6.256
HALLMARK_OXIDATIVE_PHOSPHORYLATION HALLMARK_OXIDATIVE_PHOSPHORYLATION	-6.977	1.606	12.767	-0.737	-6.977	-8.302	-8.302	2.627	15.170	-0.917	-6.968
GSE21360_SECONDARY_VS_TERTIARY_MEMORY_CD8_TCELL_UP GSE21360_SECONDARY_VS_TERTIARY_MEMORY_CD8_TCELL_UP	-1.946	15.909	17.862	-1.628	-8.260	-8.260	-8.260	0.263	2.115	-1.946	-5.066
MORF_CTBP1 MORF_CTBP1	-6.971	1.074	20.643	-0.485	-6.971	-6.971	-6.971	2.289	8.444	-1.921	-6.962
SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP	-0.607	26.262	14.009	-1.586	-6.388	-6.388	-6.388	-1.956	-0.338	-2.907	-5.165
GSE21927_SPLEEN_C57BL6_VS_EL4_TUMOR_BALBC_MONOCYTES_DN GSE21927_SPLEEN_C57BL6_VS_EL4_TUMOR_BALBC_MONOCYTES_DN	-1.127	15.797	18.409	-1.649	-8.302	-8.302	-6.977	0.841	1.008	-3.226	-5.946
GSE33292_WT_VS_TCF1_KO_DN3_THYMOCYTE_DN GSE33292_WT_VS_TCF1_KO_DN3_THYMOCYTE_DN	0.333	32.749	8.911	-3.799	-8.344	-5.992	-7.017	-0.597	-0.751	-1.992	-2.772
GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_TREATED_DC_UP GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_TREATED_DC_UP	-0.351	24.865	12.193	-3.768	-6.977	-5.955	-8.302	-2.751	1.838	-1.369	-4.382
FUJII_YBX1_TARGETS_DN FUJII_YBX1_TARGETS_DN	-0.645	25.188	12.867	-4.158	-8.011	-6.701	-8.011	-0.505	0.405	-1.238	-3.544
GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP	-0.597	31.069	10.455	-3.255	-7.017	-5.992	-7.017	-1.992	-0.359	-0.467	-4.415
BOYAULT_LIVER_CANCER_SUBCLASS_G3_UP BOYAULT_LIVER_CANCER_SUBCLASS_G3_UP	-3.427	15.126	17.752	-0.944	-7.844	-7.844	-7.844	-0.263	2.157	-2.063	-4.714
GSE31082_DN_VS_CD4_SP_THYMOCYTE_UP GSE31082_DN_VS_CD4_SP_THYMOCYTE_UP	-3.226	7.542	23.363	-1.969	-8.302	-8.302	-8.302	-0.585	4.243	-0.585	-3.761
GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION	-4.390	15.797	21.899	-1.969	-8.302	-5.955	-5.955	-0.351	1.008	-1.369	-4.382
MORF_RAB1A MORF_RAB1A	-6.622	-0.783	11.332	-0.620	-7.927	-7.927	-6.622	2.651	18.180	0.425	-5.610
GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP	-0.573	28.957	8.567	-2.724	-8.260	-8.260	-6.938	-0.724	0.350	-0.573	-3.730
GSE29164_CD8_TCELL_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY3_UP GSE29164_CD8_TCELL_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY3_UP	-3.255	3.512	21.759	-3.255	-8.344	-8.344	-8.344	0.432	7.019	0.333	-3.792
GSE5679_CTRL_VS_RARA_AGONIST_AM580_TREATED_DC_UP GSE5679_CTRL_VS_RARA_AGONIST_AM580_TREATED_DC_UP	-0.457	24.865	10.539	-3.768	-6.977	-6.977	-8.302	-2.751	1.606	-0.585	-3.219
GSE41867_NAIVE_VS_EFFECTOR_CD8_TCELL_DN GSE41867_NAIVE_VS_EFFECTOR_CD8_TCELL_DN	-3.197	17.862	13.452	-1.350	-8.260	-8.260	-8.260	0.350	2.115	-1.109	-3.730
GOCC_CHROMOSOME_CENTROMERIC_REGION GOCC_CHROMOSOME_CENTROMERIC_REGION	-1.312	20.170	13.654	-1.075	-5.843	-8.177	-8.177	0.735	0.735	-3.675	-4.995
GOBP_TRNA_METABOLIC_PROCESS GOBP_TRNA_METABOLIC_PROCESS	-0.363	10.747	19.061	-0.620	-7.428	-7.428	-7.428	-1.227	2.487	-2.627	-7.419
GSE21927_GMCSF_IL6_VS_GMCSF_GCSF_TREATED_BONE_MARROW_DN GSE21927_GMCSF_IL6_VS_GMCSF_GCSF_TREATED_BONE_MARROW_DN	-2.751	11.079	18.409	-0.457	-8.302	-8.302	-8.302	0.341	2.627	-1.649	-5.101
GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN	-2.751	-1.969	-0.457	-3.768	-8.302	-8.302	-8.302	-1.127	8.493	14.553	9.509
GSE10239_MEMORY_VS_DAY4.5_EFF_CD8_TCELL_DN GSE10239_MEMORY_VS_DAY4.5_EFF_CD8_TCELL_DN	-2.335	9.493	21.181	-0.457	-8.302	-6.977	-8.302	0.841	1.191	-1.369	-6.968
GSE18893_CTRL_VS_TNF_TREATED_TCONV_2H_DN GSE18893_CTRL_VS_TNF_TREATED_TCONV_2H_DN	-3.737	7.150	16.550	-1.946	-6.938	-8.260	-8.260	0.263	9.064	-1.109	-4.349
WINNEPENNINCKX_MELANOMA_METASTASIS_UP WINNEPENNINCKX_MELANOMA_METASTASIS_UP	-1.775	29.047	11.226	-2.621	-6.721	-5.484	-5.484	-0.419	-0.419	-3.157	-3.151
GSE3982_EOSINOPHIL_VS_TH2_DN GSE3982_EOSINOPHIL_VS_TH2_DN	-1.923	20.038	12.382	-0.886	-8.219	-8.219	-8.219	-1.092	1.436	-0.437	-4.316
GSE24574_NAIVE_VS_TCONV_CD4_TCELL_DN GSE24574_NAIVE_VS_TCONV_CD4_TCELL_DN	-0.917	17.741	8.987	-1.969	-8.302	-6.977	-8.302	-1.969	6.639	-0.737	-5.101
GNF2_FBL GNF2_FBL	-2.692	6.043	21.680	-0.681	-6.097	-6.097	-6.097	3.487	0.582	-6.097	-6.090
GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_YOUNG_DN GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_YOUNG_DN	-0.264	17.741	13.352	-3.226	-6.977	-8.302	-8.302	-2.335	2.349	-0.585	-3.761
GSE24574_BCL6_LOW_TFH_VS_TCONV_CD4_TCELL_DN GSE24574_BCL6_LOW_TFH_VS_TCONV_CD4_TCELL_DN	-0.932	22.483	7.474	-1.992	-8.344	-8.344	-8.344	-0.932	3.847	-1.144	-3.248
