GO	[-8.26 -0.76]	[-0.76 -0.30]	[-0.30 -0.05]	[-0.05 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.10]	[0.10 0.41]	[0.41 1.02]	[1.02 7.81]
GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN	-2.751	-1.969	-0.457	-3.768	-8.302	-8.302	-8.302	-1.127	8.493	14.553	9.509
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	-0.427	-2.670	-1.312	29.303	-3.139	-8.177	-8.177	-2.670	-0.871	2.446	2.453
HALLMARK_KRAS_SIGNALING_DN HALLMARK_KRAS_SIGNALING_DN	-0.457	-0.457	-3.226	20.473	-5.109	-6.977	-8.302	-3.768	-0.457	2.627	5.800
KONDO_PROSTATE_CANCER_WITH_H3K27ME3 KONDO_PROSTATE_CANCER_WITH_H3K27ME3	0.507	-0.398	-1.524	28.194	-2.590	-6.740	-4.898	-4.191	-0.398	-0.827	2.275
GSE21380_NON_TFH_VS_TFH_CD4_TCELL_UP GSE21380_NON_TFH_VS_TFH_CD4_TCELL_UP	-0.724	0.571	2.958	-0.724	-8.260	-8.260	-8.260	-3.197	5.041	7.610	2.388
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.838	-0.585	0.341	1.008	-8.302	-8.302	-8.302	-3.226	0.692	4.988	9.509
GSE11961_MARGINAL_ZONE_BCELL_VS_MEMORY_BCELL_DAY7_DN GSE11961_MARGINAL_ZONE_BCELL_VS_MEMORY_BCELL_DAY7_DN	-0.447	-0.447	-1.946	13.452	-4.357	-8.260	-8.260	-1.628	0.350	1.413	7.624
GSE45365_NK_CELL_VS_CD11B_DC_MCMV_INFECTION_DN GSE45365_NK_CELL_VS_CD11B_DC_MCMV_INFECTION_DN	-5.074	1.211	1.211	-0.573	-8.260	-8.260	-5.917	-0.724	7.610	5.041	3.278
GSE23321_CENTRAL_MEMORY_VS_NAIVE_CD8_TCELL_UP GSE23321_CENTRAL_MEMORY_VS_NAIVE_CD8_TCELL_UP	-1.092	1.232	2.995	0.271	-6.898	-8.219	-8.219	-4.323	6.328	2.413	3.990
CUI_DEVELOPING_HEART_C6_EPICARDIAL_CELL CUI_DEVELOPING_HEART_C6_EPICARDIAL_CELL	1.507	-0.407	-0.407	2.804	-8.094	-8.094	-8.094	-2.210	-0.309	3.767	9.393
GSE21774_CD62L_POS_CD56_DIM_VS_CD62L_NEG_CD56_DIM_NK_CELL_DN GSE21774_CD62L_POS_CD56_DIM_VS_CD62L_NEG_CD56_DIM_NK_CELL_DN	-0.334	-0.334	-0.334	2.697	-8.219	-8.219	-8.219	-2.697	6.328	3.638	3.647
JAK2_DN.V1_UP JAK2_DN.V1_UP	-0.391	0.409	-1.568	19.364	-5.284	-7.553	-4.478	-2.711	-0.659	1.606	2.994
GSE18281_CORTICAL_THYMOCYTE_VS_WHOLE_CORTEX_THYMUS_UP GSE18281_CORTICAL_THYMOCYTE_VS_WHOLE_CORTEX_THYMUS_UP	0.908	-1.294	-0.538	15.611	-6.819	-6.819	-6.819	-1.058	-0.684	1.083	4.444
GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_IN_SLE2C1_MOUSE_UP GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_IN_SLE2C1_MOUSE_UP	-2.724	0.571	1.211	0.571	-6.938	-8.260	-6.938	-1.946	7.610	5.845	2.388
GSE46606_IRF4HIGH_VS_WT_CD40L_IL2_IL5_DAY3_STIMULATED_BCELL_DN GSE46606_IRF4HIGH_VS_WT_CD40L_IL2_IL5_DAY3_STIMULATED_BCELL_DN	-1.161	0.810	0.972	0.810	-7.056	-8.385	-8.385	-1.691	8.836	2.286	2.857
GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_DOUBLE_POSITIVE_THYMOCYTE_UP GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_DOUBLE_POSITIVE_THYMOCYTE_UP	0.285	0.285	-0.684	13.159	-4.968	-8.135	-8.135	-1.565	0.377	2.206	2.775
GSE22886_NAIVE_CD8_TCELL_VS_MEMORY_TCELL_UP GSE22886_NAIVE_CD8_TCELL_VS_MEMORY_TCELL_UP	-1.256	8.447	3.473	-1.025	-6.740	-8.052	-8.052	-0.827	1.122	1.531	2.275
GSE24142_DN2_VS_DN3_THYMOCYTE_FETAL_DN GSE24142_DN2_VS_DN3_THYMOCYTE_FETAL_DN	0.263	0.263	1.631	-0.447	-8.260	-8.260	-8.260	-0.902	5.436	5.041	2.388
GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_1H_DN GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_1H_DN	0.841	0.558	0.692	3.891	-8.302	-8.302	-8.302	-1.969	0.692	2.921	4.253
GOBP_POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING GOBP_POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	-2.711	-0.512	2.986	-0.293	-5.284	-7.553	-7.553	-0.834	8.360	3.311	2.391
PRC2_EZH2_UP.V1_UP PRC2_EZH2_UP.V1_UP	0.317	0.662	1.363	5.019	-7.969	-7.969	-7.969	-2.136	0.415	4.259	2.339
GSE43955_10H_VS_30H_ACT_CD4_TCELL_UP GSE43955_10H_VS_30H_ACT_CD4_TCELL_UP	-0.351	-1.127	2.085	1.008	-8.302	-8.302	-8.302	-0.264	2.627	5.382	2.356
GSE22886_NEUTROPHIL_VS_MONOCYTE_UP GSE22886_NEUTROPHIL_VS_MONOCYTE_UP	1.274	1.274	-0.684	11.436	-5.805	-8.135	-6.819	-1.565	-0.856	0.908	3.080
GSE16266_CTRL_VS_LPS_STIM_MEF_DN GSE16266_CTRL_VS_LPS_STIM_MEF_DN	-0.457	-0.351	1.191	2.627	-8.302	-6.977	-8.302	-1.969	2.921	3.230	4.253
GSE2585_CD80_HIGH_VS_LOW_AIRE_KO_MTEC_UP GSE2585_CD80_HIGH_VS_LOW_AIRE_KO_MTEC_UP	-1.144	2.056	0.333	4.560	-7.017	-8.344	-8.344	-0.751	0.825	1.368	5.743
GSE2770_IL12_AND_TGFB_VS_IL4_TREATED_ACT_CD4_TCELL_6H_DN GSE2770_IL12_AND_TGFB_VS_IL4_TREATED_ACT_CD4_TCELL_6H_DN	-0.342	-1.628	0.858	7.150	-8.260	-5.074	-5.917	-3.737	2.662	3.269	2.966
ATF2_S_UP.V1_UP ATF2_S_UP.V1_UP	-0.286	1.162	0.662	4.632	-4.827	-7.969	-7.969	-3.520	-0.379	2.333	6.717
MIR6797_5P MIR6797_5P	-0.932	0.432	3.847	0.990	-8.344	-8.344	-8.344	-0.467	2.885	2.885	2.063
TRAVAGLINI_LUNG_CAPILLARY_INTERMEDIATE_1_CELL TRAVAGLINI_LUNG_CAPILLARY_INTERMEDIATE_1_CELL	-0.505	-1.357	1.785	-0.378	-6.555	-6.555	-6.555	-1.680	3.331	6.697	4.480
GSE23502_WT_VS_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_COLON_TUMOR_DN GSE23502_WT_VS_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_COLON_TUMOR_DN	-0.561	1.045	1.232	9.652	-6.898	-8.219	-6.898	-1.607	0.583	0.720	2.704
HEN1_01 HEN1_01	1.008	0.558	0.341	1.838	-8.302	-8.302	-8.302	-0.917	3.891	1.191	3.901
GSE22025_TGFB1_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_UP GSE22025_TGFB1_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_UP	0.359	0.463	-0.334	2.413	-8.219	-8.219	-8.219	-0.334	3.980	1.045	4.348
GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_10H_DN GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_10H_DN	-0.585	0.558	4.609	4.988	-6.977	-8.302	-6.977	-1.649	-0.264	2.349	2.092
GSE36392_EOSINOPHIL_VS_MAC_IL25_TREATED_LUNG_UP GSE36392_EOSINOPHIL_VS_MAC_IL25_TREATED_LUNG_UP	-0.342	0.858	-0.724	12.287	-5.074	-6.938	-8.260	-1.109	0.706	1.211	2.122
GSE35543_IN_VIVO_NTREG_VS_IN_VITRO_ITREG_UP GSE35543_IN_VIVO_NTREG_VS_IN_VITRO_ITREG_UP	1.026	0.350	-1.109	9.572	-5.074	-8.260	-8.260	-0.342	0.706	0.858	2.669
GSE41978_WT_VS_ID2_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_UP GSE41978_WT_VS_ID2_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_UP	-1.127	0.558	-0.351	8.011	-5.109	-8.302	-8.302	0.341	0.841	1.390	3.563
GSE2128_C57BL6_VS_NOD_THYMOCYTE_MIMETOPE_NEGATIVE_SELECTION_UP GSE2128_C57BL6_VS_NOD_THYMOCYTE_MIMETOPE_NEGATIVE_SELECTION_UP	0.720	0.463	1.656	6.766	-8.219	-6.898	-6.898	-1.607	1.893	-0.437	2.704
