GO	[-8.26 -0.76]	[-0.76 -0.30]	[-0.30 -0.05]	[-0.05 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.10]	[0.10 0.41]	[0.41 1.02]	[1.02 7.81]
GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_DN GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_DN	2.115	22.770	5.845	-1.350	-2.724	-6.938	-8.260	-1.946	0.350	-1.946	-3.730
RUIZ_TNC_TARGETS_DN RUIZ_TNC_TARGETS_DN	2.293	20.748	0.813	-3.153	-3.860	-4.745	-5.931	-0.816	1.006	-0.465	-2.565
MTOR_UP.N4.V1_UP MTOR_UP.N4.V1_UP	9.297	4.810	0.484	-3.110	-6.819	-4.968	-4.968	-0.317	0.750	2.206	-1.289
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY7_DN GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY7_DN	2.085	1.008	1.838	-1.969	-5.955	-6.977	-8.302	-0.457	1.606	4.988	1.395
LAKE_ADULT_KIDNEY_C4_PROXIMAL_TUBULE_EPITHELIAL_CELLS_S2 LAKE_ADULT_KIDNEY_C4_PROXIMAL_TUBULE_EPITHELIAL_CELLS_S2	3.977	2.632	1.331	-2.516	-7.262	-4.235	-7.262	-0.924	0.617	2.337	2.065
GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_6H_UP GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_6H_UP	7.216	0.720	3.980	-2.697	-5.880	-5.039	-3.706	-0.886	3.980	1.045	-1.918
REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES	2.252	17.108	1.187	-3.025	-2.105	-3.025	-0.709	-1.037	-1.485	-1.485	-2.102
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	2.042	12.214	2.363	-2.568	-3.222	-5.183	-2.039	-0.726	0.458	-0.273	-2.563
REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION	2.606	15.641	0.817	-2.776	-1.889	-2.776	-0.884	-0.884	-1.300	-1.300	-1.886
REACTOME_MEIOTIC_RECOMBINATION REACTOME_MEIOTIC_RECOMBINATION	2.360	15.218	1.330	-1.390	-1.898	-3.564	-1.004	-0.710	-1.898	-1.004	-2.577
LAKE_ADULT_KIDNEY_C15_CONNECTING_TUBULE LAKE_ADULT_KIDNEY_C15_CONNECTING_TUBULE	2.477	0.534	3.106	-1.995	-5.836	-5.836	-5.836	0.412	2.188	3.446	-0.393
GSE25123_CTRL_VS_IL4_STIM_PPARG_KO_MACROPHAGE_UP GSE25123_CTRL_VS_IL4_STIM_PPARG_KO_MACROPHAGE_UP	2.115	5.436	1.211	-0.902	-6.938	-4.357	-5.917	-1.109	1.413	2.381	0.265
REACTOME_HDACS_DEACETYLATE_HISTONES REACTOME_HDACS_DEACETYLATE_HISTONES	2.784	10.860	2.391	-2.128	-2.841	-2.841	-1.590	-0.279	-0.606	-0.853	-3.850
GSE13306_RA_VS_UNTREATED_MEM_CD4_TCELL_DN GSE13306_RA_VS_UNTREATED_MEM_CD4_TCELL_DN	2.349	-0.264	2.921	-1.127	-5.955	-5.109	-5.955	-0.351	3.230	3.553	-0.349
REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX	2.492	12.680	1.453	-2.766	-2.766	-3.772	-1.125	-0.571	-0.258	-1.532	-1.529
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS	3.457	12.219	0.736	-2.692	-2.692	-3.689	-1.475	-0.537	-0.364	-0.770	-1.472
