GO	[-2.86 -0.23]	[-0.23 -0.14]	[-0.14 -0.09]	[-0.09 -0.05]	[-0.05 -0.02]	[-0.02 0.02]	[0.02 0.06]	[0.06 0.10]	[0.10 0.15]	[0.15 0.23]	[0.23 1.86]
BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES	1.734	2.811	2.244	1.285	-0.899	-0.504	-1.586	-1.586	-1.586	-0.899	-1.566
DAZARD_UV_RESPONSE_CLUSTER_G6 DAZARD_UV_RESPONSE_CLUSTER_G6	-1.508	-0.719	-1.508	-0.303	-1.508	-1.053	0.299	2.296	1.528	2.296	0.311
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE	-0.707	-0.273	0.706	1.827	0.706	1.827	-0.707	-0.707	-0.707	-0.707	-0.698
KYNG_DNA_DAMAGE_BY_GAMMA_AND_UV_RADIATION KYNG_DNA_DAMAGE_BY_GAMMA_AND_UV_RADIATION	-0.790	0.278	-0.790	-0.790	-0.790	-0.790	-0.325	-0.325	1.619	1.619	1.640
MULLIGHAN_NPM1_MUTATED_SIGNATURE_2_UP MULLIGHAN_NPM1_MUTATED_SIGNATURE_2_UP	-0.219	-1.460	0.402	-0.802	-1.460	-0.432	0.681	0.402	3.115	-0.802	0.696
YU_MYC_TARGETS_DN YU_MYC_TARGETS_DN	-0.498	2.556	-0.498	-0.498	-0.498	-0.498	0.524	-0.498	0.166	1.735	-0.492
CASORELLI_ACUTE_PROMYELOCYTIC_LEUKEMIA_UP CASORELLI_ACUTE_PROMYELOCYTIC_LEUKEMIA_UP	1.526	-0.272	-2.050	-0.272	-0.272	-1.272	-0.475	-0.790	2.442	0.817	-0.263
NIKOLSKY_BREAST_CANCER_17Q11_Q21_AMPLICON NIKOLSKY_BREAST_CANCER_17Q11_Q21_AMPLICON	-0.832	0.255	2.884	0.992	0.566	0.255	-0.352	-0.352	-0.832	-0.832	-0.821
JIANG_HYPOXIA_CANCER JIANG_HYPOXIA_CANCER	2.556	-0.498	-0.498	1.735	0.166	-0.498	0.166	0.166	-0.498	-0.498	-0.492
VANHARANTA_UTERINE_FIBROID_DN VANHARANTA_UTERINE_FIBROID_DN	-0.415	-0.415	-0.415	0.211	-0.415	1.258	-0.415	-0.415	-0.415	0.211	3.012
SPIRA_SMOKERS_LUNG_CANCER_UP SPIRA_SMOKERS_LUNG_CANCER_UP	-0.374	0.239	-0.374	-0.374	-0.374	3.254	-0.374	0.239	-0.374	-0.374	0.720
LEE_LIVER_CANCER_E2F1_DN LEE_LIVER_CANCER_E2F1_DN	-0.374	-0.374	-0.374	-0.374	-0.374	3.254	0.239	-0.374	0.239	0.711	-0.369
XU_HGF_SIGNALING_NOT_VIA_AKT1_48HR_DN XU_HGF_SIGNALING_NOT_VIA_AKT1_48HR_DN	0.272	3.573	-0.332	-0.332	0.272	-0.332	-0.332	-0.332	-0.332	-0.332	0.276
