GO	[-5.58 -0.84]	[-0.84 -0.37]	[-0.37 -0.07]	[-0.07 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.21]	[0.21 0.63]	[0.63 5.34]
MORF_NPM1 MORF_NPM1	-0.740	-1.044	-0.740	4.205	0.404	0.790	0.265	3.227	-3.665	-1.443	-1.035
GSE21033_1H_VS_12H_POLYIC_STIM_DC_UP GSE21033_1H_VS_12H_POLYIC_STIM_DC_UP	-1.543	2.910	2.910	-0.250	-0.479	-0.866	-0.866	-0.866	-0.866	0.615	-0.248
DAIRKEE_TERT_TARGETS_DN DAIRKEE_TERT_TARGETS_DN	-0.706	0.246	-0.364	0.796	4.974	-0.706	-1.333	-0.706	0.796	-0.706	-0.701
GSE25088_CTRL_VS_IL4_STIM_STAT6_KO_MACROPHAGE_UP GSE25088_CTRL_VS_IL4_STIM_STAT6_KO_MACROPHAGE_UP	-1.333	-1.333	-0.364	-0.364	-1.333	2.196	0.246	0.796	-0.364	-0.364	2.207
GSE21360_SECONDARY_VS_QUATERNARY_MEMORY_CD8_TCELL_DN GSE21360_SECONDARY_VS_QUATERNARY_MEMORY_CD8_TCELL_DN	-1.880	-1.133	0.656	-0.394	-0.394	0.964	-0.394	0.409	-1.880	2.232	0.971
GSE40666_UNTREATED_VS_IFNA_STIM_STAT1_KO_CD8_TCELL_90MIN_UP GSE40666_UNTREATED_VS_IFNA_STIM_STAT1_KO_CD8_TCELL_90MIN_UP	0.362	2.710	-0.664	-0.664	0.362	-0.664	-0.664	-0.664	-0.664	1.947	-0.246
GSE37605_TREG_VS_TCONV_C57BL6_FOXP3_FUSION_GFP_DN GSE37605_TREG_VS_TCONV_C57BL6_FOXP3_FUSION_GFP_DN	-1.417	-1.417	-0.409	2.028	2.028	-0.409	-0.769	1.523	-0.409	-0.409	-0.406
GSE5542_UNTREATED_VS_IFNA_TREATED_EPITHELIAL_CELLS_24H_UP GSE5542_UNTREATED_VS_IFNA_TREATED_EPITHELIAL_CELLS_24H_UP	-2.091	0.522	0.786	0.316	-0.495	-1.305	-0.816	-1.305	2.372	0.786	0.792
GSE10239_NAIVE_VS_DAY4.5_EFF_CD8_TCELL_DN GSE10239_NAIVE_VS_DAY4.5_EFF_CD8_TCELL_DN	2.330	0.883	1.523	-0.346	-0.551	1.181	-0.844	-1.256	-1.841	-1.256	-0.342
GSE45365_NK_CELL_VS_CD8_TCELL_MCMV_INFECTION_UP GSE45365_NK_CELL_VS_CD8_TCELL_MCMV_INFECTION_UP	0.819	-1.045	0.565	0.565	-2.429	0.565	0.819	0.819	-2.429	0.565	-0.414
